#    L    TT             EE             BB             TE             PP             TP             EP
  2156    0.16608E+03    0.50127E+01    0.00000E+00   -0.95880E-01    0.19564E-08    0.44453E-06    0.33363E-07
  2157    0.16519E+03    0.50436E+01    0.00000E+00   -0.58046E-01    0.19549E-08    0.44193E-06    0.33735E-07
  2158    0.16432E+03    0.50747E+01    0.00000E+00   -0.23220E-01    0.19534E-08    0.43934E-06    0.34103E-07
  2159    0.16343E+03    0.51060E+01    0.00000E+00    0.86076E-02    0.19520E-08    0.43675E-06    0.34465E-07
  2160    0.16256E+03    0.51373E+01    0.00000E+00    0.37442E-01    0.19505E-08    0.43417E-06    0.34822E-07
  2161    0.16168E+03    0.51688E+01    0.00000E+00    0.63297E-01    0.19490E-08    0.43159E-06    0.35174E-07
  2162    0.16081E+03    0.52005E+01    0.00000E+00    0.86173E-01    0.19476E-08    0.42901E-06    0.35520E-07
  2163    0.15994E+03    0.52321E+01    0.00000E+00    0.10609E+00    0.19461E-08    0.42644E-06    0.35861E-07
  2164    0.15907E+03    0.52639E+01    0.00000E+00    0.12306E+00    0.19447E-08    0.42388E-06    0.36197E-07
  2165    0.15821E+03    0.52959E+01    0.00000E+00    0.13709E+00    0.19432E-08    0.42132E-06    0.36527E-07
  2166    0.15736E+03    0.53277E+01    0.00000E+00    0.14820E+00    0.19417E-08    0.41876E-06    0.36853E-07
  2167    0.15650E+03    0.53595E+01    0.00000E+00    0.15639E+00    0.19403E-08    0.41621E-06    0.37172E-07
  2168    0.15564E+03    0.53915E+01    0.00000E+00    0.16170E+00    0.19388E-08    0.41367E-06    0.37487E-07
  2169    0.15480E+03    0.54233E+01    0.00000E+00    0.16414E+00    0.19374E-08    0.41114E-06    0.37796E-07
  2170    0.15396E+03    0.54552E+01    0.00000E+00    0.16373E+00    0.19359E-08    0.40861E-06    0.38100E-07
  2171    0.15312E+03    0.54870E+01    0.00000E+00    0.16051E+00    0.19345E-08    0.40609E-06    0.38398E-07
  2172    0.15228E+03    0.55187E+01    0.00000E+00    0.15449E+00    0.19331E-08    0.40357E-06    0.38691E-07
  2173    0.15146E+03    0.55503E+01    0.00000E+00    0.14569E+00    0.19316E-08    0.40106E-06    0.38979E-07
  2174    0.15063E+03    0.55820E+01    0.00000E+00    0.13414E+00    0.19302E-08    0.39856E-06    0.39261E-07
  2175    0.14981E+03    0.56135E+01    0.00000E+00    0.11987E+00    0.19287E-08    0.39607E-06    0.39538E-07
  2176    0.14899E+03    0.56447E+01    0.00000E+00    0.10290E+00    0.19273E-08    0.39358E-06    0.39810E-07
  2177    0.14820E+03    0.56760E+01    0.00000E+00    0.83257E-01    0.19259E-08    0.39110E-06    0.40076E-07
  2178    0.14740E+03    0.57070E+01    0.00000E+00    0.60966E-01    0.19244E-08    0.38863E-06    0.40337E-07
  2179    0.14659E+03    0.57378E+01    0.00000E+00    0.36052E-01    0.19230E-08    0.38617E-06    0.40593E-07
  2180    0.14580E+03    0.57684E+01    0.00000E+00    0.85465E-02    0.19216E-08    0.38372E-06    0.40843E-07
  2181    0.14501E+03    0.57989E+01    0.00000E+00   -0.21528E-01    0.19201E-08    0.38128E-06    0.41088E-07
  2182    0.14423E+03    0.58292E+01    0.00000E+00   -0.54142E-01    0.19187E-08    0.37884E-06    0.41327E-07
  2183    0.14345E+03    0.58592E+01    0.00000E+00   -0.89234E-01    0.19173E-08    0.37641E-06    0.41561E-07
  2184    0.14268E+03    0.58889E+01    0.00000E+00   -0.12680E+00    0.19159E-08    0.37400E-06    0.41789E-07
  2185    0.14192E+03    0.59183E+01    0.00000E+00   -0.16680E+00    0.19144E-08    0.37159E-06    0.42013E-07
  2186    0.14116E+03    0.59476E+01    0.00000E+00   -0.20918E+00    0.19130E-08    0.36919E-06    0.42230E-07
  2187    0.14042E+03    0.59765E+01    0.00000E+00   -0.25393E+00    0.19116E-08    0.36680E-06    0.42443E-07
  2188    0.13967E+03    0.60051E+01    0.00000E+00   -0.30099E+00    0.19102E-08    0.36442E-06    0.42650E-07
  2189    0.13894E+03    0.60334E+01    0.00000E+00   -0.35034E+00    0.19088E-08    0.36206E-06    0.42852E-07
  2190    0.13822E+03    0.60613E+01    0.00000E+00   -0.40194E+00    0.19074E-08    0.35970E-06    0.43048E-07
  2191    0.13749E+03    0.60889E+01    0.00000E+00   -0.45575E+00    0.19059E-08    0.35735E-06    0.43239E-07
  2192    0.13678E+03    0.61161E+01    0.00000E+00   -0.51174E+00    0.19045E-08    0.35502E-06    0.43424E-07
  2193    0.13607E+03    0.61429E+01    0.00000E+00   -0.56988E+00    0.19031E-08    0.35269E-06    0.43604E-07
  2194    0.13537E+03    0.61694E+01    0.00000E+00   -0.63011E+00    0.19017E-08    0.35038E-06    0.43779E-07
  2195    0.13468E+03    0.61955E+01    0.00000E+00   -0.69246E+00    0.19003E-08    0.34807E-06    0.43948E-07
  2196    0.13400E+03    0.62211E+01    0.00000E+00   -0.75678E+00    0.18989E-08    0.34578E-06    0.44112E-07
  2197    0.13333E+03    0.62463E+01    0.00000E+00   -0.82305E+00    0.18975E-08    0.34350E-06    0.44271E-07
  2198    0.13265E+03    0.62711E+01    0.00000E+00   -0.89125E+00    0.18961E-08    0.34123E-06    0.44424E-07
  2199    0.13199E+03    0.62954E+01    0.00000E+00   -0.96140E+00    0.18947E-08    0.33897E-06    0.44572E-07
  2200    0.13134E+03    0.63192E+01    0.00000E+00   -0.10334E+01    0.18933E-08    0.33673E-06    0.44715E-07
  2201    0.13069E+03    0.63427E+01    0.00000E+00   -0.11071E+01    0.18919E-08    0.33449E-06    0.44852E-07
  2202    0.13005E+03    0.63656E+01    0.00000E+00   -0.11829E+01    0.18905E-08    0.33227E-06    0.44984E-07
  2203    0.12943E+03    0.63880E+01    0.00000E+00   -0.12600E+01    0.18891E-08    0.33006E-06    0.45111E-07
  2204    0.12881E+03    0.64100E+01    0.00000E+00   -0.13389E+01    0.18877E-08    0.32786E-06    0.45233E-07
  2205    0.12820E+03    0.64313E+01    0.00000E+00   -0.14194E+01    0.18864E-08    0.32568E-06    0.45349E-07
  2206    0.12760E+03    0.64522E+01    0.00000E+00   -0.15016E+01    0.18850E-08    0.32350E-06    0.45460E-07
  2207    0.12700E+03    0.64725E+01    0.00000E+00   -0.15851E+01    0.18836E-08    0.32134E-06    0.45566E-07
  2208    0.12642E+03    0.64924E+01    0.00000E+00   -0.16700E+01    0.18822E-08    0.31920E-06    0.45666E-07
  2209    0.12584E+03    0.65115E+01    0.00000E+00   -0.17565E+01    0.18808E-08    0.31706E-06    0.45762E-07
  2210    0.12528E+03    0.65302E+01    0.00000E+00   -0.18445E+01    0.18794E-08    0.31494E-06    0.45852E-07
  2211    0.12472E+03    0.65484E+01    0.00000E+00   -0.19337E+01    0.18781E-08    0.31283E-06    0.45937E-07
  2212    0.12417E+03    0.65658E+01    0.00000E+00   -0.20243E+01    0.18767E-08    0.31073E-06    0.46017E-07
  2213    0.12363E+03    0.65827E+01    0.00000E+00   -0.21161E+01    0.18753E-08    0.30865E-06    0.46092E-07
  2214    0.12309E+03    0.65991E+01    0.00000E+00   -0.22090E+01    0.18739E-08    0.30658E-06    0.46161E-07
  2215    0.12257E+03    0.66149E+01    0.00000E+00   -0.23032E+01    0.18726E-08    0.30453E-06    0.46226E-07
  2216    0.12205E+03    0.66299E+01    0.00000E+00   -0.23985E+01    0.18712E-08    0.30249E-06    0.46285E-07
  2217    0.12154E+03    0.66444E+01    0.00000E+00   -0.24947E+01    0.18698E-08    0.30046E-06    0.46339E-07
  2218    0.12104E+03    0.66582E+01    0.00000E+00   -0.25921E+01    0.18685E-08    0.29845E-06    0.46388E-07
  2219    0.12056E+03    0.66714E+01    0.00000E+00   -0.26904E+01    0.18671E-08    0.29645E-06    0.46432E-07
  2220    0.12008E+03    0.66840E+01    0.00000E+00   -0.27896E+01    0.18657E-08    0.29446E-06    0.46471E-07
  2221    0.11960E+03    0.66960E+01    0.00000E+00   -0.28898E+01    0.18644E-08    0.29249E-06    0.46505E-07
  2222    0.11915E+03    0.67072E+01    0.00000E+00   -0.29906E+01    0.18630E-08    0.29053E-06    0.46534E-07
  2223    0.11870E+03    0.67178E+01    0.00000E+00   -0.30922E+01    0.18617E-08    0.28859E-06    0.46558E-07
  2224    0.11825E+03    0.67279E+01    0.00000E+00   -0.31946E+01    0.18603E-08    0.28666E-06    0.46577E-07
  2225    0.11781E+03    0.67372E+01    0.00000E+00   -0.32975E+01    0.18589E-08    0.28475E-06    0.46591E-07
  2226    0.11738E+03    0.67458E+01    0.00000E+00   -0.34011E+01    0.18576E-08    0.28285E-06    0.46600E-07
  2227    0.11696E+03    0.67537E+01    0.00000E+00   -0.35053E+01    0.18562E-08    0.28097E-06    0.46604E-07
  2228    0.11655E+03    0.67609E+01    0.00000E+00   -0.36101E+01    0.18549E-08    0.27910E-06    0.46604E-07
  2229    0.11616E+03    0.67675E+01    0.00000E+00   -0.37151E+01    0.18535E-08    0.27724E-06    0.46598E-07
  2230    0.11576E+03    0.67734E+01    0.00000E+00   -0.38208E+01    0.18522E-08    0.27540E-06    0.46588E-07
  2231    0.11538E+03    0.67786E+01    0.00000E+00   -0.39267E+01    0.18508E-08    0.27358E-06    0.46573E-07
  2232    0.11500E+03    0.67831E+01    0.00000E+00   -0.40330E+01    0.18495E-08    0.27177E-06    0.46553E-07
  2233    0.11464E+03    0.67869E+01    0.00000E+00   -0.41395E+01    0.18482E-08    0.26998E-06    0.46528E-07
  2234    0.11429E+03    0.67900E+01    0.00000E+00   -0.42462E+01    0.18468E-08    0.26820E-06    0.46499E-07
  2235    0.11395E+03    0.67925E+01    0.00000E+00   -0.43532E+01    0.18455E-08    0.26644E-06    0.46465E-07
  2236    0.11362E+03    0.67943E+01    0.00000E+00   -0.44602E+01    0.18441E-08    0.26469E-06    0.46426E-07
  2237    0.11328E+03    0.67952E+01    0.00000E+00   -0.45674E+01    0.18428E-08    0.26296E-06    0.46382E-07
  2238    0.11296E+03    0.67956E+01    0.00000E+00   -0.46748E+01    0.18415E-08    0.26125E-06    0.46334E-07
  2239    0.11265E+03    0.67952E+01    0.00000E+00   -0.47819E+01    0.18401E-08    0.25955E-06    0.46281E-07
  2240    0.11233E+03    0.67942E+01    0.00000E+00   -0.48889E+01    0.18388E-08    0.25786E-06    0.46223E-07
  2241    0.11203E+03    0.67924E+01    0.00000E+00   -0.49960E+01    0.18375E-08    0.25620E-06    0.46161E-07
  2242    0.11175E+03    0.67899E+01    0.00000E+00   -0.51028E+01    0.18361E-08    0.25455E-06    0.46095E-07
  2243    0.11149E+03    0.67867E+01    0.00000E+00   -0.52093E+01    0.18348E-08    0.25291E-06    0.46023E-07
  2244    0.11122E+03    0.67828E+01    0.00000E+00   -0.53157E+01    0.18335E-08    0.25129E-06    0.45948E-07
  2245    0.11095E+03    0.67782E+01    0.00000E+00   -0.54217E+01    0.18322E-08    0.24969E-06    0.45868E-07
  2246    0.11070E+03    0.67729E+01    0.00000E+00   -0.55275E+01    0.18308E-08    0.24810E-06    0.45783E-07
  2247    0.11045E+03    0.67669E+01    0.00000E+00   -0.56330E+01    0.18295E-08    0.24653E-06    0.45694E-07
  2248    0.11021E+03    0.67602E+01    0.00000E+00   -0.57379E+01    0.18282E-08    0.24498E-06    0.45601E-07
  2249    0.10998E+03    0.67529E+01    0.00000E+00   -0.58423E+01    0.18269E-08    0.24344E-06    0.45503E-07
  2250    0.10976E+03    0.67447E+01    0.00000E+00   -0.59464E+01    0.18256E-08    0.24192E-06    0.45401E-07
  2251    0.10954E+03    0.67360E+01    0.00000E+00   -0.60497E+01    0.18243E-08    0.24042E-06    0.45295E-07
  2252    0.10933E+03    0.67265E+01    0.00000E+00   -0.61526E+01    0.18229E-08    0.23893E-06    0.45185E-07
  2253    0.10914E+03    0.67164E+01    0.00000E+00   -0.62548E+01    0.18216E-08    0.23746E-06    0.45070E-07
  2254    0.10895E+03    0.67056E+01    0.00000E+00   -0.63563E+01    0.18203E-08    0.23601E-06    0.44951E-07
  2255    0.10877E+03    0.66941E+01    0.00000E+00   -0.64571E+01    0.18190E-08    0.23457E-06    0.44828E-07
  2256    0.10859E+03    0.66819E+01    0.00000E+00   -0.65572E+01    0.18177E-08    0.23315E-06    0.44701E-07
  2257    0.10842E+03    0.66691E+01    0.00000E+00   -0.66564E+01    0.18164E-08    0.23175E-06    0.44570E-07
  2258    0.10826E+03    0.66556E+01    0.00000E+00   -0.67548E+01    0.18151E-08    0.23036E-06    0.44435E-07
  2259    0.10811E+03    0.66414E+01    0.00000E+00   -0.68525E+01    0.18138E-08    0.22899E-06    0.44296E-07
  2260    0.10796E+03    0.66266E+01    0.00000E+00   -0.69492E+01    0.18125E-08    0.22764E-06    0.44153E-07
  2261    0.10782E+03    0.66111E+01    0.00000E+00   -0.70448E+01    0.18112E-08    0.22631E-06    0.44006E-07
  2262    0.10769E+03    0.65950E+01    0.00000E+00   -0.71394E+01    0.18099E-08    0.22499E-06    0.43855E-07
  2263    0.10757E+03    0.65782E+01    0.00000E+00   -0.72331E+01    0.18086E-08    0.22369E-06    0.43701E-07
  2264    0.10745E+03    0.65608E+01    0.00000E+00   -0.73254E+01    0.18073E-08    0.22240E-06    0.43542E-07
  2265    0.10732E+03    0.65428E+01    0.00000E+00   -0.74167E+01    0.18060E-08    0.22114E-06    0.43380E-07
  2266    0.10722E+03    0.65242E+01    0.00000E+00   -0.75070E+01    0.18047E-08    0.21989E-06    0.43214E-07
  2267    0.10712E+03    0.65050E+01    0.00000E+00   -0.75957E+01    0.18034E-08    0.21866E-06    0.43044E-07
  2268    0.10703E+03    0.64851E+01    0.00000E+00   -0.76838E+01    0.18021E-08    0.21744E-06    0.42871E-07
  2269    0.10694E+03    0.64646E+01    0.00000E+00   -0.77710E+01    0.18009E-08    0.21624E-06    0.42694E-07
  2270    0.10686E+03    0.64436E+01    0.00000E+00   -0.78566E+01    0.17996E-08    0.21506E-06    0.42513E-07
  2271    0.10679E+03    0.64220E+01    0.00000E+00   -0.79407E+01    0.17983E-08    0.21390E-06    0.42329E-07
  2272    0.10672E+03    0.63998E+01    0.00000E+00   -0.80233E+01    0.17970E-08    0.21275E-06    0.42141E-07
  2273    0.10665E+03    0.63769E+01    0.00000E+00   -0.81044E+01    0.17957E-08    0.21163E-06    0.41950E-07
  2274    0.10660E+03    0.63535E+01    0.00000E+00   -0.81847E+01    0.17944E-08    0.21051E-06    0.41756E-07
  2275    0.10654E+03    0.63296E+01    0.00000E+00   -0.82634E+01    0.17932E-08    0.20942E-06    0.41558E-07
  2276    0.10650E+03    0.63052E+01    0.00000E+00   -0.83399E+01    0.17919E-08    0.20834E-06    0.41356E-07
  2277    0.10646E+03    0.62801E+01    0.00000E+00   -0.84156E+01    0.17906E-08    0.20728E-06    0.41152E-07
  2278    0.10642E+03    0.62547E+01    0.00000E+00   -0.84905E+01    0.17893E-08    0.20624E-06    0.40944E-07
  2279    0.10639E+03    0.62286E+01    0.00000E+00   -0.85632E+01    0.17881E-08    0.20521E-06    0.40732E-07
  2280    0.10636E+03    0.62021E+01    0.00000E+00   -0.86350E+01    0.17868E-08    0.20421E-06    0.40518E-07
  2281    0.10634E+03    0.61749E+01    0.00000E+00   -0.87046E+01    0.17855E-08    0.20321E-06    0.40300E-07
  2282    0.10632E+03    0.61474E+01    0.00000E+00   -0.87726E+01    0.17843E-08    0.20224E-06    0.40079E-07
  2283    0.10630E+03    0.61193E+01    0.00000E+00   -0.88391E+01    0.17830E-08    0.20128E-06    0.39856E-07
  2284    0.10629E+03    0.60909E+01    0.00000E+00   -0.89033E+01    0.17817E-08    0.20034E-06    0.39629E-07
  2285    0.10628E+03    0.60619E+01    0.00000E+00   -0.89667E+01    0.17805E-08    0.19942E-06    0.39399E-07
  2286    0.10626E+03    0.60324E+01    0.00000E+00   -0.90285E+01    0.17792E-08    0.19852E-06    0.39166E-07
  2287    0.10625E+03    0.60026E+01    0.00000E+00   -0.90881E+01    0.17779E-08    0.19763E-06    0.38930E-07
  2288    0.10627E+03    0.59723E+01    0.00000E+00   -0.91462E+01    0.17767E-08    0.19676E-06    0.38691E-07
  2289    0.10627E+03    0.59416E+01    0.00000E+00   -0.92027E+01    0.17754E-08    0.19590E-06    0.38449E-07
  2290    0.10628E+03    0.59104E+01    0.00000E+00   -0.92569E+01    0.17742E-08    0.19507E-06    0.38205E-07
  2291    0.10630E+03    0.58788E+01    0.00000E+00   -0.93102E+01    0.17729E-08    0.19425E-06    0.37958E-07
  2292    0.10634E+03    0.58469E+01    0.00000E+00   -0.93614E+01    0.17717E-08    0.19344E-06    0.37708E-07
  2293    0.10636E+03    0.58146E+01    0.00000E+00   -0.94109E+01    0.17704E-08    0.19266E-06    0.37455E-07
  2294    0.10638E+03    0.57819E+01    0.00000E+00   -0.94582E+01    0.17692E-08    0.19189E-06    0.37199E-07
  2295    0.10641E+03    0.57487E+01    0.00000E+00   -0.95039E+01    0.17679E-08    0.19114E-06    0.36941E-07
  2296    0.10643E+03    0.57154E+01    0.00000E+00   -0.95473E+01    0.17667E-08    0.19040E-06    0.36681E-07
  2297    0.10647E+03    0.56816E+01    0.00000E+00   -0.95899E+01    0.17654E-08    0.18968E-06    0.36417E-07
  2298    0.10650E+03    0.56476E+01    0.00000E+00   -0.96303E+01    0.17642E-08    0.18898E-06    0.36152E-07
  2299    0.10654E+03    0.56133E+01    0.00000E+00   -0.96683E+01    0.17629E-08    0.18830E-06    0.35883E-07
  2300    0.10658E+03    0.55785E+01    0.00000E+00   -0.97047E+01    0.17617E-08    0.18763E-06    0.35613E-07
  2301    0.10661E+03    0.55435E+01    0.00000E+00   -0.97397E+01    0.17605E-08    0.18698E-06    0.35340E-07
  2302    0.10665E+03    0.55083E+01    0.00000E+00   -0.97730E+01    0.17592E-08    0.18634E-06    0.35064E-07
  2303    0.10670E+03    0.54727E+01    0.00000E+00   -0.98033E+01    0.17580E-08    0.18572E-06    0.34786E-07
  2304    0.10674E+03    0.54369E+01    0.00000E+00   -0.98321E+01    0.17567E-08    0.18512E-06    0.34506E-07
  2305    0.10679E+03    0.54009E+01    0.00000E+00   -0.98593E+01    0.17555E-08    0.18453E-06    0.34224E-07
  2306    0.10683E+03    0.53646E+01    0.00000E+00   -0.98842E+01    0.17543E-08    0.18397E-06    0.33939E-07
  2307    0.10686E+03    0.53281E+01    0.00000E+00   -0.99083E+01    0.17530E-08    0.18341E-06    0.33653E-07
  2308    0.10691E+03    0.52914E+01    0.00000E+00   -0.99293E+01    0.17518E-08    0.18287E-06    0.33364E-07
  2309    0.10698E+03    0.52544E+01    0.00000E+00   -0.99488E+01    0.17506E-08    0.18235E-06    0.33073E-07
  2310    0.10704E+03    0.52174E+01    0.00000E+00   -0.99660E+01    0.17494E-08    0.18185E-06    0.32780E-07
  2311    0.10709E+03    0.51800E+01    0.00000E+00   -0.99816E+01    0.17481E-08    0.18136E-06    0.32485E-07
  2312    0.10714E+03    0.51426E+01    0.00000E+00   -0.99956E+01    0.17469E-08    0.18089E-06    0.32188E-07
  2313    0.10719E+03    0.51050E+01    0.00000E+00   -0.10007E+02    0.17457E-08    0.18043E-06    0.31889E-07
  2314    0.10725E+03    0.50672E+01    0.00000E+00   -0.10017E+02    0.17445E-08    0.17999E-06    0.31588E-07
  2315    0.10730E+03    0.50294E+01    0.00000E+00   -0.10025E+02    0.17432E-08    0.17957E-06    0.31285E-07
  2316    0.10735E+03    0.49914E+01    0.00000E+00   -0.10031E+02    0.17420E-08    0.17916E-06    0.30980E-07
  2317    0.10741E+03    0.49533E+01    0.00000E+00   -0.10035E+02    0.17408E-08    0.17876E-06    0.30674E-07
  2318    0.10747E+03    0.49151E+01    0.00000E+00   -0.10038E+02    0.17396E-08    0.17839E-06    0.30366E-07
  2319    0.10751E+03    0.48768E+01    0.00000E+00   -0.10039E+02    0.17384E-08    0.17802E-06    0.30056E-07
  2320    0.10757E+03    0.48385E+01    0.00000E+00   -0.10037E+02    0.17372E-08    0.17768E-06    0.29745E-07
  2321    0.10764E+03    0.48001E+01    0.00000E+00   -0.10034E+02    0.17359E-08    0.17735E-06    0.29432E-07
  2322    0.10769E+03    0.47617E+01    0.00000E+00   -0.10028E+02    0.17347E-08    0.17703E-06    0.29117E-07
  2323    0.10773E+03    0.47231E+01    0.00000E+00   -0.10021E+02    0.17335E-08    0.17673E-06    0.28801E-07
  2324    0.10779E+03    0.46847E+01    0.00000E+00   -0.10013E+02    0.17323E-08    0.17645E-06    0.28483E-07
  2325    0.10784E+03    0.46462E+01    0.00000E+00   -0.10002E+02    0.17311E-08    0.17618E-06    0.28164E-07
  2326    0.10789E+03    0.46077E+01    0.00000E+00   -0.99907E+01    0.17299E-08    0.17592E-06    0.27843E-07
  2327    0.10794E+03    0.45691E+01    0.00000E+00   -0.99761E+01    0.17287E-08    0.17568E-06    0.27521E-07
  2328    0.10800E+03    0.45307E+01    0.00000E+00   -0.99599E+01    0.17275E-08    0.17546E-06    0.27198E-07
  2329    0.10805E+03    0.44922E+01    0.00000E+00   -0.99422E+01    0.17263E-08    0.17525E-06    0.26873E-07
  2330    0.10810E+03    0.44538E+01    0.00000E+00   -0.99229E+01    0.17251E-08    0.17505E-06    0.26548E-07
  2331    0.10813E+03    0.44155E+01    0.00000E+00   -0.99013E+01    0.17239E-08    0.17487E-06    0.26221E-07
