#    L    TT             EE             BB             TE          
  2788    0.44520E+02    0.14787E+01    0.26021E-01   -0.16338E+01
  2789    0.44378E+02    0.14787E+01    0.25997E-01   -0.16255E+01
  2790    0.44239E+02    0.14787E+01    0.25973E-01   -0.16174E+01
  2791    0.44097E+02    0.14787E+01    0.25950E-01   -0.16095E+01
  2792    0.43957E+02    0.14787E+01    0.25926E-01   -0.16019E+01
  2793    0.43818E+02    0.14789E+01    0.25902E-01   -0.15946E+01
  2794    0.43678E+02    0.14789E+01    0.25879E-01   -0.15875E+01
  2795    0.43538E+02    0.14790E+01    0.25855E-01   -0.15807E+01
  2796    0.43400E+02    0.14792E+01    0.25831E-01   -0.15741E+01
  2797    0.43262E+02    0.14793E+01    0.25808E-01   -0.15678E+01
  2798    0.43124E+02    0.14795E+01    0.25784E-01   -0.15618E+01
  2799    0.42988E+02    0.14797E+01    0.25760E-01   -0.15560E+01
  2800    0.42850E+02    0.14799E+01    0.25737E-01   -0.15504E+01
  2801    0.42714E+02    0.14801E+01    0.25713E-01   -0.15452E+01
  2802    0.42578E+02    0.14804E+01    0.25690E-01   -0.15401E+01
  2803    0.42443E+02    0.14806E+01    0.25666E-01   -0.15353E+01
  2804    0.42309E+02    0.14808E+01    0.25643E-01   -0.15308E+01
  2805    0.42175E+02    0.14811E+01    0.25619E-01   -0.15265E+01
  2806    0.42041E+02    0.14813E+01    0.25596E-01   -0.15225E+01
  2807    0.41908E+02    0.14816E+01    0.25573E-01   -0.15187E+01
  2808    0.41776E+02    0.14819E+01    0.25549E-01   -0.15151E+01
  2809    0.41644E+02    0.14821E+01    0.25526E-01   -0.15118E+01
  2810    0.41513E+02    0.14825E+01    0.25503E-01   -0.15087E+01
  2811    0.41383E+02    0.14827E+01    0.25479E-01   -0.15058E+01
  2812    0.41252E+02    0.14829E+01    0.25456E-01   -0.15032E+01
  2813    0.41124E+02    0.14832E+01    0.25433E-01   -0.15008E+01
  2814    0.40994E+02    0.14835E+01    0.25409E-01   -0.14987E+01
  2815    0.40866E+02    0.14838E+01    0.25386E-01   -0.14967E+01
  2816    0.40739E+02    0.14839E+01    0.25363E-01   -0.14950E+01
  2817    0.40612E+02    0.14842E+01    0.25340E-01   -0.14935E+01
  2818    0.40487E+02    0.14844E+01    0.25317E-01   -0.14922E+01
  2819    0.40361E+02    0.14847E+01    0.25294E-01   -0.14911E+01
  2820    0.40236E+02    0.14849E+01    0.25271E-01   -0.14902E+01
  2821    0.40113E+02    0.14850E+01    0.25248E-01   -0.14896E+01
  2822    0.39989E+02    0.14852E+01    0.25225E-01   -0.14891E+01
  2823    0.39868E+02    0.14854E+01    0.25202E-01   -0.14888E+01
  2824    0.39746E+02    0.14857E+01    0.25179E-01   -0.14888E+01
  2825    0.39625E+02    0.14857E+01    0.25156E-01   -0.14889E+01
  2826    0.39505E+02    0.14859E+01    0.25133E-01   -0.14892E+01
  2827    0.39386E+02    0.14859E+01    0.25110E-01   -0.14897E+01
  2828    0.39267E+02    0.14860E+01    0.25087E-01   -0.14904E+01
  2829    0.39149E+02    0.14860E+01    0.25064E-01   -0.14912E+01
  2830    0.39032E+02    0.14861E+01    0.25041E-01   -0.14923E+01
  2831    0.38915E+02    0.14861E+01    0.25019E-01   -0.14935E+01
  2832    0.38800E+02    0.14861E+01    0.24996E-01   -0.14949E+01
  2833    0.38685E+02    0.14859E+01    0.24973E-01   -0.14964E+01
  2834    0.38570E+02    0.14858E+01    0.24951E-01   -0.14982E+01
  2835    0.38458E+02    0.14857E+01    0.24928E-01   -0.15001E+01
  2836    0.38345E+02    0.14856E+01    0.24905E-01   -0.15021E+01
  2837    0.38233E+02    0.14853E+01    0.24883E-01   -0.15043E+01
  2838    0.38123E+02    0.14852E+01    0.24860E-01   -0.15066E+01
  2839    0.38013E+02    0.14850E+01    0.24838E-01   -0.15091E+01
  2840    0.37904E+02    0.14846E+01    0.24815E-01   -0.15117E+01
  2841    0.37796E+02    0.14844E+01    0.24793E-01   -0.15145E+01
  2842    0.37688E+02    0.14841E+01    0.24770E-01   -0.15174E+01
  2843    0.37582E+02    0.14836E+01    0.24748E-01   -0.15204E+01
  2844    0.37476E+02    0.14832E+01    0.24726E-01   -0.15236E+01
  2845    0.37371E+02    0.14828E+01    0.24703E-01   -0.15268E+01
  2846    0.37267E+02    0.14823E+01    0.24681E-01   -0.15303E+01
  2847    0.37164E+02    0.14818E+01    0.24659E-01   -0.15338E+01
  2848    0.37061E+02    0.14812E+01    0.24636E-01   -0.15374E+01
  2849    0.36959E+02    0.14807E+01    0.24614E-01   -0.15412E+01
  2850    0.36860E+02    0.14799E+01    0.24592E-01   -0.15450E+01
  2851    0.36759E+02    0.14793E+01    0.24570E-01   -0.15490E+01
  2852    0.36660E+02    0.14785E+01    0.24548E-01   -0.15530E+01
  2853    0.36562E+02    0.14778E+01    0.24526E-01   -0.15572E+01
  2854    0.36465E+02    0.14770E+01    0.24504E-01   -0.15613E+01
  2855    0.36368E+02    0.14761E+01    0.24482E-01   -0.15656E+01
  2856    0.36273E+02    0.14752E+01    0.24460E-01   -0.15700E+01
  2857    0.36178E+02    0.14741E+01    0.24438E-01   -0.15745E+01
  2858    0.36084E+02    0.14732E+01    0.24416E-01   -0.15790E+01
  2859    0.35991E+02    0.14721E+01    0.24394E-01   -0.15835E+01
  2860    0.35898E+02    0.14711E+01    0.24372E-01   -0.15881E+01
  2861    0.35807E+02    0.14699E+01    0.24350E-01   -0.15930E+01
  2862    0.35717E+02    0.14687E+01    0.24329E-01   -0.15977E+01
  2863    0.35626E+02    0.14676E+01    0.24307E-01   -0.16025E+01
  2864    0.35538E+02    0.14662E+01    0.24285E-01   -0.16074E+01
  2865    0.35449E+02    0.14650E+01    0.24264E-01   -0.16123E+01
  2866    0.35361E+02    0.14635E+01    0.24242E-01   -0.16173E+01
  2867    0.35275E+02    0.14621E+01    0.24220E-01   -0.16223E+01
  2868    0.35189E+02    0.14607E+01    0.24199E-01   -0.16273E+01
  2869    0.35104E+02    0.14591E+01    0.24177E-01   -0.16324E+01
  2870    0.35021E+02    0.14576E+01    0.24156E-01   -0.16376E+01
  2871    0.34936E+02    0.14560E+01    0.24134E-01   -0.16427E+01
  2872    0.34854E+02    0.14543E+01    0.24113E-01   -0.16478E+01
  2873    0.34773E+02    0.14526E+01    0.24091E-01   -0.16529E+01
  2874    0.34693E+02    0.14509E+01    0.24070E-01   -0.16582E+01
  2875    0.34612E+02    0.14489E+01    0.24049E-01   -0.16633E+01
  2876    0.34533E+02    0.14470E+01    0.24027E-01   -0.16686E+01
  2877    0.34455E+02    0.14451E+01    0.24006E-01   -0.16737E+01
  2878    0.34377E+02    0.14432E+01    0.23985E-01   -0.16789E+01
  2879    0.34300E+02    0.14411E+01    0.23964E-01   -0.16840E+01
  2880    0.34223E+02    0.14391E+01    0.23943E-01   -0.16892E+01
  2881    0.34148E+02    0.14369E+01    0.23922E-01   -0.16944E+01
  2882    0.34074E+02    0.14348E+01    0.23901E-01   -0.16995E+01
  2883    0.34000E+02    0.14326E+01    0.23880E-01   -0.17047E+01
  2884    0.33926E+02    0.14304E+01    0.23858E-01   -0.17097E+01
  2885    0.33854E+02    0.14281E+01    0.23838E-01   -0.17149E+01
  2886    0.33782E+02    0.14258E+01    0.23817E-01   -0.17199E+01
  2887    0.33711E+02    0.14233E+01    0.23796E-01   -0.17249E+01
  2888    0.33640E+02    0.14209E+01    0.23775E-01   -0.17299E+01
  2889    0.33571E+02    0.14183E+01    0.23754E-01   -0.17347E+01
  2890    0.33502E+02    0.14158E+01    0.23733E-01   -0.17397E+01
  2891    0.33433E+02    0.14132E+01    0.23712E-01   -0.17443E+01
  2892    0.33365E+02    0.14105E+01    0.23692E-01   -0.17491E+01
  2893    0.33298E+02    0.14078E+01    0.23671E-01   -0.17538E+01
  2894    0.33232E+02    0.14051E+01    0.23650E-01   -0.17587E+01
  2895    0.33166E+02    0.14022E+01    0.23630E-01   -0.17633E+01
  2896    0.33100E+02    0.13994E+01    0.23609E-01   -0.17678E+01
  2897    0.33036E+02    0.13965E+01    0.23589E-01   -0.17725E+01
  2898    0.32972E+02    0.13935E+01    0.23568E-01   -0.17770E+01
  2899    0.32909E+02    0.13906E+01    0.23548E-01   -0.17813E+01
  2900    0.32846E+02    0.13875E+01    0.23527E-01   -0.17856E+01
  2901    0.32784E+02    0.13845E+01    0.23507E-01   -0.17898E+01
  2902    0.32723E+02    0.13814E+01    0.23486E-01   -0.17940E+01
  2903    0.32662E+02    0.13782E+01    0.23466E-01   -0.17981E+01
  2904    0.32602E+02    0.13750E+01    0.23446E-01   -0.18020E+01
  2905    0.32542E+02    0.13718E+01    0.23425E-01   -0.18059E+01
  2906    0.32483E+02    0.13684E+01    0.23405E-01   -0.18097E+01
  2907    0.32425E+02    0.13650E+01    0.23385E-01   -0.18135E+01
  2908    0.32366E+02    0.13618E+01    0.23365E-01   -0.18171E+01
  2909    0.32308E+02    0.13584E+01    0.23345E-01   -0.18206E+01
  2910    0.32252E+02    0.13548E+01    0.23325E-01   -0.18241E+01
  2911    0.32196E+02    0.13514E+01    0.23304E-01   -0.18274E+01
  2912    0.32140E+02    0.13479E+01    0.23284E-01   -0.18308E+01
  2913    0.32084E+02    0.13443E+01    0.23264E-01   -0.18340E+01
  2914    0.32030E+02    0.13408E+01    0.23244E-01   -0.18370E+01
  2915    0.31975E+02    0.13371E+01    0.23225E-01   -0.18400E+01
  2916    0.31921E+02    0.13334E+01    0.23205E-01   -0.18429E+01
  2917    0.31867E+02    0.13297E+01    0.23185E-01   -0.18456E+01
  2918    0.31814E+02    0.13260E+01    0.23165E-01   -0.18484E+01
  2919    0.31761E+02    0.13221E+01    0.23145E-01   -0.18509E+01
  2920    0.31708E+02    0.13184E+01    0.23125E-01   -0.18534E+01
  2921    0.31657E+02    0.13145E+01    0.23106E-01   -0.18556E+01
  2922    0.31605E+02    0.13106E+01    0.23086E-01   -0.18578E+01
  2923    0.31554E+02    0.13066E+01    0.23066E-01   -0.18600E+01
  2924    0.31503E+02    0.13027E+01    0.23046E-01   -0.18619E+01
  2925    0.31453E+02    0.12988E+01    0.23027E-01   -0.18637E+01
  2926    0.31403E+02    0.12948E+01    0.23007E-01   -0.18654E+01
  2927    0.31353E+02    0.12906E+01    0.22988E-01   -0.18670E+01
  2928    0.31303E+02    0.12864E+01    0.22968E-01   -0.18685E+01
  2929    0.31254E+02    0.12825E+01    0.22949E-01   -0.18699E+01
  2930    0.31206E+02    0.12784E+01    0.22929E-01   -0.18712E+01
  2931    0.31157E+02    0.12743E+01    0.22910E-01   -0.18723E+01
  2932    0.31110E+02    0.12701E+01    0.22890E-01   -0.18732E+01
  2933    0.31061E+02    0.12659E+01    0.22871E-01   -0.18743E+01
  2934    0.31013E+02    0.12617E+01    0.22852E-01   -0.18750E+01
  2935    0.30966E+02    0.12575E+01    0.22832E-01   -0.18756E+01
  2936    0.30919E+02    0.12532E+01    0.22813E-01   -0.18759E+01
  2937    0.30871E+02    0.12490E+01    0.22794E-01   -0.18764E+01
  2938    0.30825E+02    0.12446E+01    0.22774E-01   -0.18765E+01
  2939    0.30779E+02    0.12403E+01    0.22755E-01   -0.18766E+01
  2940    0.30734E+02    0.12360E+01    0.22736E-01   -0.18766E+01
  2941    0.30687E+02    0.12316E+01    0.22717E-01   -0.18764E+01
  2942    0.30642E+02    0.12273E+01    0.22698E-01   -0.18761E+01
  2943    0.30596E+02    0.12229E+01    0.22679E-01   -0.18757E+01
  2944    0.30550E+02    0.12185E+01    0.22660E-01   -0.18751E+01
  2945    0.30506E+02    0.12141E+01    0.22641E-01   -0.18745E+01
  2946    0.30460E+02    0.12096E+01    0.22622E-01   -0.18736E+01
  2947    0.30416E+02    0.12052E+01    0.22603E-01   -0.18728E+01
  2948    0.30372E+02    0.12008E+01    0.22584E-01   -0.18716E+01
  2949    0.30327E+02    0.11963E+01    0.22565E-01   -0.18704E+01
  2950    0.30282E+02    0.11918E+01    0.22546E-01   -0.18692E+01
  2951    0.30238E+02    0.11873E+01    0.22527E-01   -0.18677E+01
  2952    0.30195E+02    0.11828E+01    0.22508E-01   -0.18662E+01
  2953    0.30150E+02    0.11784E+01    0.22489E-01   -0.18644E+01
  2954    0.30106E+02    0.11739E+01    0.22471E-01   -0.18626E+01
  2955    0.30062E+02    0.11694E+01    0.22452E-01   -0.18606E+01
  2956    0.30019E+02    0.11649E+01    0.22433E-01   -0.18585E+01
  2957    0.29975E+02    0.11603E+01    0.22414E-01   -0.18563E+01
  2958    0.29931E+02    0.11558E+01    0.22396E-01   -0.18540E+01
  2959    0.29887E+02    0.11513E+01    0.22377E-01   -0.18516E+01
  2960    0.29843E+02    0.11468E+01    0.22358E-01   -0.18489E+01
  2961    0.29801E+02    0.11423E+01    0.22340E-01   -0.18462E+01
  2962    0.29757E+02    0.11377E+01    0.22321E-01   -0.18435E+01
  2963    0.29713E+02    0.11333E+01    0.22303E-01   -0.18405E+01
  2964    0.29669E+02    0.11287E+01    0.22284E-01   -0.18373E+01
  2965    0.29626E+02    0.11242E+01    0.22266E-01   -0.18342E+01
  2966    0.29582E+02    0.11197E+01    0.22247E-01   -0.18309E+01
  2967    0.29538E+02    0.11152E+01    0.22229E-01   -0.18274E+01
  2968    0.29495E+02    0.11107E+01    0.22210E-01   -0.18239E+01
  2969    0.29450E+02    0.11062E+01    0.22192E-01   -0.18201E+01
  2970    0.29407E+02    0.11017E+01    0.22173E-01   -0.18163E+01
  2971    0.29364E+02    0.10972E+01    0.22155E-01   -0.18125E+01
  2972    0.29320E+02    0.10927E+01    0.22137E-01   -0.18084E+01
  2973    0.29276E+02    0.10882E+01    0.22118E-01   -0.18044E+01
  2974    0.29234E+02    0.10838E+01    0.22100E-01   -0.18001E+01
  2975    0.29190E+02    0.10793E+01    0.22082E-01   -0.17958E+01
  2976    0.29146E+02    0.10748E+01    0.22063E-01   -0.17913E+01
  2977    0.29103E+02    0.10704E+01    0.22045E-01   -0.17868E+01
  2978    0.29059E+02    0.10660E+01    0.22027E-01   -0.17822E+01
  2979    0.29015E+02    0.10617E+01    0.22009E-01   -0.17775E+01
  2980    0.28971E+02    0.10573E+01    0.21991E-01   -0.17726E+01
  2981    0.28927E+02    0.10529E+01    0.21972E-01   -0.17677E+01
  2982    0.28882E+02    0.10486E+01    0.21954E-01   -0.17626E+01
  2983    0.28837E+02    0.10442E+01    0.21936E-01   -0.17575E+01
  2984    0.28793E+02    0.10399E+01    0.21918E-01   -0.17523E+01
  2985    0.28748E+02    0.10356E+01    0.21900E-01   -0.17469E+01
  2986    0.28703E+02    0.10313E+01    0.21882E-01   -0.17416E+01
  2987    0.28659E+02    0.10270E+01    0.21864E-01   -0.17361E+01
  2988    0.28614E+02    0.10227E+01    0.21846E-01   -0.17304E+01
  2989    0.28569E+02    0.10186E+01    0.21828E-01   -0.17247E+01
  2990    0.28524E+02    0.10144E+01    0.21810E-01   -0.17190E+01
  2991    0.28478E+02    0.10101E+01    0.21792E-01   -0.17132E+01
  2992    0.28432E+02    0.10061E+01    0.21774E-01   -0.17073E+01
  2993    0.28387E+02    0.10019E+01    0.21756E-01   -0.17013E+01
  2994    0.28340E+02    0.99772E+00    0.21738E-01   -0.16953E+01
  2995    0.28294E+02    0.99371E+00    0.21720E-01   -0.16890E+01
  2996    0.28248E+02    0.98967E+00    0.21703E-01   -0.16829E+01
  2997    0.28202E+02    0.98560E+00    0.21685E-01   -0.16765E+01
  2998    0.28155E+02    0.98157E+00    0.21667E-01   -0.16703E+01
  2999    0.28108E+02    0.97758E+00    0.21649E-01   -0.16638E+01
  3000    0.28061E+02    0.97363E+00    0.21631E-01   -0.16573E+01
  3001    0.28014E+02    0.96964E+00    0.21614E-01   -0.16508E+01
  3002    0.27967E+02    0.96576E+00    0.21596E-01   -0.16442E+01
  3003    0.27919E+02    0.96185E+00    0.21578E-01   -0.16376E+01
  3004    0.27872E+02    0.95797E+00    0.21560E-01   -0.16308E+01
  3005    0.27824E+02    0.95420E+00    0.21543E-01   -0.16240E+01
  3006    0.27777E+02    0.95039E+00    0.21525E-01   -0.16172E+01
  3007    0.27729E+02    0.94662E+00    0.21507E-01   -0.16103E+01
  3008    0.27681E+02    0.94281E+00    0.21490E-01   -0.16034E+01
  3009    0.27633E+02    0.93915E+00    0.21472E-01   -0.15965E+01
  3010    0.27585E+02    0.93553E+00    0.21454E-01   -0.15895E+01
  3011    0.27536E+02    0.93186E+00    0.21437E-01   -0.15824E+01
  3012    0.27488E+02    0.92825E+00    0.21419E-01   -0.15753E+01
  3013    0.27438E+02    0.92466E+00    0.21402E-01   -0.15682E+01
  3014    0.27390E+02    0.92114E+00    0.21384E-01   -0.15610E+01
  3015    0.27340E+02    0.91762E+00    0.21367E-01   -0.15538E+01
  3016    0.27291E+02    0.91413E+00    0.21349E-01   -0.15467E+01
  3017    0.27240E+02    0.91068E+00    0.21332E-01   -0.15394E+01
  3018    0.27191E+02    0.90726E+00    0.21314E-01   -0.15322E+01
  3019    0.27140E+02    0.90386E+00    0.21297E-01   -0.15248E+01
  3020    0.27090E+02    0.90050E+00    0.21279E-01   -0.15175E+01
  3021    0.27039E+02    0.89719E+00    0.21262E-01   -0.15103E+01
  3022    0.26988E+02    0.89390E+00    0.21244E-01   -0.15029E+01
  3023    0.26936E+02    0.89066E+00    0.21227E-01   -0.14955E+01
  3024    0.26885E+02    0.88744E+00    0.21209E-01   -0.14881E+01
  3025    0.26834E+02    0.88426E+00    0.21192E-01   -0.14807E+01
  3026    0.26784E+02    0.88112E+00    0.21175E-01   -0.14733E+01
  3027    0.26732E+02    0.87801E+00    0.21157E-01   -0.14658E+01
  3028    0.26680E+02    0.87494E+00    0.21140E-01   -0.14584E+01
  3029    0.26627E+02    0.87190E+00    0.21123E-01   -0.14510E+01
  3030    0.26575E+02    0.86890E+00    0.21105E-01   -0.14436E+01
  3031    0.26523E+02    0.86593E+00    0.21088E-01   -0.14362E+01
  3032    0.26470E+02    0.86300E+00    0.21071E-01   -0.14288E+01
  3033    0.26418E+02    0.86009E+00    0.21054E-01   -0.14214E+01
  3034    0.26364E+02    0.85723E+00    0.21036E-01   -0.14140E+01
  3035    0.26312E+02    0.85441E+00    0.21019E-01   -0.14066E+01
  3036    0.26259E+02    0.85162E+00    0.21002E-01   -0.13991E+01
  3037    0.26205E+02    0.84887E+00    0.20985E-01   -0.13918E+01
  3038    0.26152E+02    0.84615E+00    0.20968E-01   -0.13844E+01
  3039    0.26099E+02    0.84345E+00    0.20950E-01   -0.13771E+01
  3040    0.26045E+02    0.84081E+00    0.20933E-01   -0.13698E+01
  3041    0.25991E+02    0.83820E+00    0.20916E-01   -0.13625E+01
  3042    0.25938E+02    0.83562E+00    0.20899E-01   -0.13552E+01
  3043    0.25883E+02    0.83308E+00    0.20882E-01   -0.13480E+01
  3044    0.25828E+02    0.83059E+00    0.20865E-01   -0.13407E+01
  3045    0.25774E+02    0.82812E+00    0.20848E-01   -0.13336E+01
  3046    0.25719E+02    0.82569E+00    0.20831E-01   -0.13264E+01
  3047    0.25665E+02    0.82330E+00    0.20814E-01   -0.13192E+01
  3048    0.25610E+02    0.82093E+00    0.20796E-01   -0.13121E+01
  3049    0.25555E+02    0.81861E+00    0.20779E-01   -0.13050E+01
  3050    0.25501E+02    0.81633E+00    0.20762E-01   -0.12980E+01
  3051    0.25444E+02    0.81408E+00    0.20745E-01   -0.12910E+01
  3052    0.25390E+02    0.81185E+00    0.20728E-01   -0.12840E+01
  3053    0.25334E+02    0.80967E+00    0.20711E-01   -0.12770E+01
  3054    0.25279E+02    0.80752E+00    0.20695E-01   -0.12702E+01
  3055    0.25223E+02    0.80541E+00    0.20678E-01   -0.12634E+01
  3056    0.25168E+02    0.80333E+00    0.20661E-01   -0.12565E+01
  3057    0.25111E+02    0.80128E+00    0.20644E-01   -0.12498E+01
  3058    0.25055E+02    0.79926E+00    0.20627E-01   -0.12432E+01
  3059    0.24999E+02    0.79728E+00    0.20610E-01   -0.12365E+01
  3060    0.24943E+02    0.79533E+00    0.20593E-01   -0.12298E+01
  3061    0.24886E+02    0.79342E+00    0.20576E-01   -0.12233E+01
  3062    0.24831E+02    0.79155E+00    0.20559E-01   -0.12169E+01
  3063    0.24775E+02    0.78968E+00    0.20543E-01   -0.12103E+01
  3064    0.24717E+02    0.78787E+00    0.20526E-01   -0.12039E+01
  3065    0.24661E+02    0.78608E+00    0.20509E-01   -0.11976E+01
  3066    0.24604E+02    0.78434E+00    0.20492E-01   -0.11914E+01
  3067    0.24548E+02    0.78261E+00    0.20475E-01   -0.11852E+01
  3068    0.24492E+02    0.78093E+00    0.20459E-01   -0.11790E+01
  3069    0.24435E+02    0.77927E+00    0.20442E-01   -0.11730E+01
  3070    0.24378E+02    0.77764E+00    0.20425E-01   -0.11669E+01
  3071    0.24321E+02    0.77604E+00    0.20408E-01   -0.11609E+01
  3072    0.24264E+02    0.77447E+00    0.20392E-01   -0.11551E+01
  3073    0.24207E+02    0.77293E+00    0.20375E-01   -0.11493E+01
  3074    0.24151E+02    0.77142E+00    0.20358E-01   -0.11436E+01
  3075    0.24094E+02    0.76994E+00    0.20342E-01   -0.11378E+01
  3076    0.24038E+02    0.76849E+00    0.20325E-01   -0.11322E+01
  3077    0.23980E+02    0.76706E+00    0.20308E-01   -0.11267E+01
  3078    0.23925E+02    0.76567E+00    0.20292E-01   -0.11212E+01
  3079    0.23867E+02    0.76430E+00    0.20275E-01   -0.11158E+01
  3080    0.23811E+02    0.76296E+00    0.20258E-01   -0.11105E+01
  3081    0.23754E+02    0.76164E+00    0.20242E-01   -0.11052E+01
  3082    0.23697E+02    0.76035E+00    0.20225E-01   -0.11000E+01
  3083    0.23641E+02    0.75910E+00    0.20209E-01   -0.10949E+01
  3084    0.23585E+02    0.75786E+00    0.20192E-01   -0.10898E+01
  3085    0.23527E+02    0.75664E+00    0.20176E-01   -0.10848E+01
  3086    0.23471E+02    0.75545E+00    0.20159E-01   -0.10799E+01
  3087    0.23414E+02    0.75428E+00    0.20143E-01   -0.10751E+01
  3088    0.23357E+02    0.75315E+00    0.20126E-01   -0.10704E+01
  3089    0.23301E+02    0.75204E+00    0.20110E-01   -0.10657E+01
  3090    0.23244E+02    0.75094E+00    0.20093E-01   -0.10612E+01
  3091    0.23188E+02    0.74986E+00    0.20077E-01   -0.10567E+01
  3092    0.23131E+02    0.74882E+00    0.20060E-01   -0.10522E+01
  3093    0.23074E+02    0.74778E+00    0.20044E-01   -0.10479E+01
  3094    0.23018E+02    0.74678E+00    0.20028E-01   -0.10436E+01
  3095    0.22962E+02    0.74579E+00    0.20011E-01   -0.10394E+01
  3096    0.22905E+02    0.74482E+00    0.19995E-01   -0.10353E+01
  3097    0.22850E+02    0.74387E+00    0.19979E-01   -0.10313E+01
  3098    0.22793E+02    0.74294E+00    0.19962E-01   -0.10273E+01
  3099    0.22737E+02    0.74202E+00    0.19946E-01   -0.10235E+01
  3100    0.22682E+02    0.74113E+00    0.19930E-01   -0.10197E+01
  3101    0.22626E+02    0.74025E+00    0.19913E-01   -0.10160E+01
  3102    0.22571E+02    0.73939E+00    0.19897E-01   -0.10123E+01
  3103    0.22515E+02    0.73855E+00    0.19881E-01   -0.10088E+01
  3104    0.22460E+02    0.73772E+00    0.19865E-01   -0.10053E+01
  3105    0.22405E+02    0.73691E+00    0.19848E-01   -0.10019E+01
  3106    0.22350E+02    0.73612E+00    0.19832E-01   -0.99861E+00
  3107    0.22296E+02    0.73533E+00    0.19816E-01   -0.99537E+00
  3108    0.22241E+02    0.73458E+00    0.19800E-01   -0.99222E+00
  3109    0.22186E+02    0.73382E+00    0.19784E-01   -0.98914E+00
  3110    0.22132E+02    0.73308E+00    0.19767E-01   -0.98615E+00
  3111    0.22078E+02    0.73235E+00    0.19751E-01   -0.98323E+00
  3112    0.22024E+02    0.73164E+00    0.19735E-01   -0.98040E+00
  3113    0.21969E+02    0.73094E+00    0.19719E-01   -0.97765E+00
  3114    0.21915E+02    0.73024E+00    0.19703E-01   -0.97497E+00
  3115    0.21861E+02    0.72956E+00    0.19687E-01   -0.97237E+00
  3116    0.21809E+02    0.72890E+00    0.19671E-01   -0.96983E+00
  3117    0.21756E+02    0.72825E+00    0.19655E-01   -0.96739E+00
  3118    0.21703E+02    0.72759E+00    0.19639E-01   -0.96502E+00
  3119    0.21649E+02    0.72695E+00    0.19623E-01   -0.96273E+00
  3120    0.21597E+02    0.72632E+00    0.19607E-01   -0.96051E+00
  3121    0.21544E+02    0.72570E+00    0.19591E-01   -0.95836E+00
  3122    0.21493E+02    0.72509E+00    0.19575E-01   -0.95629E+00
  3123    0.21441E+02    0.72447E+00    0.19559E-01   -0.95429E+00
  3124    0.21389E+02    0.72386E+00    0.19543E-01   -0.95236E+00
  3125    0.21335E+02    0.72327E+00    0.19527E-01   -0.95051E+00
  3126    0.21284E+02    0.72268E+00    0.19511E-01   -0.94873E+00
  3127    0.21232E+02    0.72210E+00    0.19495E-01   -0.94702E+00
  3128    0.21180E+02    0.72152E+00    0.19480E-01   -0.94538E+00
  3129    0.21129E+02    0.72093E+00    0.19464E-01   -0.94380E+00
  3130    0.21078E+02    0.72036E+00    0.19448E-01   -0.94232E+00
  3131    0.21027E+02    0.71979E+00    0.19432E-01   -0.94088E+00
  3132    0.20976E+02    0.71923E+00    0.19416E-01   -0.93951E+00
  3133    0.20926E+02    0.71866E+00    0.19401E-01   -0.93821E+00
  3134    0.20876E+02    0.71810E+00    0.19385E-01   -0.93697E+00
  3135    0.20827E+02    0.71755E+00    0.19369E-01   -0.93581E+00
  3136    0.20777E+02    0.71699E+00    0.19353E-01   -0.93471E+00
  3137    0.20728E+02    0.71643E+00    0.19338E-01   -0.93366E+00
  3138    0.20678E+02    0.71587E+00    0.19322E-01   -0.93268E+00
  3139    0.20630E+02    0.71531E+00    0.19306E-01   -0.93176E+00
  3140    0.20582E+02    0.71475E+00    0.19291E-01   -0.93092E+00
  3141    0.20533E+02    0.71420E+00    0.19275E-01   -0.93011E+00
  3142    0.20485E+02    0.71363E+00    0.19259E-01   -0.92937E+00
  3143    0.20438E+02    0.71306E+00    0.19244E-01   -0.92869E+00
  3144    0.20391E+02    0.71251E+00    0.19228E-01   -0.92806E+00
  3145    0.20343E+02    0.71194E+00    0.19213E-01   -0.92750E+00
  3146    0.20296E+02    0.71136E+00    0.19197E-01   -0.92698E+00
  3147    0.20249E+02    0.71079E+00    0.19182E-01   -0.92652E+00
  3148    0.20203E+02    0.71022E+00    0.19166E-01   -0.92611E+00
  3149    0.20156E+02    0.70964E+00    0.19151E-01   -0.92575E+00
  3150    0.20110E+02    0.70905E+00    0.19135E-01   -0.92544E+00
  3151    0.20064E+02    0.70847E+00    0.19120E-01   -0.92518E+00
  3152    0.20019E+02    0.70787E+00    0.19104E-01   -0.92498E+00
  3153    0.19973E+02    0.70728E+00    0.19089E-01   -0.92481E+00
  3154    0.19928E+02    0.70667E+00    0.19074E-01   -0.92469E+00
  3155    0.19882E+02    0.70606E+00    0.19058E-01   -0.92461E+00
  3156    0.19838E+02    0.70544E+00    0.19043E-01   -0.92459E+00
  3157    0.19793E+02    0.70482E+00    0.19028E-01   -0.92460E+00
  3158    0.19749E+02    0.70419E+00    0.19012E-01   -0.92464E+00
  3159    0.19705E+02    0.70355E+00    0.18997E-01   -0.92473E+00
  3160    0.19660E+02    0.70291E+00    0.18982E-01   -0.92486E+00
  3161    0.19617E+02    0.70226E+00    0.18966E-01   -0.92503E+00
  3162    0.19574E+02    0.70160E+00    0.18951E-01   -0.92523E+00
  3163    0.19531E+02    0.70093E+00    0.18936E-01   -0.92546E+00
  3164    0.19487E+02    0.70025E+00    0.18921E-01   -0.92573E+00
