#    L    TT             EE             BB             TE          
  5162    0.92325E+00    0.16217E-01    0.62752E-02   -0.20698E-01
  5163    0.92264E+00    0.16198E-01    0.62728E-02   -0.20673E-01
  5164    0.92201E+00    0.16180E-01    0.62704E-02   -0.20649E-01
  5165    0.92136E+00    0.16162E-01    0.62680E-02   -0.20625E-01
  5166    0.92069E+00    0.16143E-01    0.62656E-02   -0.20601E-01
  5167    0.91998E+00    0.16125E-01    0.62632E-02   -0.20577E-01
  5168    0.91926E+00    0.16107E-01    0.62608E-02   -0.20553E-01
  5169    0.91851E+00    0.16089E-01    0.62585E-02   -0.20529E-01
  5170    0.91773E+00    0.16070E-01    0.62561E-02   -0.20505E-01
  5171    0.91695E+00    0.16052E-01    0.62537E-02   -0.20481E-01
  5172    0.91614E+00    0.16034E-01    0.62513E-02   -0.20458E-01
  5173    0.91532E+00    0.16016E-01    0.62490E-02   -0.20434E-01
  5174    0.91450E+00    0.15998E-01    0.62466E-02   -0.20411E-01
  5175    0.91368E+00    0.15980E-01    0.62442E-02   -0.20387E-01
  5176    0.91286E+00    0.15962E-01    0.62419E-02   -0.20364E-01
  5177    0.91205E+00    0.15944E-01    0.62395E-02   -0.20340E-01
  5178    0.91126E+00    0.15926E-01    0.62372E-02   -0.20317E-01
  5179    0.91049E+00    0.15908E-01    0.62348E-02   -0.20294E-01
  5180    0.90974E+00    0.15890E-01    0.62324E-02   -0.20270E-01
  5181    0.90901E+00    0.15872E-01    0.62301E-02   -0.20247E-01
  5182    0.90831E+00    0.15854E-01    0.62277E-02   -0.20223E-01
  5183    0.90764E+00    0.15837E-01    0.62254E-02   -0.20200E-01
  5184    0.90700E+00    0.15819E-01    0.62230E-02   -0.20176E-01
  5185    0.90638E+00    0.15801E-01    0.62206E-02   -0.20152E-01
  5186    0.90579E+00    0.15783E-01    0.62183E-02   -0.20129E-01
  5187    0.90522E+00    0.15766E-01    0.62159E-02   -0.20105E-01
  5188    0.90468E+00    0.15748E-01    0.62136E-02   -0.20082E-01
  5189    0.90413E+00    0.15730E-01    0.62112E-02   -0.20058E-01
  5190    0.90360E+00    0.15713E-01    0.62089E-02   -0.20034E-01
  5191    0.90308E+00    0.15695E-01    0.62065E-02   -0.20010E-01
  5192    0.90254E+00    0.15678E-01    0.62042E-02   -0.19987E-01
  5193    0.90200E+00    0.15660E-01    0.62018E-02   -0.19963E-01
  5194    0.90145E+00    0.15643E-01    0.61995E-02   -0.19940E-01
  5195    0.90088E+00    0.15625E-01    0.61971E-02   -0.19916E-01
  5196    0.90030E+00    0.15608E-01    0.61948E-02   -0.19893E-01
  5197    0.89969E+00    0.15590E-01    0.61924E-02   -0.19870E-01
  5198    0.89905E+00    0.15573E-01    0.61901E-02   -0.19846E-01
  5199    0.89839E+00    0.15556E-01    0.61878E-02   -0.19823E-01
  5200    0.89769E+00    0.15539E-01    0.61854E-02   -0.19800E-01
  5201    0.89699E+00    0.15521E-01    0.61831E-02   -0.19777E-01
  5202    0.89625E+00    0.15504E-01    0.61808E-02   -0.19754E-01
  5203    0.89548E+00    0.15487E-01    0.61785E-02   -0.19732E-01
  5204    0.89471E+00    0.15470E-01    0.61761E-02   -0.19709E-01
  5205    0.89393E+00    0.15453E-01    0.61738E-02   -0.19686E-01
  5206    0.89313E+00    0.15435E-01    0.61715E-02   -0.19664E-01
  5207    0.89234E+00    0.15418E-01    0.61692E-02   -0.19641E-01
  5208    0.89154E+00    0.15401E-01    0.61669E-02   -0.19619E-01
  5209    0.89075E+00    0.15384E-01    0.61646E-02   -0.19596E-01
  5210    0.88998E+00    0.15367E-01    0.61622E-02   -0.19574E-01
  5211    0.88922E+00    0.15350E-01    0.61599E-02   -0.19551E-01
  5212    0.88849E+00    0.15333E-01    0.61576E-02   -0.19529E-01
  5213    0.88779E+00    0.15317E-01    0.61553E-02   -0.19506E-01
  5214    0.88711E+00    0.15300E-01    0.61530E-02   -0.19484E-01
  5215    0.88645E+00    0.15283E-01    0.61507E-02   -0.19461E-01
  5216    0.88584E+00    0.15266E-01    0.61484E-02   -0.19438E-01
  5217    0.88524E+00    0.15249E-01    0.61461E-02   -0.19415E-01
  5218    0.88468E+00    0.15232E-01    0.61438E-02   -0.19393E-01
  5219    0.88413E+00    0.15216E-01    0.61415E-02   -0.19370E-01
  5220    0.88361E+00    0.15199E-01    0.61392E-02   -0.19347E-01
  5221    0.88309E+00    0.15182E-01    0.61369E-02   -0.19324E-01
  5222    0.88259E+00    0.15166E-01    0.61345E-02   -0.19302E-01
  5223    0.88210E+00    0.15149E-01    0.61322E-02   -0.19279E-01
  5224    0.88160E+00    0.15133E-01    0.61299E-02   -0.19256E-01
  5225    0.88110E+00    0.15116E-01    0.61276E-02   -0.19233E-01
  5226    0.88058E+00    0.15100E-01    0.61253E-02   -0.19211E-01
  5227    0.88005E+00    0.15083E-01    0.61231E-02   -0.19188E-01
  5228    0.87950E+00    0.15067E-01    0.61208E-02   -0.19166E-01
  5229    0.87893E+00    0.15050E-01    0.61185E-02   -0.19143E-01
  5230    0.87833E+00    0.15034E-01    0.61162E-02   -0.19121E-01
  5231    0.87771E+00    0.15017E-01    0.61139E-02   -0.19098E-01
  5232    0.87705E+00    0.15001E-01    0.61116E-02   -0.19076E-01
  5233    0.87637E+00    0.14985E-01    0.61093E-02   -0.19054E-01
  5234    0.87566E+00    0.14969E-01    0.61071E-02   -0.19032E-01
  5235    0.87494E+00    0.14952E-01    0.61048E-02   -0.19010E-01
  5236    0.87419E+00    0.14936E-01    0.61025E-02   -0.18988E-01
  5237    0.87344E+00    0.14920E-01    0.61002E-02   -0.18967E-01
  5238    0.87267E+00    0.14904E-01    0.60980E-02   -0.18945E-01
  5239    0.87190E+00    0.14888E-01    0.60957E-02   -0.18923E-01
  5240    0.87112E+00    0.14872E-01    0.60934E-02   -0.18902E-01
  5241    0.87037E+00    0.14856E-01    0.60912E-02   -0.18880E-01
  5242    0.86962E+00    0.14840E-01    0.60889E-02   -0.18859E-01
  5243    0.86888E+00    0.14824E-01    0.60866E-02   -0.18837E-01
  5244    0.86818E+00    0.14808E-01    0.60844E-02   -0.18815E-01
  5245    0.86748E+00    0.14792E-01    0.60821E-02   -0.18794E-01
  5246    0.86682E+00    0.14776E-01    0.60798E-02   -0.18772E-01
  5247    0.86620E+00    0.14760E-01    0.60776E-02   -0.18750E-01
  5248    0.86558E+00    0.14744E-01    0.60753E-02   -0.18729E-01
  5249    0.86501E+00    0.14728E-01    0.60731E-02   -0.18707E-01
  5250    0.86446E+00    0.14712E-01    0.60708E-02   -0.18685E-01
  5251    0.86394E+00    0.14697E-01    0.60685E-02   -0.18663E-01
  5252    0.86343E+00    0.14681E-01    0.60663E-02   -0.18641E-01
  5253    0.86294E+00    0.14665E-01    0.60640E-02   -0.18619E-01
  5254    0.86247E+00    0.14650E-01    0.60618E-02   -0.18597E-01
  5255    0.86199E+00    0.14634E-01    0.60595E-02   -0.18576E-01
  5256    0.86153E+00    0.14618E-01    0.60573E-02   -0.18554E-01
  5257    0.86105E+00    0.14603E-01    0.60550E-02   -0.18532E-01
  5258    0.86057E+00    0.14587E-01    0.60528E-02   -0.18510E-01
  5259    0.86006E+00    0.14571E-01    0.60505E-02   -0.18489E-01
  5260    0.85955E+00    0.14556E-01    0.60483E-02   -0.18467E-01
  5261    0.85901E+00    0.14541E-01    0.60460E-02   -0.18446E-01
  5262    0.85845E+00    0.14525E-01    0.60438E-02   -0.18424E-01
  5263    0.85786E+00    0.14510E-01    0.60415E-02   -0.18403E-01
  5264    0.85724E+00    0.14494E-01    0.60393E-02   -0.18382E-01
  5265    0.85659E+00    0.14479E-01    0.60371E-02   -0.18360E-01
  5266    0.85593E+00    0.14464E-01    0.60348E-02   -0.18339E-01
  5267    0.85524E+00    0.14448E-01    0.60326E-02   -0.18319E-01
  5268    0.85452E+00    0.14433E-01    0.60304E-02   -0.18298E-01
  5269    0.85380E+00    0.14418E-01    0.60281E-02   -0.18277E-01
  5270    0.85306E+00    0.14403E-01    0.60259E-02   -0.18256E-01
  5271    0.85231E+00    0.14387E-01    0.60237E-02   -0.18236E-01
  5272    0.85157E+00    0.14372E-01    0.60215E-02   -0.18215E-01
  5273    0.85083E+00    0.14357E-01    0.60193E-02   -0.18194E-01
  5274    0.85011E+00    0.14342E-01    0.60170E-02   -0.18174E-01
  5275    0.84940E+00    0.14327E-01    0.60148E-02   -0.18153E-01
  5276    0.84872E+00    0.14312E-01    0.60126E-02   -0.18133E-01
  5277    0.84805E+00    0.14297E-01    0.60104E-02   -0.18112E-01
  5278    0.84740E+00    0.14282E-01    0.60082E-02   -0.18091E-01
  5279    0.84678E+00    0.14267E-01    0.60060E-02   -0.18071E-01
  5280    0.84619E+00    0.14252E-01    0.60037E-02   -0.18050E-01
  5281    0.84564E+00    0.14237E-01    0.60015E-02   -0.18029E-01
  5282    0.84510E+00    0.14222E-01    0.59993E-02   -0.18009E-01
  5283    0.84459E+00    0.14207E-01    0.59971E-02   -0.17988E-01
  5284    0.84411E+00    0.14193E-01    0.59949E-02   -0.17967E-01
  5285    0.84364E+00    0.14178E-01    0.59927E-02   -0.17946E-01
  5286    0.84318E+00    0.14163E-01    0.59905E-02   -0.17926E-01
  5287    0.84274E+00    0.14148E-01    0.59883E-02   -0.17905E-01
  5288    0.84230E+00    0.14134E-01    0.59860E-02   -0.17884E-01
  5289    0.84184E+00    0.14119E-01    0.59838E-02   -0.17864E-01
  5290    0.84139E+00    0.14104E-01    0.59816E-02   -0.17843E-01
  5291    0.84092E+00    0.14090E-01    0.59794E-02   -0.17822E-01
  5292    0.84043E+00    0.14075E-01    0.59772E-02   -0.17802E-01
  5293    0.83992E+00    0.14061E-01    0.59750E-02   -0.17781E-01
  5294    0.83940E+00    0.14046E-01    0.59728E-02   -0.17761E-01
  5295    0.83884E+00    0.14031E-01    0.59706E-02   -0.17741E-01
  5296    0.83826E+00    0.14017E-01    0.59684E-02   -0.17721E-01
  5297    0.83766E+00    0.14003E-01    0.59663E-02   -0.17701E-01
  5298    0.83701E+00    0.13988E-01    0.59641E-02   -0.17681E-01
  5299    0.83636E+00    0.13974E-01    0.59619E-02   -0.17661E-01
  5300    0.83569E+00    0.13959E-01    0.59597E-02   -0.17642E-01
  5301    0.83499E+00    0.13945E-01    0.59575E-02   -0.17622E-01
  5302    0.83429E+00    0.13931E-01    0.59553E-02   -0.17602E-01
  5303    0.83357E+00    0.13917E-01    0.59532E-02   -0.17583E-01
  5304    0.83286E+00    0.13902E-01    0.59510E-02   -0.17563E-01
  5305    0.83215E+00    0.13888E-01    0.59488E-02   -0.17544E-01
  5306    0.83144E+00    0.13874E-01    0.59466E-02   -0.17525E-01
  5307    0.83075E+00    0.13860E-01    0.59445E-02   -0.17505E-01
  5308    0.83008E+00    0.13845E-01    0.59423E-02   -0.17486E-01
  5309    0.82944E+00    0.13831E-01    0.59401E-02   -0.17467E-01
  5310    0.82881E+00    0.13817E-01    0.59380E-02   -0.17447E-01
  5311    0.82821E+00    0.13803E-01    0.59358E-02   -0.17428E-01
  5312    0.82765E+00    0.13789E-01    0.59336E-02   -0.17408E-01
  5313    0.82710E+00    0.13775E-01    0.59315E-02   -0.17389E-01
  5314    0.82659E+00    0.13761E-01    0.59293E-02   -0.17369E-01
  5315    0.82610E+00    0.13747E-01    0.59271E-02   -0.17350E-01
  5316    0.82563E+00    0.13733E-01    0.59249E-02   -0.17330E-01
  5317    0.82518E+00    0.13719E-01    0.59228E-02   -0.17311E-01
  5318    0.82474E+00    0.13706E-01    0.59206E-02   -0.17292E-01
  5319    0.82431E+00    0.13692E-01    0.59184E-02   -0.17272E-01
  5320    0.82389E+00    0.13678E-01    0.59163E-02   -0.17253E-01
  5321    0.82346E+00    0.13664E-01    0.59141E-02   -0.17233E-01
  5322    0.82303E+00    0.13650E-01    0.59120E-02   -0.17214E-01
  5323    0.82259E+00    0.13637E-01    0.59098E-02   -0.17194E-01
  5324    0.82213E+00    0.13623E-01    0.59076E-02   -0.17175E-01
  5325    0.82166E+00    0.13609E-01    0.59055E-02   -0.17156E-01
  5326    0.82116E+00    0.13595E-01    0.59033E-02   -0.17137E-01
  5327    0.82064E+00    0.13582E-01    0.59012E-02   -0.17118E-01
  5328    0.82008E+00    0.13568E-01    0.58990E-02   -0.17099E-01
  5329    0.81951E+00    0.13555E-01    0.58969E-02   -0.17081E-01
  5330    0.81892E+00    0.13541E-01    0.58947E-02   -0.17062E-01
  5331    0.81829E+00    0.13527E-01    0.58926E-02   -0.17044E-01
  5332    0.81765E+00    0.13514E-01    0.58905E-02   -0.17025E-01
  5333    0.81699E+00    0.13500E-01    0.58883E-02   -0.17007E-01
  5334    0.81632E+00    0.13487E-01    0.58862E-02   -0.16989E-01
  5335    0.81563E+00    0.13473E-01    0.58841E-02   -0.16970E-01
  5336    0.81495E+00    0.13460E-01    0.58819E-02   -0.16952E-01
  5337    0.81428E+00    0.13447E-01    0.58798E-02   -0.16934E-01
  5338    0.81360E+00    0.13433E-01    0.58777E-02   -0.16916E-01
  5339    0.81294E+00    0.13420E-01    0.58755E-02   -0.16898E-01
  5340    0.81229E+00    0.13407E-01    0.58734E-02   -0.16880E-01
  5341    0.81167E+00    0.13393E-01    0.58713E-02   -0.16862E-01
  5342    0.81106E+00    0.13380E-01    0.58692E-02   -0.16844E-01
  5343    0.81049E+00    0.13367E-01    0.58670E-02   -0.16826E-01
  5344    0.80993E+00    0.13354E-01    0.58649E-02   -0.16808E-01
  5345    0.80941E+00    0.13341E-01    0.58628E-02   -0.16790E-01
  5346    0.80891E+00    0.13327E-01    0.58607E-02   -0.16772E-01
  5347    0.80844E+00    0.13314E-01    0.58585E-02   -0.16753E-01
  5348    0.80799E+00    0.13301E-01    0.58564E-02   -0.16735E-01
  5349    0.80755E+00    0.13288E-01    0.58543E-02   -0.16717E-01
  5350    0.80713E+00    0.13275E-01    0.58522E-02   -0.16699E-01
  5351    0.80672E+00    0.13262E-01    0.58500E-02   -0.16681E-01
  5352    0.80632E+00    0.13249E-01    0.58479E-02   -0.16663E-01
  5353    0.80591E+00    0.13236E-01    0.58458E-02   -0.16645E-01
  5354    0.80551E+00    0.13223E-01    0.58437E-02   -0.16627E-01
  5355    0.80509E+00    0.13210E-01    0.58416E-02   -0.16609E-01
  5356    0.80466E+00    0.13197E-01    0.58394E-02   -0.16591E-01
  5357    0.80421E+00    0.13184E-01    0.58373E-02   -0.16573E-01
  5358    0.80374E+00    0.13171E-01    0.58352E-02   -0.16556E-01
  5359    0.80324E+00    0.13158E-01    0.58331E-02   -0.16538E-01
  5360    0.80273E+00    0.13145E-01    0.58310E-02   -0.16520E-01
  5361    0.80219E+00    0.13133E-01    0.58289E-02   -0.16503E-01
  5362    0.80162E+00    0.13120E-01    0.58268E-02   -0.16486E-01
  5363    0.80103E+00    0.13107E-01    0.58247E-02   -0.16469E-01
  5364    0.80043E+00    0.13094E-01    0.58226E-02   -0.16452E-01
  5365    0.79980E+00    0.13082E-01    0.58205E-02   -0.16435E-01
  5366    0.79916E+00    0.13069E-01    0.58184E-02   -0.16418E-01
  5367    0.79852E+00    0.13056E-01    0.58163E-02   -0.16401E-01
  5368    0.79787E+00    0.13043E-01    0.58142E-02   -0.16384E-01
  5369    0.79722E+00    0.13031E-01    0.58121E-02   -0.16367E-01
  5370    0.79657E+00    0.13018E-01    0.58101E-02   -0.16350E-01
  5371    0.79594E+00    0.13006E-01    0.58080E-02   -0.16334E-01
  5372    0.79532E+00    0.12993E-01    0.58059E-02   -0.16317E-01
  5373    0.79472E+00    0.12981E-01    0.58038E-02   -0.16300E-01
  5374    0.79414E+00    0.12968E-01    0.58017E-02   -0.16284E-01
  5375    0.79358E+00    0.12955E-01    0.57996E-02   -0.16267E-01
  5376    0.79305E+00    0.12943E-01    0.57975E-02   -0.16250E-01
  5377    0.79255E+00    0.12931E-01    0.57955E-02   -0.16233E-01
  5378    0.79207E+00    0.12918E-01    0.57934E-02   -0.16217E-01
  5379    0.79161E+00    0.12906E-01    0.57913E-02   -0.16200E-01
  5380    0.79117E+00    0.12893E-01    0.57892E-02   -0.16183E-01
  5381    0.79075E+00    0.12881E-01    0.57871E-02   -0.16166E-01
  5382    0.79035E+00    0.12869E-01    0.57851E-02   -0.16149E-01
  5383    0.78996E+00    0.12856E-01    0.57830E-02   -0.16133E-01
  5384    0.78958E+00    0.12844E-01    0.57809E-02   -0.16116E-01
  5385    0.78919E+00    0.12832E-01    0.57788E-02   -0.16099E-01
  5386    0.78880E+00    0.12819E-01    0.57767E-02   -0.16082E-01
  5387    0.78841E+00    0.12807E-01    0.57747E-02   -0.16066E-01
  5388    0.78800E+00    0.12795E-01    0.57726E-02   -0.16049E-01
  5389    0.78757E+00    0.12783E-01    0.57705E-02   -0.16033E-01
  5390    0.78713E+00    0.12771E-01    0.57685E-02   -0.16016E-01
  5391    0.78666E+00    0.12758E-01    0.57664E-02   -0.16000E-01
  5392    0.78618E+00    0.12746E-01    0.57643E-02   -0.15984E-01
  5393    0.78567E+00    0.12734E-01    0.57623E-02   -0.15968E-01
  5394    0.78513E+00    0.12722E-01    0.57602E-02   -0.15952E-01
  5395    0.78458E+00    0.12710E-01    0.57581E-02   -0.15936E-01
  5396    0.78400E+00    0.12698E-01    0.57561E-02   -0.15920E-01
  5397    0.78341E+00    0.12686E-01    0.57540E-02   -0.15904E-01
  5398    0.78281E+00    0.12674E-01    0.57520E-02   -0.15889E-01
  5399    0.78219E+00    0.12662E-01    0.57499E-02   -0.15873E-01
  5400    0.78158E+00    0.12650E-01    0.57479E-02   -0.15858E-01
  5401    0.78096E+00    0.12638E-01    0.57458E-02   -0.15842E-01
  5402    0.78035E+00    0.12626E-01    0.57438E-02   -0.15826E-01
  5403    0.77974E+00    0.12614E-01    0.57417E-02   -0.15811E-01
  5404    0.77915E+00    0.12602E-01    0.57397E-02   -0.15796E-01
  5405    0.77858E+00    0.12590E-01    0.57376E-02   -0.15780E-01
  5406    0.77803E+00    0.12578E-01    0.57356E-02   -0.15764E-01
  5407    0.77749E+00    0.12566E-01    0.57336E-02   -0.15749E-01
  5408    0.77698E+00    0.12554E-01    0.57315E-02   -0.15734E-01
  5409    0.77650E+00    0.12543E-01    0.57295E-02   -0.15718E-01
  5410    0.77604E+00    0.12531E-01    0.57274E-02   -0.15702E-01
  5411    0.77560E+00    0.12519E-01    0.57254E-02   -0.15687E-01
  5412    0.77518E+00    0.12507E-01    0.57233E-02   -0.15671E-01
  5413    0.77478E+00    0.12496E-01    0.57213E-02   -0.15656E-01
  5414    0.77440E+00    0.12484E-01    0.57193E-02   -0.15640E-01
  5415    0.77402E+00    0.12472E-01    0.57172E-02   -0.15625E-01
  5416    0.77365E+00    0.12461E-01    0.57152E-02   -0.15609E-01
  5417    0.77328E+00    0.12449E-01    0.57132E-02   -0.15594E-01
  5418    0.77291E+00    0.12437E-01    0.57111E-02   -0.15578E-01
  5419    0.77254E+00    0.12426E-01    0.57091E-02   -0.15563E-01
  5420    0.77215E+00    0.12414E-01    0.57071E-02   -0.15547E-01
  5421    0.77174E+00    0.12402E-01    0.57050E-02   -0.15532E-01
  5422    0.77132E+00    0.12391E-01    0.57030E-02   -0.15517E-01
  5423    0.77088E+00    0.12379E-01    0.57010E-02   -0.15502E-01
  5424    0.77042E+00    0.12368E-01    0.56989E-02   -0.15487E-01
  5425    0.76994E+00    0.12356E-01    0.56969E-02   -0.15472E-01
  5426    0.76943E+00    0.12345E-01    0.56949E-02   -0.15457E-01
  5427    0.76891E+00    0.12333E-01    0.56929E-02   -0.15442E-01
  5428    0.76836E+00    0.12322E-01    0.56909E-02   -0.15427E-01
  5429    0.76780E+00    0.12310E-01    0.56888E-02   -0.15413E-01
  5430    0.76723E+00    0.12299E-01    0.56868E-02   -0.15398E-01
  5431    0.76665E+00    0.12287E-01    0.56848E-02   -0.15383E-01
  5432    0.76607E+00    0.12276E-01    0.56828E-02   -0.15369E-01
  5433    0.76548E+00    0.12265E-01    0.56808E-02   -0.15354E-01
  5434    0.76490E+00    0.12253E-01    0.56788E-02   -0.15340E-01
  5435    0.76433E+00    0.12242E-01    0.56768E-02   -0.15326E-01
  5436    0.76377E+00    0.12231E-01    0.56748E-02   -0.15311E-01
  5437    0.76323E+00    0.12219E-01    0.56728E-02   -0.15297E-01
  5438    0.76270E+00    0.12208E-01    0.56708E-02   -0.15282E-01
  5439    0.76219E+00    0.12197E-01    0.56688E-02   -0.15268E-01
  5440    0.76171E+00    0.12186E-01    0.56668E-02   -0.15253E-01
  5441    0.76125E+00    0.12174E-01    0.56648E-02   -0.15239E-01
  5442    0.76081E+00    0.12163E-01    0.56628E-02   -0.15224E-01
  5443    0.76039E+00    0.12152E-01    0.56608E-02   -0.15210E-01
  5444    0.75999E+00    0.12141E-01    0.56588E-02   -0.15195E-01
  5445    0.75960E+00    0.12130E-01    0.56568E-02   -0.15181E-01
  5446    0.75923E+00    0.12119E-01    0.56548E-02   -0.15166E-01
  5447    0.75887E+00    0.12107E-01    0.56528E-02   -0.15152E-01
  5448    0.75852E+00    0.12096E-01    0.56508E-02   -0.15137E-01
  5449    0.75817E+00    0.12085E-01    0.56488E-02   -0.15123E-01
  5450    0.75781E+00    0.12074E-01    0.56468E-02   -0.15108E-01
  5451    0.75745E+00    0.12063E-01    0.56448E-02   -0.15094E-01
  5452    0.75708E+00    0.12052E-01    0.56428E-02   -0.15079E-01
  5453    0.75669E+00    0.12041E-01    0.56408E-02   -0.15065E-01
  5454    0.75629E+00    0.12030E-01    0.56388E-02   -0.15051E-01
  5455    0.75587E+00    0.12019E-01    0.56368E-02   -0.15037E-01
  5456    0.75543E+00    0.12008E-01    0.56348E-02   -0.15023E-01
  5457    0.75497E+00    0.11997E-01    0.56328E-02   -0.15009E-01
  5458    0.75449E+00    0.11986E-01    0.56309E-02   -0.14995E-01
  5459    0.75399E+00    0.11975E-01    0.56289E-02   -0.14981E-01
  5460    0.75348E+00    0.11964E-01    0.56269E-02   -0.14967E-01
  5461    0.75295E+00    0.11953E-01    0.56249E-02   -0.14953E-01
  5462    0.75240E+00    0.11942E-01    0.56230E-02   -0.14940E-01
  5463    0.75186E+00    0.11931E-01    0.56210E-02   -0.14926E-01
  5464    0.75130E+00    0.11921E-01    0.56190E-02   -0.14912E-01
  5465    0.75075E+00    0.11910E-01    0.56170E-02   -0.14899E-01
  5466    0.75020E+00    0.11899E-01    0.56151E-02   -0.14885E-01
  5467    0.74966E+00    0.11888E-01    0.56131E-02   -0.14872E-01
  5468    0.74913E+00    0.11877E-01    0.56111E-02   -0.14858E-01
  5469    0.74861E+00    0.11867E-01    0.56092E-02   -0.14845E-01
  5470    0.74811E+00    0.11856E-01    0.56072E-02   -0.14831E-01
  5471    0.74763E+00    0.11845E-01    0.56052E-02   -0.14817E-01
  5472    0.74717E+00    0.11835E-01    0.56033E-02   -0.14804E-01
  5473    0.74674E+00    0.11824E-01    0.56013E-02   -0.14790E-01
  5474    0.74632E+00    0.11813E-01    0.55993E-02   -0.14776E-01
  5475    0.74592E+00    0.11802E-01    0.55974E-02   -0.14763E-01
  5476    0.74554E+00    0.11792E-01    0.55954E-02   -0.14749E-01
  5477    0.74517E+00    0.11781E-01    0.55935E-02   -0.14735E-01
  5478    0.74482E+00    0.11771E-01    0.55915E-02   -0.14722E-01
  5479    0.74447E+00    0.11760E-01    0.55895E-02   -0.14708E-01
  5480    0.74413E+00    0.11750E-01    0.55876E-02   -0.14694E-01
  5481    0.74379E+00    0.11739E-01    0.55856E-02   -0.14681E-01
  5482    0.74345E+00    0.11728E-01    0.55837E-02   -0.14667E-01
  5483    0.74310E+00    0.11718E-01    0.55817E-02   -0.14653E-01
  5484    0.74275E+00    0.11707E-01    0.55797E-02   -0.14640E-01
  5485    0.74237E+00    0.11697E-01    0.55778E-02   -0.14626E-01
  5486    0.74199E+00    0.11686E-01    0.55758E-02   -0.14613E-01
  5487    0.74158E+00    0.11676E-01    0.55739E-02   -0.14599E-01
  5488    0.74116E+00    0.11665E-01    0.55719E-02   -0.14586E-01
  5489    0.74072E+00    0.11655E-01    0.55700E-02   -0.14573E-01
  5490    0.74026E+00    0.11645E-01    0.55681E-02   -0.14560E-01
  5491    0.73979E+00    0.11634E-01    0.55661E-02   -0.14547E-01
  5492    0.73930E+00    0.11624E-01    0.55642E-02   -0.14534E-01
  5493    0.73879E+00    0.11613E-01    0.55622E-02   -0.14521E-01
  5494    0.73828E+00    0.11603E-01    0.55603E-02   -0.14508E-01
  5495    0.73776E+00    0.11593E-01    0.55584E-02   -0.14495E-01
  5496    0.73723E+00    0.11582E-01    0.55564E-02   -0.14482E-01
  5497    0.73671E+00    0.11572E-01    0.55545E-02   -0.14469E-01
  5498    0.73619E+00    0.11561E-01    0.55526E-02   -0.14456E-01
  5499    0.73567E+00    0.11551E-01    0.55506E-02   -0.14443E-01
  5500    0.73517E+00    0.11541E-01    0.55487E-02   -0.14430E-01
  5501    0.73469E+00    0.11531E-01    0.55468E-02   -0.14417E-01
  5502    0.73422E+00    0.11520E-01    0.55448E-02   -0.14405E-01
  5503    0.73376E+00    0.11510E-01    0.55429E-02   -0.14392E-01
  5504    0.73333E+00    0.11500E-01    0.55410E-02   -0.14379E-01
  5505    0.73291E+00    0.11490E-01    0.55391E-02   -0.14366E-01
  5506    0.73252E+00    0.11480E-01    0.55371E-02   -0.14353E-01
  5507    0.73214E+00    0.11469E-01    0.55352E-02   -0.14340E-01
  5508    0.73178E+00    0.11459E-01    0.55333E-02   -0.14327E-01
  5509    0.73143E+00    0.11449E-01    0.55314E-02   -0.14314E-01
  5510    0.73109E+00    0.11439E-01    0.55294E-02   -0.14301E-01
  5511    0.73076E+00    0.11429E-01    0.55275E-02   -0.14288E-01
  5512    0.73044E+00    0.11419E-01    0.55256E-02   -0.14275E-01
  5513    0.73011E+00    0.11409E-01    0.55237E-02   -0.14262E-01
  5514    0.72978E+00    0.11399E-01    0.55217E-02   -0.14249E-01
  5515    0.72944E+00    0.11389E-01    0.55198E-02   -0.14236E-01
  5516    0.72910E+00    0.11379E-01    0.55179E-02   -0.14223E-01
  5517    0.72874E+00    0.11369E-01    0.55160E-02   -0.14210E-01
  5518    0.72836E+00    0.11359E-01    0.55141E-02   -0.14197E-01
  5519    0.72797E+00    0.11349E-01    0.55122E-02   -0.14185E-01
  5520    0.72757E+00    0.11339E-01    0.55103E-02   -0.14172E-01
  5521    0.72714E+00    0.11329E-01    0.55083E-02   -0.14159E-01
  5522    0.72670E+00    0.11319E-01    0.55064E-02   -0.14147E-01
  5523    0.72624E+00    0.11309E-01    0.55045E-02   -0.14134E-01
  5524    0.72577E+00    0.11299E-01    0.55026E-02   -0.14122E-01
  5525    0.72529E+00    0.11289E-01    0.55007E-02   -0.14110E-01
  5526    0.72479E+00    0.11279E-01    0.54988E-02   -0.14097E-01
  5527    0.72430E+00    0.11269E-01    0.54969E-02   -0.14085E-01
  5528    0.72379E+00    0.11260E-01    0.54950E-02   -0.14073E-01
  5529    0.72330E+00    0.11250E-01    0.54931E-02   -0.14060E-01
  5530    0.72280E+00    0.11240E-01    0.54912E-02   -0.14048E-01
  5531    0.72232E+00    0.11230E-01    0.54893E-02   -0.14036E-01
  5532    0.72184E+00    0.11220E-01    0.54875E-02   -0.14023E-01
  5533    0.72138E+00    0.11211E-01    0.54856E-02   -0.14011E-01
  5534    0.72094E+00    0.11201E-01    0.54837E-02   -0.13999E-01
  5535    0.72051E+00    0.11191E-01    0.54818E-02   -0.13987E-01
  5536    0.72010E+00    0.11181E-01    0.54799E-02   -0.13974E-01
  5537    0.71971E+00    0.11172E-01    0.54780E-02   -0.13962E-01
  5538    0.71934E+00    0.11162E-01    0.54761E-02   -0.13949E-01
