#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  7605   0.482926E-02   0.980817E-04   0.712796E-08   0.980817E-04   0.902241E-05   0.735843E-11   0.712796E-08   0.735843E-11   0.141323E-09
  7606   0.482498E-02   0.981589E-04   0.712373E-08   0.981589E-04   0.904254E-05   0.736084E-11   0.712373E-08   0.736084E-11   0.141266E-09
  7607   0.482070E-02   0.982356E-04   0.711950E-08   0.982356E-04   0.906259E-05   0.736324E-11   0.711950E-08   0.736324E-11   0.141208E-09
  7608   0.481644E-02   0.983120E-04   0.711528E-08   0.983120E-04   0.908255E-05   0.736562E-11   0.711528E-08   0.736562E-11   0.141151E-09
  7609   0.481218E-02   0.983879E-04   0.711106E-08   0.983879E-04   0.910243E-05   0.736799E-11   0.711106E-08   0.736799E-11   0.141094E-09
  7610   0.480792E-02   0.984635E-04   0.710684E-08   0.984635E-04   0.912223E-05   0.737033E-11   0.710684E-08   0.737033E-11   0.141037E-09
  7611   0.480368E-02   0.985386E-04   0.710262E-08   0.985386E-04   0.914194E-05   0.737266E-11   0.710262E-08   0.737266E-11   0.140980E-09
  7612   0.479943E-02   0.986134E-04   0.709841E-08   0.986134E-04   0.916157E-05   0.737497E-11   0.709841E-08   0.737497E-11   0.140923E-09
  7613   0.479520E-02   0.986877E-04   0.709420E-08   0.986877E-04   0.918112E-05   0.737726E-11   0.709420E-08   0.737726E-11   0.140866E-09
  7614   0.479097E-02   0.987616E-04   0.709000E-08   0.987616E-04   0.920059E-05   0.737953E-11   0.709000E-08   0.737953E-11   0.140809E-09
  7615   0.478675E-02   0.988352E-04   0.708579E-08   0.988352E-04   0.921997E-05   0.738179E-11   0.708579E-08   0.738179E-11   0.140752E-09
  7616   0.478254E-02   0.989083E-04   0.708160E-08   0.989083E-04   0.923927E-05   0.738402E-11   0.708160E-08   0.738402E-11   0.140695E-09
  7617   0.477833E-02   0.989811E-04   0.707740E-08   0.989811E-04   0.925849E-05   0.738624E-11   0.707740E-08   0.738624E-11   0.140638E-09
  7618   0.477413E-02   0.990534E-04   0.707321E-08   0.990534E-04   0.927762E-05   0.738844E-11   0.707321E-08   0.738844E-11   0.140581E-09
  7619   0.476993E-02   0.991254E-04   0.706902E-08   0.991254E-04   0.929667E-05   0.739063E-11   0.706902E-08   0.739063E-11   0.140524E-09
  7620   0.476574E-02   0.991969E-04   0.706483E-08   0.991969E-04   0.931564E-05   0.739279E-11   0.706483E-08   0.739279E-11   0.140467E-09
  7621   0.476156E-02   0.992681E-04   0.706065E-08   0.992681E-04   0.933453E-05   0.739494E-11   0.706065E-08   0.739494E-11   0.140410E-09
  7622   0.475739E-02   0.993389E-04   0.705647E-08   0.993389E-04   0.935334E-05   0.739707E-11   0.705647E-08   0.739707E-11   0.140353E-09
  7623   0.475322E-02   0.994092E-04   0.705229E-08   0.994092E-04   0.937206E-05   0.739918E-11   0.705229E-08   0.739918E-11   0.140296E-09
  7624   0.474905E-02   0.994792E-04   0.704812E-08   0.994792E-04   0.939071E-05   0.740128E-11   0.704812E-08   0.740128E-11   0.140239E-09
  7625   0.474490E-02   0.995488E-04   0.704395E-08   0.995488E-04   0.940927E-05   0.740335E-11   0.704395E-08   0.740335E-11   0.140183E-09
  7626   0.474075E-02   0.996180E-04   0.703978E-08   0.996180E-04   0.942775E-05   0.740541E-11   0.703978E-08   0.740541E-11   0.140126E-09
  7627   0.473660E-02   0.996867E-04   0.703562E-08   0.996867E-04   0.944615E-05   0.740745E-11   0.703562E-08   0.740745E-11   0.140069E-09
  7628   0.473247E-02   0.997551E-04   0.703146E-08   0.997551E-04   0.946446E-05   0.740948E-11   0.703146E-08   0.740948E-11   0.140012E-09
  7629   0.472834E-02   0.998231E-04   0.702730E-08   0.998231E-04   0.948270E-05   0.741148E-11   0.702730E-08   0.741148E-11   0.139956E-09
  7630   0.472421E-02   0.998908E-04   0.702315E-08   0.998908E-04   0.950086E-05   0.741347E-11   0.702315E-08   0.741347E-11   0.139899E-09
  7631   0.472009E-02   0.999580E-04   0.701900E-08   0.999580E-04   0.951893E-05   0.741544E-11   0.701900E-08   0.741544E-11   0.139842E-09
  7632   0.471598E-02   0.100025E-03   0.701485E-08   0.100025E-03   0.953692E-05   0.741740E-11   0.701485E-08   0.741740E-11   0.139786E-09
  7633   0.471188E-02   0.100091E-03   0.701071E-08   0.100091E-03   0.955483E-05   0.741933E-11   0.701071E-08   0.741933E-11   0.139729E-09
  7634   0.470778E-02   0.100157E-03   0.700657E-08   0.100157E-03   0.957266E-05   0.742125E-11   0.700657E-08   0.742125E-11   0.139672E-09
  7635   0.470369E-02   0.100223E-03   0.700243E-08   0.100223E-03   0.959041E-05   0.742315E-11   0.700243E-08   0.742315E-11   0.139616E-09
  7636   0.469960E-02   0.100288E-03   0.699829E-08   0.100288E-03   0.960808E-05   0.742503E-11   0.699829E-08   0.742503E-11   0.139559E-09
  7637   0.469552E-02   0.100353E-03   0.699416E-08   0.100353E-03   0.962567E-05   0.742690E-11   0.699416E-08   0.742690E-11   0.139503E-09
  7638   0.469145E-02   0.100418E-03   0.699003E-08   0.100418E-03   0.964318E-05   0.742875E-11   0.699003E-08   0.742875E-11   0.139446E-09
  7639   0.468738E-02   0.100482E-03   0.698591E-08   0.100482E-03   0.966061E-05   0.743058E-11   0.698591E-08   0.743058E-11   0.139390E-09
  7640   0.468332E-02   0.100545E-03   0.698179E-08   0.100545E-03   0.967796E-05   0.743239E-11   0.698179E-08   0.743239E-11   0.139333E-09
  7641   0.467927E-02   0.100609E-03   0.697767E-08   0.100609E-03   0.969522E-05   0.743419E-11   0.697767E-08   0.743419E-11   0.139277E-09
  7642   0.467522E-02   0.100672E-03   0.697355E-08   0.100672E-03   0.971241E-05   0.743597E-11   0.697355E-08   0.743597E-11   0.139220E-09
  7643   0.467118E-02   0.100734E-03   0.696944E-08   0.100734E-03   0.972952E-05   0.743773E-11   0.696944E-08   0.743773E-11   0.139164E-09
  7644   0.466714E-02   0.100796E-03   0.696533E-08   0.100796E-03   0.974655E-05   0.743947E-11   0.696533E-08   0.743947E-11   0.139108E-09
  7645   0.466312E-02   0.100858E-03   0.696123E-08   0.100858E-03   0.976350E-05   0.744120E-11   0.696123E-08   0.744120E-11   0.139051E-09
  7646   0.465909E-02   0.100920E-03   0.695712E-08   0.100920E-03   0.978037E-05   0.744291E-11   0.695712E-08   0.744291E-11   0.138995E-09
  7647   0.465508E-02   0.100981E-03   0.695302E-08   0.100981E-03   0.979715E-05   0.744460E-11   0.695302E-08   0.744460E-11   0.138939E-09
  7648   0.465107E-02   0.101041E-03   0.694893E-08   0.101041E-03   0.981386E-05   0.744627E-11   0.694893E-08   0.744627E-11   0.138882E-09
  7649   0.464706E-02   0.101101E-03   0.694484E-08   0.101101E-03   0.983049E-05   0.744793E-11   0.694484E-08   0.744793E-11   0.138826E-09
  7650   0.464307E-02   0.101161E-03   0.694075E-08   0.101161E-03   0.984705E-05   0.744957E-11   0.694075E-08   0.744957E-11   0.138770E-09
  7651   0.463908E-02   0.101221E-03   0.693666E-08   0.101221E-03   0.986352E-05   0.745120E-11   0.693666E-08   0.745120E-11   0.138713E-09
  7652   0.463509E-02   0.101280E-03   0.693258E-08   0.101280E-03   0.987991E-05   0.745280E-11   0.693258E-08   0.745280E-11   0.138657E-09
  7653   0.463111E-02   0.101339E-03   0.692850E-08   0.101339E-03   0.989622E-05   0.745439E-11   0.692850E-08   0.745439E-11   0.138601E-09
  7654   0.462714E-02   0.101397E-03   0.692442E-08   0.101397E-03   0.991246E-05   0.745596E-11   0.692442E-08   0.745596E-11   0.138545E-09
  7655   0.462318E-02   0.101455E-03   0.692035E-08   0.101455E-03   0.992861E-05   0.745752E-11   0.692035E-08   0.745752E-11   0.138489E-09
  7656   0.461922E-02   0.101513E-03   0.691627E-08   0.101513E-03   0.994469E-05   0.745906E-11   0.691627E-08   0.745906E-11   0.138433E-09
  7657   0.461526E-02   0.101570E-03   0.691221E-08   0.101570E-03   0.996069E-05   0.746058E-11   0.691221E-08   0.746058E-11   0.138376E-09
  7658   0.461132E-02   0.101627E-03   0.690814E-08   0.101627E-03   0.997661E-05   0.746208E-11   0.690814E-08   0.746208E-11   0.138320E-09
  7659   0.460738E-02   0.101683E-03   0.690408E-08   0.101683E-03   0.999245E-05   0.746357E-11   0.690408E-08   0.746357E-11   0.138264E-09
  7660   0.460344E-02   0.101739E-03   0.690002E-08   0.101739E-03   0.100082E-04   0.746504E-11   0.690002E-08   0.746504E-11   0.138208E-09
  7661   0.459951E-02   0.101795E-03   0.689597E-08   0.101795E-03   0.100239E-04   0.746649E-11   0.689597E-08   0.746649E-11   0.138152E-09
  7662   0.459559E-02   0.101850E-03   0.689192E-08   0.101850E-03   0.100395E-04   0.746793E-11   0.689192E-08   0.746793E-11   0.138096E-09
  7663   0.459168E-02   0.101905E-03   0.688787E-08   0.101905E-03   0.100550E-04   0.746934E-11   0.688787E-08   0.746934E-11   0.138040E-09
  7664   0.458777E-02   0.101960E-03   0.688382E-08   0.101960E-03   0.100705E-04   0.747075E-11   0.688382E-08   0.747075E-11   0.137984E-09
  7665   0.458386E-02   0.102014E-03   0.687978E-08   0.102014E-03   0.100859E-04   0.747213E-11   0.687978E-08   0.747213E-11   0.137928E-09
  7666   0.457997E-02   0.102068E-03   0.687574E-08   0.102068E-03   0.101012E-04   0.747350E-11   0.687574E-08   0.747350E-11   0.137872E-09
  7667   0.457607E-02   0.102121E-03   0.687171E-08   0.102121E-03   0.101164E-04   0.747485E-11   0.687171E-08   0.747485E-11   0.137816E-09
  7668   0.457219E-02   0.102174E-03   0.686767E-08   0.102174E-03   0.101315E-04   0.747619E-11   0.686767E-08   0.747619E-11   0.137761E-09
  7669   0.456831E-02   0.102227E-03   0.686364E-08   0.102227E-03   0.101466E-04   0.747750E-11   0.686364E-08   0.747750E-11   0.137705E-09
  7670   0.456444E-02   0.102279E-03   0.685962E-08   0.102279E-03   0.101616E-04   0.747881E-11   0.685962E-08   0.747881E-11   0.137649E-09
  7671   0.456057E-02   0.102331E-03   0.685559E-08   0.102331E-03   0.101765E-04   0.748009E-11   0.685559E-08   0.748009E-11   0.137593E-09
  7672   0.455671E-02   0.102383E-03   0.685157E-08   0.102383E-03   0.101913E-04   0.748136E-11   0.685157E-08   0.748136E-11   0.137537E-09
  7673   0.455286E-02   0.102434E-03   0.684756E-08   0.102434E-03   0.102061E-04   0.748261E-11   0.684756E-08   0.748261E-11   0.137481E-09
  7674   0.454901E-02   0.102485E-03   0.684354E-08   0.102485E-03   0.102207E-04   0.748384E-11   0.684354E-08   0.748384E-11   0.137426E-09
  7675   0.454517E-02   0.102535E-03   0.683953E-08   0.102535E-03   0.102353E-04   0.748506E-11   0.683953E-08   0.748506E-11   0.137370E-09
  7676   0.454133E-02   0.102585E-03   0.683553E-08   0.102585E-03   0.102499E-04   0.748626E-11   0.683553E-08   0.748626E-11   0.137314E-09
  7677   0.453750E-02   0.102635E-03   0.683152E-08   0.102635E-03   0.102643E-04   0.748745E-11   0.683152E-08   0.748745E-11   0.137259E-09
  7678   0.453368E-02   0.102684E-03   0.682752E-08   0.102684E-03   0.102787E-04   0.748861E-11   0.682752E-08   0.748861E-11   0.137203E-09
  7679   0.452986E-02   0.102733E-03   0.682352E-08   0.102733E-03   0.102930E-04   0.748977E-11   0.682352E-08   0.748977E-11   0.137147E-09
  7680   0.452605E-02   0.102782E-03   0.681953E-08   0.102782E-03   0.103072E-04   0.749090E-11   0.681953E-08   0.749090E-11   0.137092E-09
  7681   0.452225E-02   0.102830E-03   0.681554E-08   0.102830E-03   0.103213E-04   0.749202E-11   0.681554E-08   0.749202E-11   0.137036E-09
  7682   0.451845E-02   0.102878E-03   0.681155E-08   0.102878E-03   0.103354E-04   0.749312E-11   0.681155E-08   0.749312E-11   0.136980E-09
  7683   0.451466E-02   0.102925E-03   0.680756E-08   0.102925E-03   0.103494E-04   0.749421E-11   0.680756E-08   0.749421E-11   0.136925E-09
  7684   0.451087E-02   0.102972E-03   0.680358E-08   0.102972E-03   0.103633E-04   0.749528E-11   0.680358E-08   0.749528E-11   0.136869E-09
  7685   0.450709E-02   0.103019E-03   0.679960E-08   0.103019E-03   0.103771E-04   0.749633E-11   0.679960E-08   0.749633E-11   0.136814E-09
  7686   0.450332E-02   0.103066E-03   0.679562E-08   0.103066E-03   0.103909E-04   0.749736E-11   0.679562E-08   0.749736E-11   0.136758E-09
  7687   0.449955E-02   0.103112E-03   0.679165E-08   0.103112E-03   0.104046E-04   0.749838E-11   0.679165E-08   0.749838E-11   0.136703E-09
  7688   0.449579E-02   0.103157E-03   0.678768E-08   0.103157E-03   0.104182E-04   0.749939E-11   0.678768E-08   0.749939E-11   0.136647E-09
  7689   0.449203E-02   0.103203E-03   0.678371E-08   0.103203E-03   0.104317E-04   0.750037E-11   0.678371E-08   0.750037E-11   0.136592E-09
  7690   0.448828E-02   0.103248E-03   0.677975E-08   0.103248E-03   0.104452E-04   0.750134E-11   0.677975E-08   0.750134E-11   0.136537E-09
  7691   0.448454E-02   0.103292E-03   0.677579E-08   0.103292E-03   0.104586E-04   0.750230E-11   0.677579E-08   0.750230E-11   0.136481E-09
  7692   0.448080E-02   0.103336E-03   0.677183E-08   0.103336E-03   0.104719E-04   0.750324E-11   0.677183E-08   0.750324E-11   0.136426E-09
  7693   0.447707E-02   0.103380E-03   0.676788E-08   0.103380E-03   0.104851E-04   0.750416E-11   0.676788E-08   0.750416E-11   0.136370E-09
  7694   0.447334E-02   0.103424E-03   0.676393E-08   0.103424E-03   0.104983E-04   0.750506E-11   0.676393E-08   0.750506E-11   0.136315E-09
  7695   0.446962E-02   0.103467E-03   0.675998E-08   0.103467E-03   0.105113E-04   0.750595E-11   0.675998E-08   0.750595E-11   0.136260E-09
  7696   0.446591E-02   0.103510E-03   0.675604E-08   0.103510E-03   0.105244E-04   0.750682E-11   0.675604E-08   0.750682E-11   0.136205E-09
  7697   0.446220E-02   0.103552E-03   0.675209E-08   0.103552E-03   0.105373E-04   0.750768E-11   0.675209E-08   0.750768E-11   0.136149E-09
  7698   0.445850E-02   0.103594E-03   0.674815E-08   0.103594E-03   0.105501E-04   0.750852E-11   0.674815E-08   0.750852E-11   0.136094E-09
  7699   0.445480E-02   0.103636E-03   0.674422E-08   0.103636E-03   0.105629E-04   0.750935E-11   0.674422E-08   0.750935E-11   0.136039E-09
  7700   0.445111E-02   0.103677E-03   0.674029E-08   0.103677E-03   0.105756E-04   0.751015E-11   0.674029E-08   0.751015E-11   0.135984E-09
  7701   0.444743E-02   0.103718E-03   0.673636E-08   0.103718E-03   0.105883E-04   0.751095E-11   0.673636E-08   0.751095E-11   0.135928E-09
  7702   0.444375E-02   0.103759E-03   0.673243E-08   0.103759E-03   0.106008E-04   0.751172E-11   0.673243E-08   0.751172E-11   0.135873E-09
  7703   0.444008E-02   0.103799E-03   0.672851E-08   0.103799E-03   0.106133E-04   0.751248E-11   0.672851E-08   0.751248E-11   0.135818E-09
  7704   0.443641E-02   0.103839E-03   0.672459E-08   0.103839E-03   0.106257E-04   0.751323E-11   0.672459E-08   0.751323E-11   0.135763E-09
  7705   0.443275E-02   0.103878E-03   0.672067E-08   0.103878E-03   0.106381E-04   0.751396E-11   0.672067E-08   0.751396E-11   0.135708E-09
  7706   0.442910E-02   0.103917E-03   0.671676E-08   0.103917E-03   0.106503E-04   0.751467E-11   0.671676E-08   0.751467E-11   0.135653E-09
  7707   0.442545E-02   0.103956E-03   0.671285E-08   0.103956E-03   0.106625E-04   0.751536E-11   0.671285E-08   0.751536E-11   0.135598E-09
  7708   0.442181E-02   0.103995E-03   0.670894E-08   0.103995E-03   0.106746E-04   0.751604E-11   0.670894E-08   0.751604E-11   0.135543E-09
  7709   0.441817E-02   0.104033E-03   0.670503E-08   0.104033E-03   0.106867E-04   0.751671E-11   0.670503E-08   0.751671E-11   0.135488E-09
  7710   0.441454E-02   0.104071E-03   0.670113E-08   0.104071E-03   0.106987E-04   0.751736E-11   0.670113E-08   0.751736E-11   0.135433E-09
  7711   0.441092E-02   0.104108E-03   0.669723E-08   0.104108E-03   0.107106E-04   0.751799E-11   0.669723E-08   0.751799E-11   0.135378E-09
  7712   0.440730E-02   0.104145E-03   0.669334E-08   0.104145E-03   0.107224E-04   0.751861E-11   0.669334E-08   0.751861E-11   0.135323E-09
  7713   0.440369E-02   0.104182E-03   0.668945E-08   0.104182E-03   0.107341E-04   0.751921E-11   0.668945E-08   0.751921E-11   0.135268E-09
  7714   0.440008E-02   0.104218E-03   0.668556E-08   0.104218E-03   0.107458E-04   0.751979E-11   0.668556E-08   0.751979E-11   0.135213E-09
  7715   0.439648E-02   0.104254E-03   0.668167E-08   0.104254E-03   0.107574E-04   0.752036E-11   0.668167E-08   0.752036E-11   0.135158E-09
  7716   0.439288E-02   0.104290E-03   0.667779E-08   0.104290E-03   0.107689E-04   0.752091E-11   0.667779E-08   0.752091E-11   0.135103E-09
  7717   0.438929E-02   0.104325E-03   0.667391E-08   0.104325E-03   0.107804E-04   0.752145E-11   0.667391E-08   0.752145E-11   0.135048E-09
  7718   0.438571E-02   0.104360E-03   0.667003E-08   0.104360E-03   0.107918E-04   0.752197E-11   0.667003E-08   0.752197E-11   0.134993E-09
  7719   0.438213E-02   0.104394E-03   0.666616E-08   0.104394E-03   0.108031E-04   0.752248E-11   0.666616E-08   0.752248E-11   0.134939E-09
  7720   0.437856E-02   0.104429E-03   0.666229E-08   0.104429E-03   0.108143E-04   0.752297E-11   0.666229E-08   0.752297E-11   0.134884E-09
  7721   0.437500E-02   0.104463E-03   0.665842E-08   0.104463E-03   0.108255E-04   0.752344E-11   0.665842E-08   0.752344E-11   0.134829E-09
  7722   0.437144E-02   0.104496E-03   0.665455E-08   0.104496E-03   0.108366E-04   0.752390E-11   0.665455E-08   0.752390E-11   0.134774E-09
  7723   0.436788E-02   0.104529E-03   0.665069E-08   0.104529E-03   0.108476E-04   0.752435E-11   0.665069E-08   0.752435E-11   0.134720E-09
  7724   0.436434E-02   0.104562E-03   0.664683E-08   0.104562E-03   0.108586E-04   0.752478E-11   0.664683E-08   0.752478E-11   0.134665E-09
  7725   0.436080E-02   0.104595E-03   0.664298E-08   0.104595E-03   0.108694E-04   0.752519E-11   0.664298E-08   0.752519E-11   0.134610E-09
  7726   0.435726E-02   0.104627E-03   0.663913E-08   0.104627E-03   0.108802E-04   0.752558E-11   0.663913E-08   0.752558E-11   0.134556E-09
  7727   0.435373E-02   0.104659E-03   0.663528E-08   0.104659E-03   0.108910E-04   0.752597E-11   0.663528E-08   0.752597E-11   0.134501E-09
  7728   0.435020E-02   0.104690E-03   0.663143E-08   0.104690E-03   0.109016E-04   0.752633E-11   0.663143E-08   0.752633E-11   0.134446E-09
  7729   0.434669E-02   0.104721E-03   0.662759E-08   0.104721E-03   0.109122E-04   0.752668E-11   0.662759E-08   0.752668E-11   0.134392E-09
  7730   0.434317E-02   0.104752E-03   0.662375E-08   0.104752E-03   0.109228E-04   0.752702E-11   0.662375E-08   0.752702E-11   0.134337E-09
  7731   0.433967E-02   0.104782E-03   0.661991E-08   0.104782E-03   0.109332E-04   0.752734E-11   0.661991E-08   0.752734E-11   0.134283E-09
  7732   0.433616E-02   0.104812E-03   0.661608E-08   0.104812E-03   0.109436E-04   0.752764E-11   0.661608E-08   0.752764E-11   0.134228E-09
  7733   0.433267E-02   0.104842E-03   0.661225E-08   0.104842E-03   0.109539E-04   0.752793E-11   0.661225E-08   0.752793E-11   0.134174E-09
  7734   0.432918E-02   0.104871E-03   0.660842E-08   0.104871E-03   0.109641E-04   0.752820E-11   0.660842E-08   0.752820E-11   0.134119E-09
  7735   0.432570E-02   0.104901E-03   0.660459E-08   0.104901E-03   0.109743E-04   0.752846E-11   0.660459E-08   0.752846E-11   0.134065E-09
  7736   0.432222E-02   0.104929E-03   0.660077E-08   0.104929E-03   0.109844E-04   0.752870E-11   0.660077E-08   0.752870E-11   0.134010E-09
  7737   0.431875E-02   0.104958E-03   0.659695E-08   0.104958E-03   0.109944E-04   0.752893E-11   0.659695E-08   0.752893E-11   0.133956E-09
  7738   0.431528E-02   0.104986E-03   0.659314E-08   0.104986E-03   0.110043E-04   0.752914E-11   0.659314E-08   0.752914E-11   0.133901E-09
