#    L    TT             EE             TE             PP             TP          
  5445   0.560033E-01   0.155385E-02  -0.831198E-03   0.158086E+05   0.403976E+00
  5446   0.558749E-01   0.155007E-02  -0.834882E-03   0.158021E+05   0.403671E+00
  5447   0.557480E-01   0.154613E-02  -0.838520E-03   0.157955E+05   0.403368E+00
  5448   0.556212E-01   0.154235E-02  -0.842187E-03   0.157889E+05   0.403065E+00
  5449   0.554959E-01   0.153842E-02  -0.845882E-03   0.157823E+05   0.402763E+00
  5450   0.553721E-01   0.153449E-02  -0.849606E-03   0.157757E+05   0.402462E+00
  5451   0.552499E-01   0.153063E-02  -0.853432E-03   0.157692E+05   0.402162E+00
  5452   0.551284E-01   0.152670E-02  -0.857212E-03   0.157626E+05   0.401862E+00
  5453   0.550069E-01   0.152269E-02  -0.860945E-03   0.157560E+05   0.401564E+00
  5454   0.548877E-01   0.151869E-02  -0.864780E-03   0.157495E+05   0.401265E+00
  5455   0.547693E-01   0.151468E-02  -0.868567E-03   0.157429E+05   0.400968E+00
  5456   0.546531E-01   0.151068E-02  -0.872308E-03   0.157364E+05   0.400672E+00
  5457   0.545370E-01   0.150667E-02  -0.876149E-03   0.157298E+05   0.400376E+00
  5458   0.544216E-01   0.150260E-02  -0.879795E-03   0.157233E+05   0.400081E+00
  5459   0.543078E-01   0.149844E-02  -0.883616E-03   0.157167E+05   0.399786E+00
  5460   0.541947E-01   0.149444E-02  -0.887388E-03   0.157102E+05   0.399493E+00
  5461   0.540831E-01   0.149029E-02  -0.891113E-03   0.157036E+05   0.399200E+00
  5462   0.539723E-01   0.148621E-02  -0.894863E-03   0.156971E+05   0.398908E+00
  5463   0.538631E-01   0.148199E-02  -0.898565E-03   0.156906E+05   0.398617E+00
  5464   0.537546E-01   0.147784E-02  -0.902218E-03   0.156840E+05   0.398326E+00
  5465   0.536468E-01   0.147361E-02  -0.905896E-03   0.156775E+05   0.398036E+00
  5466   0.535399E-01   0.146939E-02  -0.909600E-03   0.156710E+05   0.397747E+00
  5467   0.534352E-01   0.146516E-02  -0.913254E-03   0.156645E+05   0.397459E+00
  5468   0.533298E-01   0.146094E-02  -0.916784E-03   0.156580E+05   0.397171E+00
  5469   0.532259E-01   0.145664E-02  -0.920413E-03   0.156514E+05   0.396884E+00
  5470   0.531236E-01   0.145242E-02  -0.923918E-03   0.156449E+05   0.396598E+00
  5471   0.530212E-01   0.144812E-02  -0.927447E-03   0.156384E+05   0.396312E+00
  5472   0.529211E-01   0.144383E-02  -0.930852E-03   0.156319E+05   0.396028E+00
  5473   0.528211E-01   0.143953E-02  -0.934354E-03   0.156254E+05   0.395744E+00
  5474   0.527218E-01   0.143516E-02  -0.937732E-03   0.156189E+05   0.395460E+00
  5475   0.526241E-01   0.143072E-02  -0.941133E-03   0.156124E+05   0.395178E+00
  5476   0.525271E-01   0.142635E-02  -0.944334E-03   0.156059E+05   0.394896E+00
  5477   0.524309E-01   0.142198E-02  -0.947633E-03   0.155994E+05   0.394615E+00
  5478   0.523355E-01   0.141761E-02  -0.950805E-03   0.155929E+05   0.394334E+00
  5479   0.522401E-01   0.141309E-02  -0.954001E-03   0.155865E+05   0.394054E+00
  5480   0.521462E-01   0.140872E-02  -0.957070E-03   0.155800E+05   0.393775E+00
  5481   0.520538E-01   0.140413E-02  -0.960236E-03   0.155735E+05   0.393497E+00
  5482   0.519622E-01   0.139969E-02  -0.963201E-03   0.155670E+05   0.393219E+00
  5483   0.518707E-01   0.139533E-02  -0.966188E-03   0.155606E+05   0.392942E+00
  5484   0.517806E-01   0.139074E-02  -0.969047E-03   0.155541E+05   0.392666E+00
  5485   0.516906E-01   0.138622E-02  -0.971929E-03   0.155476E+05   0.392390E+00
  5486   0.516021E-01   0.138171E-02  -0.974683E-03   0.155412E+05   0.392116E+00
  5487   0.515137E-01   0.137704E-02  -0.977458E-03   0.155347E+05   0.391841E+00
  5488   0.514267E-01   0.137253E-02  -0.980105E-03   0.155282E+05   0.391568E+00
  5489   0.513405E-01   0.136794E-02  -0.982624E-03   0.155218E+05   0.391295E+00
  5490   0.512544E-01   0.136350E-02  -0.985238E-03   0.155153E+05   0.391023E+00
  5491   0.511698E-01   0.135892E-02  -0.987650E-03   0.155089E+05   0.390751E+00
  5492   0.510852E-01   0.135426E-02  -0.990082E-03   0.155024E+05   0.390481E+00
  5493   0.510021E-01   0.134975E-02  -0.992385E-03   0.154960E+05   0.390211E+00
  5494   0.509191E-01   0.134516E-02  -0.994633E-03   0.154896E+05   0.389941E+00
  5495   0.508368E-01   0.134050E-02  -0.996827E-03   0.154831E+05   0.389672E+00
  5496   0.507546E-01   0.133592E-02  -0.998891E-03   0.154767E+05   0.389404E+00
  5497   0.506739E-01   0.133126E-02  -0.100097E-02   0.154703E+05   0.389137E+00
  5498   0.505939E-01   0.132653E-02  -0.100293E-02   0.154638E+05   0.388870E+00
  5499   0.505140E-01   0.132187E-02  -0.100483E-02   0.154574E+05   0.388604E+00
  5500   0.504349E-01   0.131714E-02  -0.100659E-02   0.154510E+05   0.388339E+00
  5501   0.503573E-01   0.131248E-02  -0.100838E-02   0.154446E+05   0.388074E+00
  5502   0.502797E-01   0.130782E-02  -0.100996E-02   0.154382E+05   0.387810E+00
  5503   0.502029E-01   0.130309E-02  -0.101156E-02   0.154317E+05   0.387547E+00
  5504   0.501261E-01   0.129836E-02  -0.101318E-02   0.154253E+05   0.387284E+00
  5505   0.500493E-01   0.129371E-02  -0.101459E-02   0.154189E+05   0.387022E+00
  5506   0.499741E-01   0.128891E-02  -0.101587E-02   0.154125E+05   0.386760E+00
  5507   0.498996E-01   0.128425E-02  -0.101717E-02   0.154061E+05   0.386499E+00
  5508   0.498260E-01   0.127952E-02  -0.101834E-02   0.153997E+05   0.386239E+00
  5509   0.497516E-01   0.127487E-02  -0.101937E-02   0.153933E+05   0.385980E+00
  5510   0.496787E-01   0.127014E-02  -0.102042E-02   0.153870E+05   0.385721E+00
  5511   0.496059E-01   0.126542E-02  -0.102134E-02   0.153806E+05   0.385462E+00
  5512   0.495331E-01   0.126062E-02  -0.102228E-02   0.153742E+05   0.385205E+00
  5513   0.494618E-01   0.125589E-02  -0.102301E-02   0.153678E+05   0.384948E+00
  5514   0.493898E-01   0.125124E-02  -0.102368E-02   0.153614E+05   0.384692E+00
  5515   0.493185E-01   0.124651E-02  -0.102429E-02   0.153550E+05   0.384436E+00
  5516   0.492481E-01   0.124172E-02  -0.102477E-02   0.153487E+05   0.384181E+00
  5517   0.491777E-01   0.123692E-02  -0.102519E-02   0.153423E+05   0.383926E+00
  5518   0.491080E-01   0.123219E-02  -0.102555E-02   0.153359E+05   0.383672E+00
  5519   0.490399E-01   0.122740E-02  -0.102577E-02   0.153296E+05   0.383419E+00
  5520   0.489703E-01   0.122267E-02  -0.102594E-02   0.153232E+05   0.383167E+00
  5521   0.489030E-01   0.121788E-02  -0.102605E-02   0.153169E+05   0.382915E+00
  5522   0.488350E-01   0.121323E-02  -0.102609E-02   0.153105E+05   0.382663E+00
  5523   0.487670E-01   0.120844E-02  -0.102600E-02   0.153041E+05   0.382413E+00
  5524   0.487005E-01   0.120379E-02  -0.102571E-02   0.152978E+05   0.382162E+00
  5525   0.486340E-01   0.119899E-02  -0.102550E-02   0.152915E+05   0.381913E+00
  5526   0.485669E-01   0.119428E-02  -0.102515E-02   0.152851E+05   0.381664E+00
  5527   0.485020E-01   0.118956E-02  -0.102468E-02   0.152788E+05   0.381416E+00
  5528   0.484349E-01   0.118476E-02  -0.102413E-02   0.152724E+05   0.381168E+00
  5529   0.483708E-01   0.118005E-02  -0.102361E-02   0.152661E+05   0.380921E+00
  5530   0.483053E-01   0.117533E-02  -0.102287E-02   0.152598E+05   0.380674E+00
  5531   0.482405E-01   0.117069E-02  -0.102207E-02   0.152534E+05   0.380429E+00
  5532   0.481758E-01   0.116604E-02  -0.102121E-02   0.152471E+05   0.380183E+00
  5533   0.481111E-01   0.116133E-02  -0.102028E-02   0.152408E+05   0.379939E+00
  5534   0.480472E-01   0.115661E-02  -0.101922E-02   0.152345E+05   0.379694E+00
  5535   0.479840E-01   0.115190E-02  -0.101810E-02   0.152282E+05   0.379451E+00
  5536   0.479201E-01   0.114718E-02  -0.101684E-02   0.152218E+05   0.379208E+00
  5537   0.478571E-01   0.114254E-02  -0.101559E-02   0.152155E+05   0.378966E+00
  5538   0.477933E-01   0.113790E-02  -0.101421E-02   0.152092E+05   0.378724E+00
  5539   0.477310E-01   0.113327E-02  -0.101283E-02   0.152029E+05   0.378483E+00
  5540   0.476688E-01   0.112870E-02  -0.101124E-02   0.151966E+05   0.378242E+00
  5541   0.476065E-01   0.112399E-02  -0.100959E-02   0.151903E+05   0.378002E+00
  5542   0.475436E-01   0.111950E-02  -0.100795E-02   0.151840E+05   0.377762E+00
  5543   0.474822E-01   0.111479E-02  -0.100617E-02   0.151777E+05   0.377524E+00
  5544   0.474209E-01   0.111023E-02  -0.100433E-02   0.151714E+05   0.377285E+00
  5545   0.473588E-01   0.110574E-02  -0.100242E-02   0.151652E+05   0.377048E+00
  5546   0.472975E-01   0.110111E-02  -0.100038E-02   0.151589E+05   0.376810E+00
  5547   0.472370E-01   0.109655E-02  -0.998265E-03   0.151526E+05   0.376574E+00
  5548   0.471750E-01   0.109206E-02  -0.996088E-03   0.151463E+05   0.376338E+00
  5549   0.471153E-01   0.108758E-02  -0.993846E-03   0.151400E+05   0.376102E+00
  5550   0.470541E-01   0.108302E-02  -0.991539E-03   0.151338E+05   0.375867E+00
  5551   0.469944E-01   0.107846E-02  -0.989166E-03   0.151275E+05   0.375633E+00
  5552   0.469333E-01   0.107405E-02  -0.986652E-03   0.151212E+05   0.375399E+00
  5553   0.468738E-01   0.106957E-02  -0.984147E-03   0.151150E+05   0.375166E+00
  5554   0.468135E-01   0.106509E-02  -0.981502E-03   0.151087E+05   0.374933E+00
  5555   0.467532E-01   0.106068E-02  -0.978790E-03   0.151024E+05   0.374701E+00
  5556   0.466937E-01   0.105628E-02  -0.976011E-03   0.150962E+05   0.374469E+00
  5557   0.466335E-01   0.105187E-02  -0.973240E-03   0.150899E+05   0.374238E+00
  5558   0.465741E-01   0.104747E-02  -0.970327E-03   0.150837E+05   0.374007E+00
  5559   0.465132E-01   0.104306E-02  -0.967422E-03   0.150774E+05   0.373777E+00
  5560   0.464539E-01   0.103866E-02  -0.964375E-03   0.150712E+05   0.373548E+00
  5561   0.463946E-01   0.103441E-02  -0.961260E-03   0.150650E+05   0.373319E+00
  5562   0.463353E-01   0.103008E-02  -0.958077E-03   0.150587E+05   0.373090E+00
  5563   0.462760E-01   0.102582E-02  -0.954827E-03   0.150525E+05   0.372863E+00
  5564   0.462168E-01   0.102157E-02  -0.951657E-03   0.150462E+05   0.372635E+00
  5565   0.461576E-01   0.101724E-02  -0.948344E-03   0.150400E+05   0.372408E+00
  5566   0.460992E-01   0.101299E-02  -0.944888E-03   0.150338E+05   0.372182E+00
  5567   0.460393E-01   0.100882E-02  -0.941438E-03   0.150276E+05   0.371956E+00
  5568   0.459803E-01   0.100457E-02  -0.937844E-03   0.150214E+05   0.371731E+00
  5569   0.459219E-01   0.100039E-02  -0.934330E-03   0.150151E+05   0.371506E+00
  5570   0.458622E-01   0.996290E-03  -0.930672E-03   0.150089E+05   0.371282E+00
  5571   0.458039E-01   0.992042E-03  -0.927019E-03   0.150027E+05   0.371058E+00
  5572   0.457450E-01   0.987868E-03  -0.923296E-03   0.149965E+05   0.370835E+00
  5573   0.456853E-01   0.983844E-03  -0.919429E-03   0.149903E+05   0.370612E+00
  5574   0.456257E-01   0.979672E-03  -0.915567E-03   0.149841E+05   0.370390E+00
  5575   0.455669E-01   0.975723E-03  -0.911708E-03   0.149779E+05   0.370168E+00
  5576   0.455080E-01   0.971626E-03  -0.907778E-03   0.149717E+05   0.369947E+00
  5577   0.454493E-01   0.967679E-03  -0.903704E-03   0.149655E+05   0.369726E+00
  5578   0.453905E-01   0.963658E-03  -0.899707E-03   0.149593E+05   0.369506E+00
  5579   0.453310E-01   0.959712E-03  -0.895639E-03   0.149531E+05   0.369287E+00
  5580   0.452716E-01   0.955766E-03  -0.891500E-03   0.149469E+05   0.369067E+00
  5581   0.452137E-01   0.951896E-03  -0.887363E-03   0.149407E+05   0.368849E+00
  5582   0.451536E-01   0.947952E-03  -0.883081E-03   0.149346E+05   0.368630E+00
  5583   0.450950E-01   0.944082E-03  -0.878875E-03   0.149284E+05   0.368413E+00
  5584   0.450365E-01   0.940214E-03  -0.874597E-03   0.149222E+05   0.368195E+00
  5585   0.449765E-01   0.936420E-03  -0.870247E-03   0.149160E+05   0.367979E+00
  5586   0.449173E-01   0.932627E-03  -0.865899E-03   0.149099E+05   0.367762E+00
  5587   0.448573E-01   0.928835E-03  -0.861478E-03   0.149037E+05   0.367547E+00
  5588   0.447989E-01   0.925043E-03  -0.857058E-03   0.148975E+05   0.367331E+00
  5589   0.447391E-01   0.921327E-03  -0.852566E-03   0.148914E+05   0.367116E+00
  5590   0.446800E-01   0.917685E-03  -0.848074E-03   0.148852E+05   0.366902E+00
  5591   0.446202E-01   0.913895E-03  -0.843509E-03   0.148791E+05   0.366688E+00
  5592   0.445604E-01   0.910255E-03  -0.838945E-03   0.148729E+05   0.366475E+00
  5593   0.445014E-01   0.906690E-03  -0.834381E-03   0.148668E+05   0.366262E+00
  5594   0.444410E-01   0.903051E-03  -0.829669E-03   0.148606E+05   0.366049E+00
  5595   0.443821E-01   0.899487E-03  -0.825105E-03   0.148545E+05   0.365837E+00
  5596   0.443225E-01   0.895998E-03  -0.820393E-03   0.148483E+05   0.365625E+00
  5597   0.442629E-01   0.892436E-03  -0.815680E-03   0.148422E+05   0.365414E+00
  5598   0.442026E-01   0.888948E-03  -0.810967E-03   0.148361E+05   0.365204E+00
  5599   0.441430E-01   0.885461E-03  -0.806253E-03   0.148299E+05   0.364993E+00
  5600   0.440836E-01   0.882050E-03  -0.801464E-03   0.148238E+05   0.364784E+00
  5601   0.440234E-01   0.878638E-03  -0.796674E-03   0.148177E+05   0.364574E+00
  5602   0.439632E-01   0.875228E-03  -0.791957E-03   0.148116E+05   0.364365E+00
  5603   0.439031E-01   0.871818E-03  -0.787164E-03   0.148054E+05   0.364157E+00
  5604   0.438422E-01   0.868558E-03  -0.782295E-03   0.147993E+05   0.363949E+00
  5605   0.437822E-01   0.865150E-03  -0.777424E-03   0.147932E+05   0.363742E+00
  5606   0.437221E-01   0.861891E-03  -0.772626E-03   0.147871E+05   0.363534E+00
  5607   0.436607E-01   0.858707E-03  -0.767751E-03   0.147810E+05   0.363328E+00
  5608   0.436000E-01   0.855375E-03  -0.762873E-03   0.147749E+05   0.363121E+00
  5609   0.435408E-01   0.852193E-03  -0.758067E-03   0.147688E+05   0.362916E+00
  5610   0.434794E-01   0.849011E-03  -0.753184E-03   0.147627E+05   0.362710E+00
  5611   0.434188E-01   0.845905E-03  -0.748224E-03   0.147566E+05   0.362505E+00
  5612   0.433575E-01   0.842724E-03  -0.743334E-03   0.147505E+05   0.362301E+00
  5613   0.432970E-01   0.839619E-03  -0.738441E-03   0.147444E+05   0.362097E+00
  5614   0.432358E-01   0.836589E-03  -0.733545E-03   0.147383E+05   0.361893E+00
  5615   0.431753E-01   0.833560E-03  -0.728645E-03   0.147322E+05   0.361690E+00
  5616   0.431141E-01   0.830554E-03  -0.723740E-03   0.147261E+05   0.361487E+00
  5617   0.430530E-01   0.827496E-03  -0.718854E-03   0.147201E+05   0.361285E+00
  5618   0.429919E-01   0.824521E-03  -0.713956E-03   0.147140E+05   0.361083E+00
  5619   0.429301E-01   0.821621E-03  -0.709046E-03   0.147079E+05   0.360881E+00
  5620   0.428698E-01   0.818647E-03  -0.704139E-03   0.147018E+05   0.360680E+00
  5621   0.428073E-01   0.815749E-03  -0.699226E-03   0.146958E+05   0.360479E+00
  5622   0.427456E-01   0.812925E-03  -0.694383E-03   0.146897E+05   0.360279E+00
  5623   0.426847E-01   0.810103E-03  -0.689460E-03   0.146836E+05   0.360079E+00
  5624   0.426223E-01   0.807274E-03  -0.684606E-03   0.146776E+05   0.359879E+00
  5625   0.425600E-01   0.804512E-03  -0.679738E-03   0.146715E+05   0.359680E+00
  5626   0.424992E-01   0.801677E-03  -0.674865E-03   0.146654E+05   0.359481E+00
  5627   0.424369E-01   0.798917E-03  -0.669992E-03   0.146594E+05   0.359283E+00
  5628   0.423747E-01   0.796232E-03  -0.665181E-03   0.146533E+05   0.359085E+00
  5629   0.423132E-01   0.793614E-03  -0.660362E-03   0.146473E+05   0.358887E+00
  5630   0.422510E-01   0.790931E-03  -0.655537E-03   0.146413E+05   0.358690E+00
  5631   0.421882E-01   0.788323E-03  -0.650780E-03   0.146352E+05   0.358493E+00
  5632   0.421268E-01   0.785648E-03  -0.645941E-03   0.146292E+05   0.358297E+00
  5633   0.420640E-01   0.783123E-03  -0.641176E-03   0.146231E+05   0.358101E+00
  5634   0.420013E-01   0.780532E-03  -0.636471E-03   0.146171E+05   0.357905E+00
  5635   0.419385E-01   0.778017E-03  -0.631765E-03   0.146111E+05   0.357710E+00
  5636   0.418766E-01   0.775501E-03  -0.627052E-03   0.146050E+05   0.357515E+00
  5637   0.418132E-01   0.773136E-03  -0.622323E-03   0.145990E+05   0.357320E+00
  5638   0.417513E-01   0.770622E-03  -0.617667E-03   0.145930E+05   0.357126E+00
  5639   0.416879E-01   0.768258E-03  -0.612996E-03   0.145870E+05   0.356932E+00
  5640   0.416254E-01   0.765813E-03  -0.608390E-03   0.145810E+05   0.356739E+00
  5641   0.415629E-01   0.763451E-03  -0.603775E-03   0.145749E+05   0.356546E+00
  5642   0.415004E-01   0.761082E-03  -0.599151E-03   0.145689E+05   0.356353E+00
  5643   0.414364E-01   0.758781E-03  -0.594585E-03   0.145629E+05   0.356161E+00
  5644   0.413740E-01   0.756488E-03  -0.590076E-03   0.145569E+05   0.355969E+00
  5645   0.413109E-01   0.754114E-03  -0.585550E-03   0.145509E+05   0.355777E+00
  5646   0.412478E-01   0.751889E-03  -0.581051E-03   0.145449E+05   0.355586E+00
  5647   0.411847E-01   0.749658E-03  -0.576587E-03   0.145389E+05   0.355395E+00
  5648   0.411210E-01   0.747428E-03  -0.572142E-03   0.145329E+05   0.355205E+00
  5649   0.410587E-01   0.745199E-03  -0.567724E-03   0.145269E+05   0.355014E+00
  5650   0.409951E-01   0.743044E-03  -0.563340E-03   0.145209E+05   0.354825E+00
  5651   0.409321E-01   0.740817E-03  -0.558983E-03   0.145149E+05   0.354635E+00
  5652   0.408685E-01   0.738746E-03  -0.554651E-03   0.145090E+05   0.354446E+00
  5653   0.408057E-01   0.736594E-03  -0.550346E-03   0.145030E+05   0.354257E+00
  5654   0.407421E-01   0.734458E-03  -0.546073E-03   0.144970E+05   0.354068E+00
  5655   0.406794E-01   0.732390E-03  -0.541834E-03   0.144910E+05   0.353880E+00
  5656   0.406159E-01   0.730479E-03  -0.537627E-03   0.144850E+05   0.353692E+00
  5657   0.405517E-01   0.728412E-03  -0.533445E-03   0.144791E+05   0.353505E+00
  5658   0.404883E-01   0.726354E-03  -0.529296E-03   0.144731E+05   0.353318E+00
  5659   0.404249E-01   0.724446E-03  -0.525172E-03   0.144671E+05   0.353131E+00
  5660   0.403616E-01   0.722456E-03  -0.521088E-03   0.144612E+05   0.352944E+00
  5661   0.402983E-01   0.720542E-03  -0.517029E-03   0.144552E+05   0.352758E+00
  5662   0.402350E-01   0.718636E-03  -0.513017E-03   0.144493E+05   0.352572E+00
  5663   0.401710E-01   0.716723E-03  -0.509023E-03   0.144433E+05   0.352387E+00
  5664   0.401071E-01   0.714812E-03  -0.505069E-03   0.144374E+05   0.352202E+00
  5665   0.400439E-01   0.712975E-03  -0.501148E-03   0.144314E+05   0.352017E+00
  5666   0.399801E-01   0.711132E-03  -0.497259E-03   0.144255E+05   0.351832E+00
  5667   0.399162E-01   0.709223E-03  -0.493411E-03   0.144195E+05   0.351648E+00
  5668   0.398532E-01   0.707463E-03  -0.489595E-03   0.144136E+05   0.351464E+00
  5669   0.397894E-01   0.705630E-03  -0.485812E-03   0.144076E+05   0.351280E+00
  5670   0.397264E-01   0.703946E-03  -0.482070E-03   0.144017E+05   0.351097E+00
  5671   0.396627E-01   0.702107E-03  -0.478368E-03   0.143958E+05   0.350914E+00
  5672   0.395991E-01   0.700425E-03  -0.474699E-03   0.143898E+05   0.350731E+00
  5673   0.395347E-01   0.698737E-03  -0.471070E-03   0.143839E+05   0.350549E+00
  5674   0.394718E-01   0.696975E-03  -0.467475E-03   0.143780E+05   0.350367E+00
  5675   0.394083E-01   0.695288E-03  -0.463920E-03   0.143721E+05   0.350185E+00
  5676   0.393440E-01   0.693669E-03  -0.460413E-03   0.143661E+05   0.350004E+00
  5677   0.392805E-01   0.691983E-03  -0.456931E-03   0.143602E+05   0.349823E+00
  5678   0.392163E-01   0.690299E-03  -0.453491E-03   0.143543E+05   0.349642E+00
  5679   0.391536E-01   0.688757E-03  -0.450091E-03   0.143484E+05   0.349462E+00
  5680   0.390902E-01   0.687148E-03  -0.446731E-03   0.143425E+05   0.349281E+00
  5681   0.390269E-01   0.685548E-03  -0.443413E-03   0.143366E+05   0.349101E+00
  5682   0.389628E-01   0.684016E-03  -0.440128E-03   0.143307E+05   0.348922E+00
  5683   0.389002E-01   0.682410E-03  -0.436891E-03   0.143248E+05   0.348743E+00
