#    L    TT             EE             BB             TE          
  1501   0.686180E+03   0.127904E+02   0.845758E-01  -0.195731E+00
  1502   0.683216E+03   0.128688E+02   0.845043E-01   0.157936E+00
  1503   0.680239E+03   0.129489E+02   0.844324E-01   0.502488E+00
  1504   0.677245E+03   0.130303E+02   0.843600E-01   0.837945E+00
  1505   0.674234E+03   0.131134E+02   0.842870E-01   0.116408E+01
  1506   0.671211E+03   0.131977E+02   0.842135E-01   0.148091E+01
  1507   0.668176E+03   0.132836E+02   0.841396E-01   0.178839E+01
  1508   0.665129E+03   0.133708E+02   0.840652E-01   0.208629E+01
  1509   0.662067E+03   0.134587E+02   0.839903E-01   0.237468E+01
  1510   0.659001E+03   0.135486E+02   0.839149E-01   0.265337E+01
  1511   0.655917E+03   0.136393E+02   0.838391E-01   0.292279E+01
  1512   0.652825E+03   0.137311E+02   0.837628E-01   0.318166E+01
  1513   0.649723E+03   0.138240E+02   0.836861E-01   0.343165E+01
  1514   0.646618E+03   0.139185E+02   0.836089E-01   0.367148E+01
  1515   0.643516E+03   0.140137E+02   0.835313E-01   0.390200E+01
  1516   0.640395E+03   0.141095E+02   0.834533E-01   0.412195E+01
  1517   0.637273E+03   0.142064E+02   0.833750E-01   0.433257E+01
  1518   0.634145E+03   0.143044E+02   0.832962E-01   0.453384E+01
  1519   0.631013E+03   0.144026E+02   0.832171E-01   0.472413E+01
  1520   0.627884E+03   0.145018E+02   0.831375E-01   0.490509E+01
  1521   0.624747E+03   0.146020E+02   0.830576E-01   0.507628E+01
  1522   0.621606E+03   0.147023E+02   0.829774E-01   0.523730E+01
  1523   0.618470E+03   0.148033E+02   0.828968E-01   0.538858E+01
  1524   0.615330E+03   0.149051E+02   0.828159E-01   0.552969E+01
  1525   0.612191E+03   0.150075E+02   0.827347E-01   0.566106E+01
  1526   0.609057E+03   0.151099E+02   0.826532E-01   0.578269E+01
  1527   0.605924E+03   0.152125E+02   0.825713E-01   0.589377E+01
  1528   0.602792E+03   0.153159E+02   0.824892E-01   0.599554E+01
  1529   0.599665E+03   0.154194E+02   0.824068E-01   0.608759E+01
  1530   0.596544E+03   0.155229E+02   0.823242E-01   0.616953E+01
  1531   0.593425E+03   0.156268E+02   0.822413E-01   0.624137E+01
  1532   0.590316E+03   0.157312E+02   0.821581E-01   0.630395E+01
  1533   0.587209E+03   0.158351E+02   0.820747E-01   0.635728E+01
  1534   0.584113E+03   0.159394E+02   0.819911E-01   0.639975E+01
  1535   0.581024E+03   0.160436E+02   0.819073E-01   0.643343E+01
  1536   0.577943E+03   0.161474E+02   0.818233E-01   0.645710E+01
  1537   0.574878E+03   0.162515E+02   0.817391E-01   0.647121E+01
  1538   0.571824E+03   0.163555E+02   0.816547E-01   0.647616E+01
  1539   0.568763E+03   0.164586E+02   0.815701E-01   0.647157E+01
  1540   0.565726E+03   0.165616E+02   0.814854E-01   0.645787E+01
  1541   0.562701E+03   0.166648E+02   0.814006E-01   0.643427E+01
  1542   0.559690E+03   0.167675E+02   0.813156E-01   0.640200E+01
  1543   0.556686E+03   0.168692E+02   0.812305E-01   0.635987E+01
  1544   0.553700E+03   0.169712E+02   0.811453E-01   0.630913E+01
  1545   0.550731E+03   0.170721E+02   0.810600E-01   0.624938E+01
  1546   0.547771E+03   0.171725E+02   0.809746E-01   0.618027E+01
  1547   0.544829E+03   0.172726E+02   0.808892E-01   0.610263E+01
  1548   0.541908E+03   0.173720E+02   0.808037E-01   0.601609E+01
  1549   0.539002E+03   0.174704E+02   0.807181E-01   0.592109E+01
  1550   0.536117E+03   0.175682E+02   0.806325E-01   0.581726E+01
  1551   0.533243E+03   0.176652E+02   0.805468E-01   0.570465E+01
  1552   0.530396E+03   0.177611E+02   0.804612E-01   0.558408E+01
  1553   0.527563E+03   0.178567E+02   0.803755E-01   0.545560E+01
  1554   0.524754E+03   0.179516E+02   0.802898E-01   0.531844E+01
  1555   0.521959E+03   0.180449E+02   0.802042E-01   0.517346E+01
  1556   0.519192E+03   0.181371E+02   0.801185E-01   0.502028E+01
  1557   0.516445E+03   0.182285E+02   0.800329E-01   0.485934E+01
  1558   0.513721E+03   0.183192E+02   0.799474E-01   0.469109E+01
  1559   0.511025E+03   0.184078E+02   0.798619E-01   0.451476E+01
  1560   0.508350E+03   0.184961E+02   0.797765E-01   0.433080E+01
  1561   0.505686E+03   0.185827E+02   0.796911E-01   0.413963E+01
  1562   0.503047E+03   0.186685E+02   0.796059E-01   0.394089E+01
  1563   0.500436E+03   0.187526E+02   0.795207E-01   0.373541E+01
  1564   0.497853E+03   0.188359E+02   0.794356E-01   0.352283E+01
  1565   0.495299E+03   0.189171E+02   0.793507E-01   0.330319E+01
  1566   0.492765E+03   0.189974E+02   0.792659E-01   0.307735E+01
  1567   0.490253E+03   0.190752E+02   0.791813E-01   0.284416E+01
  1568   0.487769E+03   0.191529E+02   0.790967E-01   0.260480E+01
  1569   0.485318E+03   0.192285E+02   0.790124E-01   0.235907E+01
  1570   0.482893E+03   0.193032E+02   0.789282E-01   0.210723E+01
  1571   0.480496E+03   0.193769E+02   0.788442E-01   0.184966E+01
  1572   0.478122E+03   0.194478E+02   0.787604E-01   0.158577E+01
  1573   0.475776E+03   0.195178E+02   0.786767E-01   0.131626E+01
  1574   0.473469E+03   0.195856E+02   0.785933E-01   0.104112E+01
  1575   0.471183E+03   0.196524E+02   0.785101E-01   0.760554E+00
  1576   0.468927E+03   0.197163E+02   0.784271E-01   0.474652E+00
  1577   0.466702E+03   0.197792E+02   0.783444E-01   0.183576E+00
  1578   0.464506E+03   0.198403E+02   0.782619E-01  -0.112469E+00
  1579   0.462345E+03   0.198992E+02   0.781796E-01  -0.413397E+00
  1580   0.460206E+03   0.199571E+02   0.780976E-01  -0.719035E+00
  1581   0.458097E+03   0.200127E+02   0.780159E-01  -0.102921E+01
  1582   0.456027E+03   0.200666E+02   0.779344E-01  -0.134378E+01
  1583   0.453979E+03   0.201178E+02   0.778533E-01  -0.166258E+01
  1584   0.451969E+03   0.201680E+02   0.777724E-01  -0.198551E+01
  1585   0.449982E+03   0.202164E+02   0.776918E-01  -0.231232E+01
  1586   0.448032E+03   0.202622E+02   0.776115E-01  -0.264285E+01
  1587   0.446113E+03   0.203066E+02   0.775316E-01  -0.297707E+01
  1588   0.444228E+03   0.203487E+02   0.774519E-01  -0.331474E+01
  1589   0.442370E+03   0.203889E+02   0.773726E-01  -0.365567E+01
  1590   0.440543E+03   0.204270E+02   0.772936E-01  -0.399971E+01
  1591   0.438754E+03   0.204631E+02   0.772150E-01  -0.434671E+01
  1592   0.436992E+03   0.204973E+02   0.771367E-01  -0.469645E+01
  1593   0.435264E+03   0.205293E+02   0.770587E-01  -0.504893E+01
  1594   0.433564E+03   0.205594E+02   0.769811E-01  -0.540386E+01
  1595   0.431903E+03   0.205876E+02   0.769039E-01  -0.576098E+01
  1596   0.430276E+03   0.206131E+02   0.768271E-01  -0.612029E+01
  1597   0.428676E+03   0.206367E+02   0.767506E-01  -0.648157E+01
  1598   0.427111E+03   0.206581E+02   0.766745E-01  -0.684458E+01
  1599   0.425576E+03   0.206776E+02   0.765988E-01  -0.720929E+01
  1600   0.424077E+03   0.206952E+02   0.765235E-01  -0.757551E+01
  1601   0.422608E+03   0.207105E+02   0.764486E-01  -0.794301E+01
  1602   0.421165E+03   0.207232E+02   0.763741E-01  -0.831161E+01
  1603   0.419766E+03   0.207341E+02   0.763000E-01  -0.868135E+01
  1604   0.418392E+03   0.207426E+02   0.762263E-01  -0.905207E+01
  1605   0.417054E+03   0.207493E+02   0.761530E-01  -0.942307E+01
  1606   0.415746E+03   0.207537E+02   0.760802E-01  -0.979498E+01
  1607   0.414469E+03   0.207562E+02   0.760077E-01  -0.101674E+02
  1608   0.413222E+03   0.207568E+02   0.759357E-01  -0.105394E+02
  1609   0.412014E+03   0.207544E+02   0.758642E-01  -0.109118E+02
  1610   0.410836E+03   0.207500E+02   0.757930E-01  -0.112841E+02
  1611   0.409684E+03   0.207438E+02   0.757223E-01  -0.116560E+02
  1612   0.408571E+03   0.207349E+02   0.756520E-01  -0.120277E+02
  1613   0.407480E+03   0.207240E+02   0.755822E-01  -0.123988E+02
  1614   0.406427E+03   0.207113E+02   0.755128E-01  -0.127692E+02
  1615   0.405404E+03   0.206963E+02   0.754439E-01  -0.131386E+02
  1616   0.404408E+03   0.206790E+02   0.753754E-01  -0.135069E+02
  1617   0.403445E+03   0.206599E+02   0.753074E-01  -0.138740E+02
  1618   0.402512E+03   0.206385E+02   0.752398E-01  -0.142398E+02
  1619   0.401602E+03   0.206149E+02   0.751726E-01  -0.146044E+02
  1620   0.400732E+03   0.205894E+02   0.751059E-01  -0.149672E+02
  1621   0.399889E+03   0.205614E+02   0.750397E-01  -0.153282E+02
  1622   0.399075E+03   0.205319E+02   0.749739E-01  -0.156874E+02
  1623   0.398287E+03   0.205002E+02   0.749086E-01  -0.160447E+02
  1624   0.397532E+03   0.204666E+02   0.748438E-01  -0.163993E+02
  1625   0.396807E+03   0.204305E+02   0.747794E-01  -0.167520E+02
  1626   0.396106E+03   0.203928E+02   0.747154E-01  -0.171023E+02
  1627   0.395431E+03   0.203526E+02   0.746520E-01  -0.174497E+02
  1628   0.394785E+03   0.203109E+02   0.745889E-01  -0.177948E+02
  1629   0.394167E+03   0.202670E+02   0.745264E-01  -0.181365E+02
  1630   0.393579E+03   0.202212E+02   0.744642E-01  -0.184757E+02
  1631   0.393007E+03   0.201733E+02   0.744026E-01  -0.188116E+02
  1632   0.392472E+03   0.201232E+02   0.743414E-01  -0.191444E+02
  1633   0.391961E+03   0.200716E+02   0.742807E-01  -0.194737E+02
  1634   0.391481E+03   0.200179E+02   0.742204E-01  -0.197996E+02
  1635   0.391019E+03   0.199629E+02   0.741605E-01  -0.201219E+02
  1636   0.390585E+03   0.199050E+02   0.741011E-01  -0.204403E+02
  1637   0.390175E+03   0.198461E+02   0.740422E-01  -0.207555E+02
  1638   0.389785E+03   0.197854E+02   0.739837E-01  -0.210662E+02
  1639   0.389426E+03   0.197226E+02   0.739256E-01  -0.213729E+02
  1640   0.389087E+03   0.196581E+02   0.738680E-01  -0.216758E+02
  1641   0.388769E+03   0.195919E+02   0.738108E-01  -0.219743E+02
  1642   0.388477E+03   0.195240E+02   0.737541E-01  -0.222678E+02
  1643   0.388205E+03   0.194551E+02   0.736978E-01  -0.225575E+02
  1644   0.387952E+03   0.193834E+02   0.736419E-01  -0.228433E+02
  1645   0.387723E+03   0.193104E+02   0.735864E-01  -0.231238E+02
  1646   0.387512E+03   0.192361E+02   0.735314E-01  -0.233996E+02
  1647   0.387327E+03   0.191601E+02   0.734768E-01  -0.236699E+02
  1648   0.387161E+03   0.190825E+02   0.734225E-01  -0.239363E+02
  1649   0.387013E+03   0.190036E+02   0.733688E-01  -0.241976E+02
  1650   0.386884E+03   0.189227E+02   0.733154E-01  -0.244533E+02
  1651   0.386772E+03   0.188410E+02   0.732624E-01  -0.247046E+02
  1652   0.386682E+03   0.187569E+02   0.732098E-01  -0.249499E+02
  1653   0.386607E+03   0.186719E+02   0.731577E-01  -0.251896E+02
  1654   0.386549E+03   0.185861E+02   0.731058E-01  -0.254252E+02
  1655   0.386513E+03   0.184988E+02   0.730545E-01  -0.256540E+02
  1656   0.386490E+03   0.184099E+02   0.730034E-01  -0.258778E+02
  1657   0.386478E+03   0.183199E+02   0.729528E-01  -0.260959E+02
  1658   0.386490E+03   0.182283E+02   0.729025E-01  -0.263087E+02
  1659   0.386515E+03   0.181356E+02   0.728526E-01  -0.265154E+02
  1660   0.386550E+03   0.180421E+02   0.728030E-01  -0.267163E+02
  1661   0.386605E+03   0.179471E+02   0.727539E-01  -0.269118E+02
  1662   0.386668E+03   0.178513E+02   0.727050E-01  -0.271015E+02
  1663   0.386748E+03   0.177544E+02   0.726565E-01  -0.272848E+02
  1664   0.386836E+03   0.176560E+02   0.726083E-01  -0.274622E+02
  1665   0.386940E+03   0.175569E+02   0.725605E-01  -0.276338E+02
  1666   0.387056E+03   0.174568E+02   0.725130E-01  -0.278000E+02
  1667   0.387180E+03   0.173559E+02   0.724658E-01  -0.279591E+02
  1668   0.387319E+03   0.172541E+02   0.724189E-01  -0.281128E+02
  1669   0.387466E+03   0.171515E+02   0.723724E-01  -0.282599E+02
  1670   0.387620E+03   0.170481E+02   0.723261E-01  -0.284006E+02
  1671   0.387789E+03   0.169436E+02   0.722802E-01  -0.285358E+02
  1672   0.387965E+03   0.168385E+02   0.722345E-01  -0.286644E+02
  1673   0.388144E+03   0.167325E+02   0.721891E-01  -0.287867E+02
  1674   0.388338E+03   0.166266E+02   0.721439E-01  -0.289027E+02
  1675   0.388531E+03   0.165194E+02   0.720991E-01  -0.290124E+02
  1676   0.388738E+03   0.164113E+02   0.720545E-01  -0.291158E+02
  1677   0.388951E+03   0.163033E+02   0.720102E-01  -0.292129E+02
  1678   0.389164E+03   0.161940E+02   0.719661E-01  -0.293037E+02
  1679   0.389386E+03   0.160850E+02   0.719222E-01  -0.293883E+02
  1680   0.389614E+03   0.159750E+02   0.718786E-01  -0.294662E+02
  1681   0.389848E+03   0.158642E+02   0.718352E-01  -0.295378E+02
  1682   0.390079E+03   0.157537E+02   0.717920E-01  -0.296039E+02
  1683   0.390320E+03   0.156430E+02   0.717491E-01  -0.296630E+02
  1684   0.390562E+03   0.155316E+02   0.717063E-01  -0.297162E+02
  1685   0.390809E+03   0.154200E+02   0.716638E-01  -0.297631E+02
  1686   0.391057E+03   0.153084E+02   0.716214E-01  -0.298030E+02
  1687   0.391302E+03   0.151961E+02   0.715792E-01  -0.298371E+02
  1688   0.391556E+03   0.150840E+02   0.715372E-01  -0.298653E+02
  1689   0.391803E+03   0.149719E+02   0.714954E-01  -0.298864E+02
  1690   0.392050E+03   0.148595E+02   0.714537E-01  -0.299018E+02
  1691   0.392302E+03   0.147473E+02   0.714122E-01  -0.299112E+02
  1692   0.392553E+03   0.146345E+02   0.713707E-01  -0.299141E+02
  1693   0.392801E+03   0.145220E+02   0.713295E-01  -0.299107E+02
  1694   0.393045E+03   0.144099E+02   0.712884E-01  -0.299019E+02
  1695   0.393292E+03   0.142972E+02   0.712474E-01  -0.298862E+02
  1696   0.393536E+03   0.141852E+02   0.712065E-01  -0.298651E+02
  1697   0.393771E+03   0.140730E+02   0.711657E-01  -0.298378E+02
  1698   0.394009E+03   0.139612E+02   0.711250E-01  -0.298048E+02
  1699   0.394243E+03   0.138495E+02   0.710844E-01  -0.297653E+02
  1700   0.394472E+03   0.137376E+02   0.710439E-01  -0.297205E+02
  1701   0.394692E+03   0.136269E+02   0.710035E-01  -0.296696E+02
  1702   0.394915E+03   0.135160E+02   0.709631E-01  -0.296130E+02
  1703   0.395128E+03   0.134060E+02   0.709228E-01  -0.295511E+02
  1704   0.395337E+03   0.132957E+02   0.708825E-01  -0.294833E+02
  1705   0.395541E+03   0.131864E+02   0.708423E-01  -0.294098E+02
  1706   0.395735E+03   0.130765E+02   0.708021E-01  -0.293307E+02
  1707   0.395927E+03   0.129675E+02   0.707620E-01  -0.292468E+02
  1708   0.396111E+03   0.128594E+02   0.707219E-01  -0.291570E+02
  1709   0.396288E+03   0.127519E+02   0.706818E-01  -0.290620E+02
  1710   0.396456E+03   0.126454E+02   0.706417E-01  -0.289615E+02
  1711   0.396614E+03   0.125395E+02   0.706016E-01  -0.288556E+02
  1712   0.396770E+03   0.124334E+02   0.705615E-01  -0.287449E+02
  1713   0.396912E+03   0.123284E+02   0.705213E-01  -0.286291E+02
  1714   0.397044E+03   0.122244E+02   0.704812E-01  -0.285079E+02
  1715   0.397166E+03   0.121207E+02   0.704410E-01  -0.283825E+02
  1716   0.397285E+03   0.120180E+02   0.704008E-01  -0.282517E+02
  1717   0.397389E+03   0.119159E+02   0.703606E-01  -0.281163E+02
  1718   0.397480E+03   0.118149E+02   0.703202E-01  -0.279764E+02
  1719   0.397562E+03   0.117146E+02   0.702799E-01  -0.278316E+02
  1720   0.397638E+03   0.116153E+02   0.702394E-01  -0.276827E+02
  1721   0.397699E+03   0.115170E+02   0.701990E-01  -0.275289E+02
  1722   0.397752E+03   0.114191E+02   0.701584E-01  -0.273711E+02
  1723   0.397791E+03   0.113223E+02   0.701177E-01  -0.272089E+02
  1724   0.397816E+03   0.112270E+02   0.700769E-01  -0.270427E+02
  1725   0.397829E+03   0.111320E+02   0.700361E-01  -0.268722E+02
  1726   0.397832E+03   0.110384E+02   0.699951E-01  -0.266980E+02
  1727   0.397823E+03   0.109456E+02   0.699541E-01  -0.265196E+02
  1728   0.397799E+03   0.108546E+02   0.699129E-01  -0.263377E+02
  1729   0.397768E+03   0.107643E+02   0.698716E-01  -0.261519E+02
  1730   0.397714E+03   0.106749E+02   0.698301E-01  -0.259620E+02
  1731   0.397652E+03   0.105866E+02   0.697886E-01  -0.257694E+02
  1732   0.397575E+03   0.104995E+02   0.697468E-01  -0.255727E+02
  1733   0.397486E+03   0.104139E+02   0.697050E-01  -0.253730E+02
  1734   0.397382E+03   0.103291E+02   0.696629E-01  -0.251701E+02
  1735   0.397262E+03   0.102458E+02   0.696208E-01  -0.249635E+02
  1736   0.397130E+03   0.101634E+02   0.695784E-01  -0.247548E+02
  1737   0.396983E+03   0.100828E+02   0.695359E-01  -0.245426E+02
  1738   0.396819E+03   0.100031E+02   0.694932E-01  -0.243276E+02
  1739   0.396647E+03   0.992494E+01   0.694503E-01  -0.241101E+02
  1740   0.396452E+03   0.984799E+01   0.694073E-01  -0.238900E+02
  1741   0.396252E+03   0.977225E+01   0.693640E-01  -0.236668E+02
  1742   0.396029E+03   0.969807E+01   0.693206E-01  -0.234420E+02
  1743   0.395794E+03   0.962511E+01   0.692769E-01  -0.232143E+02
  1744   0.395543E+03   0.955371E+01   0.692331E-01  -0.229847E+02
  1745   0.395276E+03   0.948319E+01   0.691890E-01  -0.227530E+02
  1746   0.394994E+03   0.941458E+01   0.691447E-01  -0.225191E+02
  1747   0.394699E+03   0.934753E+01   0.691002E-01  -0.222835E+02
  1748   0.394385E+03   0.928206E+01   0.690555E-01  -0.220462E+02
  1749   0.394056E+03   0.921749E+01   0.690106E-01  -0.218066E+02
  1750   0.393710E+03   0.915452E+01   0.689653E-01  -0.215660E+02
  1751   0.393349E+03   0.909280E+01   0.689199E-01  -0.213241E+02
  1752   0.392975E+03   0.903235E+01   0.688743E-01  -0.210800E+02
  1753   0.392584E+03   0.897316E+01   0.688284E-01  -0.208355E+02
  1754   0.392178E+03   0.891592E+01   0.687822E-01  -0.205895E+02
  1755   0.391755E+03   0.886052E+01   0.687358E-01  -0.203424E+02
  1756   0.391319E+03   0.880615E+01   0.686892E-01  -0.200942E+02
  1757   0.390864E+03   0.875333E+01   0.686423E-01  -0.198454E+02
  1758   0.390390E+03   0.870199E+01   0.685951E-01  -0.195960E+02
  1759   0.389906E+03   0.865218E+01   0.685477E-01  -0.193461E+02
  1760   0.389403E+03   0.860394E+01   0.684999E-01  -0.190952E+02
  1761   0.388884E+03   0.855721E+01   0.684520E-01  -0.188442E+02
  1762   0.388350E+03   0.851194E+01   0.684037E-01  -0.185928E+02
  1763   0.387802E+03   0.846829E+01   0.683552E-01  -0.183409E+02
  1764   0.387243E+03   0.842620E+01   0.683064E-01  -0.180894E+02
  1765   0.386661E+03   0.838556E+01   0.682574E-01  -0.178375E+02
  1766   0.386066E+03   0.834642E+01   0.682080E-01  -0.175861E+02
  1767   0.385456E+03   0.830879E+01   0.681584E-01  -0.173343E+02
  1768   0.384830E+03   0.827274E+01   0.681085E-01  -0.170831E+02
  1769   0.384192E+03   0.823820E+01   0.680583E-01  -0.168327E+02
  1770   0.383534E+03   0.820513E+01   0.680078E-01  -0.165821E+02
  1771   0.382865E+03   0.817363E+01   0.679570E-01  -0.163324E+02
  1772   0.382183E+03   0.814360E+01   0.679060E-01  -0.160837E+02
  1773   0.381479E+03   0.811508E+01   0.678546E-01  -0.158350E+02
  1774   0.380766E+03   0.808808E+01   0.678030E-01  -0.155879E+02
  1775   0.380038E+03   0.806258E+01   0.677511E-01  -0.153416E+02
  1776   0.379297E+03   0.803855E+01   0.676988E-01  -0.150960E+02
  1777   0.378535E+03   0.801606E+01   0.676463E-01  -0.148522E+02
  1778   0.377764E+03   0.799500E+01   0.675935E-01  -0.146093E+02
  1779   0.376977E+03   0.797546E+01   0.675404E-01  -0.143678E+02
  1780   0.376179E+03   0.795736E+01   0.674870E-01  -0.141277E+02
  1781   0.375369E+03   0.794070E+01   0.674333E-01  -0.138891E+02
  1782   0.374538E+03   0.792552E+01   0.673793E-01  -0.136522E+02
  1783   0.373698E+03   0.791177E+01   0.673251E-01  -0.134170E+02
  1784   0.372850E+03   0.789942E+01   0.672705E-01  -0.131832E+02
  1785   0.371985E+03   0.788852E+01   0.672156E-01  -0.129518E+02
  1786   0.371107E+03   0.787901E+01   0.671604E-01  -0.127221E+02
  1787   0.370219E+03   0.787096E+01   0.671050E-01  -0.124942E+02
  1788   0.369319E+03   0.786424E+01   0.670492E-01  -0.122692E+02
  1789   0.368405E+03   0.785890E+01   0.669932E-01  -0.120456E+02
  1790   0.367477E+03   0.785493E+01   0.669369E-01  -0.118246E+02
  1791   0.366541E+03   0.785229E+01   0.668803E-01  -0.116062E+02
  1792   0.365594E+03   0.785100E+01   0.668234E-01  -0.113898E+02
  1793   0.364630E+03   0.785103E+01   0.667663E-01  -0.111759E+02
  1794   0.363662E+03   0.785234E+01   0.667088E-01  -0.109648E+02
  1795   0.362683E+03   0.785502E+01   0.666511E-01  -0.107564E+02
  1796   0.361680E+03   0.785893E+01   0.665930E-01  -0.105503E+02
  1797   0.360684E+03   0.786406E+01   0.665348E-01  -0.103474E+02
  1798   0.359670E+03   0.787045E+01   0.664762E-01  -0.101470E+02
  1799   0.358646E+03   0.787811E+01   0.664173E-01  -0.994962E+01
  1800   0.357616E+03   0.788697E+01   0.663582E-01  -0.975543E+01
  1801   0.356578E+03   0.789700E+01   0.662988E-01  -0.956396E+01
  1802   0.355534E+03   0.790818E+01   0.662392E-01  -0.937575E+01
  1803   0.354477E+03   0.792054E+01   0.661793E-01  -0.919087E+01
  1804   0.353408E+03   0.793401E+01   0.661191E-01  -0.900874E+01
  1805   0.352332E+03   0.794865E+01   0.660587E-01  -0.883007E+01
  1806   0.351253E+03   0.796440E+01   0.659980E-01  -0.865466E+01
  1807   0.350161E+03   0.798124E+01   0.659371E-01  -0.848265E+01
  1808   0.349064E+03   0.799906E+01   0.658758E-01  -0.831396E+01
  1809   0.347960E+03   0.801788E+01   0.658144E-01  -0.814877E+01
  1810   0.346850E+03   0.803779E+01   0.657527E-01  -0.798710E+01
  1811   0.345729E+03   0.805869E+01   0.656908E-01  -0.782893E+01
  1812   0.344605E+03   0.808059E+01   0.656287E-01  -0.767441E+01
  1813   0.343475E+03   0.810343E+01   0.655663E-01  -0.752349E+01
  1814   0.342337E+03   0.812719E+01   0.655037E-01  -0.737625E+01
  1815   0.341197E+03   0.815187E+01   0.654409E-01  -0.723270E+01
  1816   0.340052E+03   0.817742E+01   0.653778E-01  -0.709295E+01
  1817   0.338899E+03   0.820384E+01   0.653145E-01  -0.695689E+01
  1818   0.337742E+03   0.823111E+01   0.652510E-01  -0.682466E+01
  1819   0.336573E+03   0.825926E+01   0.651873E-01  -0.669630E+01
  1820   0.335409E+03   0.828811E+01   0.651234E-01  -0.657179E+01
  1821   0.334244E+03   0.831779E+01   0.650593E-01  -0.645116E+01
  1822   0.333071E+03   0.834820E+01   0.649950E-01  -0.633447E+01
  1823   0.331907E+03   0.837937E+01   0.649305E-01  -0.622171E+01
  1824   0.330728E+03   0.841112E+01   0.648658E-01  -0.611287E+01
  1825   0.329549E+03   0.844353E+01   0.648010E-01  -0.600808E+01
  1826   0.328366E+03   0.847693E+01   0.647359E-01  -0.590725E+01
  1827   0.327186E+03   0.851080E+01   0.646707E-01  -0.581041E+01
  1828   0.325999E+03   0.854525E+01   0.646053E-01  -0.571765E+01
  1829   0.324811E+03   0.857993E+01   0.645398E-01  -0.562889E+01
  1830   0.323623E+03   0.861580E+01   0.644741E-01  -0.554417E+01
  1831   0.322435E+03   0.865187E+01   0.644082E-01  -0.546353E+01
  1832   0.321243E+03   0.868847E+01   0.643422E-01  -0.538697E+01
  1833   0.320055E+03   0.872560E+01   0.642760E-01  -0.531443E+01
  1834   0.318867E+03   0.876291E+01   0.642097E-01  -0.524606E+01
  1835   0.317677E+03   0.880102E+01   0.641433E-01  -0.518163E+01
  1836   0.316486E+03   0.883994E+01   0.640767E-01  -0.512138E+01
  1837   0.315300E+03   0.887839E+01   0.640100E-01  -0.506517E+01
  1838   0.314114E+03   0.891762E+01   0.639431E-01  -0.501306E+01
  1839   0.312925E+03   0.895731E+01   0.638762E-01  -0.496499E+01
  1840   0.311744E+03   0.899681E+01   0.638092E-01  -0.492101E+01
  1841   0.310564E+03   0.903705E+01   0.637420E-01  -0.488105E+01
  1842   0.309385E+03   0.907740E+01   0.636748E-01  -0.484516E+01
  1843   0.308207E+03   0.911783E+01   0.636074E-01  -0.481331E+01
  1844   0.307034E+03   0.915866E+01   0.635400E-01  -0.478545E+01
  1845   0.305871E+03   0.919955E+01   0.634725E-01  -0.476162E+01
  1846   0.304701E+03   0.924081E+01   0.634048E-01  -0.474173E+01
  1847   0.303539E+03   0.928212E+01   0.633372E-01  -0.472589E+01
  1848   0.302378E+03   0.932348E+01   0.632694E-01  -0.471393E+01
  1849   0.301223E+03   0.936488E+01   0.632017E-01  -0.470591E+01
  1850   0.300072E+03   0.940631E+01   0.631338E-01  -0.470179E+01
  1851   0.298918E+03   0.944807E+01   0.630659E-01  -0.470155E+01
  1852   0.297781E+03   0.949016E+01   0.629979E-01  -0.470518E+01
  1853   0.296641E+03   0.953164E+01   0.629299E-01  -0.471261E+01
  1854   0.295509E+03   0.957312E+01   0.628618E-01  -0.472388E+01
  1855   0.294382E+03   0.961427E+01   0.627938E-01  -0.473889E+01
  1856   0.293265E+03   0.965568E+01   0.627257E-01  -0.475759E+01
  1857   0.292150E+03   0.969734E+01   0.626576E-01  -0.478004E+01
  1858   0.291041E+03   0.973831E+01   0.625894E-01  -0.480614E+01
  1859   0.289941E+03   0.977952E+01   0.625213E-01  -0.483593E+01
  1860   0.288844E+03   0.982002E+01   0.624531E-01  -0.486925E+01
  1861   0.287759E+03   0.986074E+01   0.623850E-01  -0.490618E+01
  1862   0.286681E+03   0.990105E+01   0.623168E-01  -0.494659E+01
  1863   0.285603E+03   0.994125E+01   0.622487E-01  -0.499046E+01
  1864   0.284540E+03   0.998164E+01   0.621806E-01  -0.503779E+01
  1865   0.283481E+03   0.100213E+02   0.621125E-01  -0.508851E+01
  1866   0.282435E+03   0.100605E+02   0.620444E-01  -0.514260E+01
  1867   0.281389E+03   0.100997E+02   0.619764E-01  -0.519992E+01
  1868   0.280356E+03   0.101383E+02   0.619084E-01  -0.526056E+01
  1869   0.279333E+03   0.101765E+02   0.618405E-01  -0.532435E+01
  1870   0.278317E+03   0.102146E+02   0.617725E-01  -0.539135E+01
  1871   0.277308E+03   0.102524E+02   0.617047E-01  -0.546140E+01
  1872   0.276312E+03   0.102895E+02   0.616369E-01  -0.553455E+01
  1873   0.275324E+03   0.103264E+02   0.615692E-01  -0.561067E+01
  1874   0.274345E+03   0.103624E+02   0.615015E-01  -0.568976E+01
  1875   0.273377E+03   0.103983E+02   0.614339E-01  -0.577173E+01
  1876   0.272417E+03   0.104336E+02   0.613664E-01  -0.585651E+01
  1877   0.271467E+03   0.104684E+02   0.612990E-01  -0.594410E+01
  1878   0.270524E+03   0.105024E+02   0.612316E-01  -0.603442E+01
  1879   0.269595E+03   0.105359E+02   0.611644E-01  -0.612735E+01
