#    L    TT             EE             BB             TE          
  5146   0.829453E+00   0.154905E-01   0.535492E-02  -0.198772E-01
  5147   0.828697E+00   0.154709E-01   0.535253E-02  -0.198519E-01
  5148   0.827987E+00   0.154517E-01   0.534974E-02  -0.198266E-01
  5149   0.827233E+00   0.154322E-01   0.534735E-02  -0.198013E-01
  5150   0.826525E+00   0.154131E-01   0.534456E-02  -0.197761E-01
  5151   0.825773E+00   0.153936E-01   0.534218E-02  -0.197509E-01
  5152   0.825067E+00   0.153746E-01   0.533940E-02  -0.197257E-01
  5153   0.824317E+00   0.153551E-01   0.533701E-02  -0.197006E-01
  5154   0.823613E+00   0.153362E-01   0.533424E-02  -0.196755E-01
  5155   0.822865E+00   0.153168E-01   0.533186E-02  -0.196505E-01
  5156   0.822163E+00   0.152979E-01   0.532908E-02  -0.196255E-01
  5157   0.821418E+00   0.152786E-01   0.532671E-02  -0.196005E-01
  5158   0.820718E+00   0.152598E-01   0.532393E-02  -0.195756E-01
  5159   0.819974E+00   0.152405E-01   0.532156E-02  -0.195507E-01
  5160   0.819276E+00   0.152217E-01   0.531879E-02  -0.195259E-01
  5161   0.818535E+00   0.152026E-01   0.531642E-02  -0.195010E-01
  5162   0.817839E+00   0.151839E-01   0.531366E-02  -0.194762E-01
  5163   0.817099E+00   0.151648E-01   0.531129E-02  -0.194515E-01
  5164   0.816406E+00   0.151461E-01   0.530853E-02  -0.194268E-01
  5165   0.815668E+00   0.151271E-01   0.530617E-02  -0.194021E-01
  5166   0.814976E+00   0.151085E-01   0.530341E-02  -0.193774E-01
  5167   0.814241E+00   0.150895E-01   0.530105E-02  -0.193528E-01
  5168   0.813551E+00   0.150710E-01   0.529829E-02  -0.193282E-01
  5169   0.812817E+00   0.150521E-01   0.529594E-02  -0.193037E-01
  5170   0.812130E+00   0.150336E-01   0.529318E-02  -0.192791E-01
  5171   0.811398E+00   0.150148E-01   0.529083E-02  -0.192546E-01
  5172   0.810712E+00   0.149964E-01   0.528808E-02  -0.192302E-01
  5173   0.809982E+00   0.149776E-01   0.528573E-02  -0.192058E-01
  5174   0.809299E+00   0.149592E-01   0.528299E-02  -0.191814E-01
  5175   0.808571E+00   0.149405E-01   0.528064E-02  -0.191570E-01
  5176   0.807889E+00   0.149223E-01   0.527790E-02  -0.191327E-01
  5177   0.807163E+00   0.149036E-01   0.527556E-02  -0.191084E-01
  5178   0.806483E+00   0.148854E-01   0.527282E-02  -0.190841E-01
  5179   0.805759E+00   0.148668E-01   0.527048E-02  -0.190599E-01
  5180   0.805081E+00   0.148486E-01   0.526774E-02  -0.190356E-01
  5181   0.804359E+00   0.148301E-01   0.526541E-02  -0.190115E-01
  5182   0.803683E+00   0.148120E-01   0.526267E-02  -0.189873E-01
  5183   0.802963E+00   0.147935E-01   0.526034E-02  -0.189632E-01
  5184   0.802289E+00   0.147755E-01   0.525761E-02  -0.189391E-01
  5185   0.801570E+00   0.147571E-01   0.525528E-02  -0.189150E-01
  5186   0.800898E+00   0.147391E-01   0.525255E-02  -0.188910E-01
  5187   0.800182E+00   0.147208E-01   0.525023E-02  -0.188670E-01
  5188   0.799512E+00   0.147029E-01   0.524750E-02  -0.188430E-01
  5189   0.798797E+00   0.146846E-01   0.524519E-02  -0.188191E-01
  5190   0.798129E+00   0.146668E-01   0.524246E-02  -0.187951E-01
  5191   0.797416E+00   0.146485E-01   0.524015E-02  -0.187712E-01
  5192   0.796749E+00   0.146308E-01   0.523743E-02  -0.187474E-01
  5193   0.796038E+00   0.146126E-01   0.523511E-02  -0.187236E-01
  5194   0.795374E+00   0.145949E-01   0.523240E-02  -0.186997E-01
  5195   0.794664E+00   0.145768E-01   0.523009E-02  -0.186760E-01
  5196   0.794002E+00   0.145591E-01   0.522737E-02  -0.186522E-01
  5197   0.793294E+00   0.145411E-01   0.522507E-02  -0.186285E-01
  5198   0.792634E+00   0.145235E-01   0.522236E-02  -0.186048E-01
  5199   0.791928E+00   0.145055E-01   0.522005E-02  -0.185811E-01
  5200   0.791269E+00   0.144880E-01   0.521734E-02  -0.185575E-01
  5201   0.790565E+00   0.144701E-01   0.521505E-02  -0.185339E-01
  5202   0.789908E+00   0.144526E-01   0.521234E-02  -0.185103E-01
  5203   0.789206E+00   0.144347E-01   0.521004E-02  -0.184867E-01
  5204   0.788551E+00   0.144173E-01   0.520734E-02  -0.184632E-01
  5205   0.787850E+00   0.143995E-01   0.520505E-02  -0.184397E-01
  5206   0.787197E+00   0.143822E-01   0.520235E-02  -0.184162E-01
  5207   0.786498E+00   0.143645E-01   0.520006E-02  -0.183928E-01
  5208   0.785847E+00   0.143472E-01   0.519737E-02  -0.183694E-01
  5209   0.785150E+00   0.143295E-01   0.519508E-02  -0.183460E-01
  5210   0.784500E+00   0.143123E-01   0.519239E-02  -0.183226E-01
  5211   0.783805E+00   0.142947E-01   0.519011E-02  -0.182993E-01
  5212   0.783157E+00   0.142775E-01   0.518742E-02  -0.182759E-01
  5213   0.782464E+00   0.142600E-01   0.518514E-02  -0.182527E-01
  5214   0.781817E+00   0.142429E-01   0.518245E-02  -0.182294E-01
  5215   0.781126E+00   0.142254E-01   0.518017E-02  -0.182062E-01
  5216   0.780481E+00   0.142083E-01   0.517749E-02  -0.181830E-01
  5217   0.779791E+00   0.141909E-01   0.517522E-02  -0.181598E-01
  5218   0.779149E+00   0.141739E-01   0.517254E-02  -0.181367E-01
  5219   0.778461E+00   0.141566E-01   0.517027E-02  -0.181135E-01
  5220   0.777820E+00   0.141396E-01   0.516759E-02  -0.180905E-01
  5221   0.777133E+00   0.141223E-01   0.516532E-02  -0.180674E-01
  5222   0.776494E+00   0.141055E-01   0.516265E-02  -0.180444E-01
  5223   0.775809E+00   0.140882E-01   0.516039E-02  -0.180214E-01
  5224   0.775172E+00   0.140714E-01   0.515772E-02  -0.179984E-01
  5225   0.774489E+00   0.140543E-01   0.515546E-02  -0.179754E-01
  5226   0.773853E+00   0.140375E-01   0.515279E-02  -0.179525E-01
  5227   0.773172E+00   0.140204E-01   0.515053E-02  -0.179296E-01
  5228   0.772538E+00   0.140037E-01   0.514787E-02  -0.179067E-01
  5229   0.771858E+00   0.139867E-01   0.514561E-02  -0.178839E-01
  5230   0.771226E+00   0.139701E-01   0.514295E-02  -0.178611E-01
  5231   0.770548E+00   0.139531E-01   0.514070E-02  -0.178383E-01
  5232   0.769917E+00   0.139365E-01   0.513804E-02  -0.178156E-01
  5233   0.769241E+00   0.139196E-01   0.513579E-02  -0.177929E-01
  5234   0.768612E+00   0.139031E-01   0.513314E-02  -0.177702E-01
  5235   0.767937E+00   0.138862E-01   0.513089E-02  -0.177475E-01
  5236   0.767310E+00   0.138698E-01   0.512824E-02  -0.177249E-01
  5237   0.766637E+00   0.138530E-01   0.512600E-02  -0.177023E-01
  5238   0.766012E+00   0.138366E-01   0.512335E-02  -0.176797E-01
  5239   0.765340E+00   0.138198E-01   0.512111E-02  -0.176571E-01
  5240   0.764717E+00   0.138035E-01   0.511847E-02  -0.176346E-01
  5241   0.764047E+00   0.137868E-01   0.511623E-02  -0.176121E-01
  5242   0.763425E+00   0.137706E-01   0.511359E-02  -0.175897E-01
  5243   0.762757E+00   0.137540E-01   0.511136E-02  -0.175673E-01
  5244   0.762137E+00   0.137378E-01   0.510871E-02  -0.175449E-01
  5245   0.761470E+00   0.137212E-01   0.510649E-02  -0.175225E-01
  5246   0.760852E+00   0.137051E-01   0.510385E-02  -0.175002E-01
  5247   0.760187E+00   0.136886E-01   0.510162E-02  -0.174779E-01
  5248   0.759570E+00   0.136725E-01   0.509899E-02  -0.174556E-01
  5249   0.758907E+00   0.136561E-01   0.509677E-02  -0.174334E-01
  5250   0.758291E+00   0.136401E-01   0.509414E-02  -0.174112E-01
  5251   0.757630E+00   0.136237E-01   0.509192E-02  -0.173890E-01
  5252   0.757016E+00   0.136077E-01   0.508929E-02  -0.173669E-01
  5253   0.756356E+00   0.135914E-01   0.508707E-02  -0.173448E-01
  5254   0.755744E+00   0.135755E-01   0.508445E-02  -0.173227E-01
  5255   0.755086E+00   0.135592E-01   0.508224E-02  -0.173007E-01
  5256   0.754476E+00   0.135434E-01   0.507961E-02  -0.172786E-01
  5257   0.753819E+00   0.135272E-01   0.507740E-02  -0.172567E-01
  5258   0.753211E+00   0.135115E-01   0.507478E-02  -0.172347E-01
  5259   0.752556E+00   0.134953E-01   0.507258E-02  -0.172128E-01
  5260   0.751949E+00   0.134796E-01   0.506996E-02  -0.171909E-01
  5261   0.751295E+00   0.134635E-01   0.506776E-02  -0.171691E-01
  5262   0.750690E+00   0.134479E-01   0.506514E-02  -0.171473E-01
  5263   0.750038E+00   0.134319E-01   0.506294E-02  -0.171255E-01
  5264   0.749434E+00   0.134163E-01   0.506033E-02  -0.171038E-01
  5265   0.748784E+00   0.134003E-01   0.505814E-02  -0.170821E-01
  5266   0.748182E+00   0.133848E-01   0.505552E-02  -0.170604E-01
  5267   0.747534E+00   0.133689E-01   0.505333E-02  -0.170388E-01
  5268   0.746933E+00   0.133534E-01   0.505073E-02  -0.170172E-01
  5269   0.746287E+00   0.133376E-01   0.504854E-02  -0.169956E-01
  5270   0.745688E+00   0.133222E-01   0.504593E-02  -0.169741E-01
  5271   0.745042E+00   0.133064E-01   0.504375E-02  -0.169526E-01
  5272   0.744445E+00   0.132910E-01   0.504115E-02  -0.169311E-01
  5273   0.743802E+00   0.132753E-01   0.503896E-02  -0.169097E-01
  5274   0.743206E+00   0.132600E-01   0.503636E-02  -0.168883E-01
  5275   0.742564E+00   0.132444E-01   0.503419E-02  -0.168670E-01
  5276   0.741970E+00   0.132291E-01   0.503159E-02  -0.168457E-01
  5277   0.741330E+00   0.132135E-01   0.502941E-02  -0.168244E-01
  5278   0.740738E+00   0.131984E-01   0.502682E-02  -0.168032E-01
  5279   0.740099E+00   0.131828E-01   0.502465E-02  -0.167820E-01
  5280   0.739508E+00   0.131677E-01   0.502206E-02  -0.167608E-01
  5281   0.738871E+00   0.131522E-01   0.501989E-02  -0.167397E-01
  5282   0.738282E+00   0.131372E-01   0.501730E-02  -0.167186E-01
  5283   0.737646E+00   0.131217E-01   0.501513E-02  -0.166976E-01
  5284   0.737059E+00   0.131068E-01   0.501255E-02  -0.166766E-01
  5285   0.736425E+00   0.130914E-01   0.501039E-02  -0.166556E-01
  5286   0.735839E+00   0.130765E-01   0.500780E-02  -0.166347E-01
  5287   0.735207E+00   0.130611E-01   0.500564E-02  -0.166138E-01
  5288   0.734623E+00   0.130463E-01   0.500307E-02  -0.165930E-01
  5289   0.733992E+00   0.130310E-01   0.500091E-02  -0.165721E-01
  5290   0.733409E+00   0.130162E-01   0.499833E-02  -0.165514E-01
  5291   0.732780E+00   0.130010E-01   0.499618E-02  -0.165306E-01
  5292   0.732199E+00   0.129863E-01   0.499360E-02  -0.165100E-01
  5293   0.731572E+00   0.129711E-01   0.499145E-02  -0.164893E-01
  5294   0.730992E+00   0.129564E-01   0.498888E-02  -0.164687E-01
  5295   0.730366E+00   0.129413E-01   0.498674E-02  -0.164481E-01
  5296   0.729789E+00   0.129267E-01   0.498417E-02  -0.164276E-01
  5297   0.729164E+00   0.129117E-01   0.498202E-02  -0.164071E-01
  5298   0.728588E+00   0.128971E-01   0.497946E-02  -0.163867E-01
  5299   0.727966E+00   0.128821E-01   0.497732E-02  -0.163663E-01
  5300   0.727391E+00   0.128676E-01   0.497475E-02  -0.163459E-01
  5301   0.726770E+00   0.128527E-01   0.497262E-02  -0.163256E-01
  5302   0.726197E+00   0.128382E-01   0.497006E-02  -0.163053E-01
  5303   0.725578E+00   0.128234E-01   0.496792E-02  -0.162851E-01
  5304   0.725007E+00   0.128089E-01   0.496536E-02  -0.162649E-01
  5305   0.724389E+00   0.127941E-01   0.496323E-02  -0.162447E-01
  5306   0.723819E+00   0.127798E-01   0.496068E-02  -0.162246E-01
  5307   0.723203E+00   0.127650E-01   0.495855E-02  -0.162045E-01
  5308   0.722635E+00   0.127507E-01   0.495600E-02  -0.161845E-01
  5309   0.722020E+00   0.127361E-01   0.495387E-02  -0.161645E-01
  5310   0.721454E+00   0.127218E-01   0.495132E-02  -0.161446E-01
  5311   0.720840E+00   0.127072E-01   0.494920E-02  -0.161247E-01
  5312   0.720276E+00   0.126930E-01   0.494665E-02  -0.161049E-01
  5313   0.719664E+00   0.126784E-01   0.494453E-02  -0.160850E-01
  5314   0.719101E+00   0.126643E-01   0.494199E-02  -0.160653E-01
  5315   0.718491E+00   0.126498E-01   0.493987E-02  -0.160456E-01
  5316   0.717930E+00   0.126357E-01   0.493733E-02  -0.160259E-01
  5317   0.717321E+00   0.126212E-01   0.493522E-02  -0.160063E-01
  5318   0.716762E+00   0.126072E-01   0.493268E-02  -0.159867E-01
  5319   0.716155E+00   0.125928E-01   0.493057E-02  -0.159671E-01
  5320   0.715597E+00   0.125788E-01   0.492803E-02  -0.159476E-01
  5321   0.714991E+00   0.125644E-01   0.492593E-02  -0.159282E-01
  5322   0.714435E+00   0.125505E-01   0.492339E-02  -0.159088E-01
  5323   0.713831E+00   0.125362E-01   0.492129E-02  -0.158894E-01
  5324   0.713277E+00   0.125224E-01   0.491876E-02  -0.158701E-01
  5325   0.712674E+00   0.125081E-01   0.491666E-02  -0.158508E-01
  5326   0.712121E+00   0.124943E-01   0.491413E-02  -0.158316E-01
  5327   0.711521E+00   0.124801E-01   0.491203E-02  -0.158124E-01
  5328   0.710969E+00   0.124664E-01   0.490951E-02  -0.157932E-01
  5329   0.710370E+00   0.124522E-01   0.490741E-02  -0.157741E-01
  5330   0.709820E+00   0.124385E-01   0.490489E-02  -0.157551E-01
  5331   0.709223E+00   0.124244E-01   0.490280E-02  -0.157361E-01
  5332   0.708675E+00   0.124108E-01   0.490028E-02  -0.157171E-01
  5333   0.708079E+00   0.123967E-01   0.489819E-02  -0.156982E-01
  5334   0.707532E+00   0.123831E-01   0.489567E-02  -0.156793E-01
  5335   0.706938E+00   0.123691E-01   0.489359E-02  -0.156605E-01
  5336   0.706393E+00   0.123556E-01   0.489107E-02  -0.156417E-01
  5337   0.705801E+00   0.123417E-01   0.488899E-02  -0.156230E-01
  5338   0.705257E+00   0.123282E-01   0.488648E-02  -0.156043E-01
  5339   0.704666E+00   0.123143E-01   0.488440E-02  -0.155857E-01
  5340   0.704125E+00   0.123008E-01   0.488189E-02  -0.155671E-01
  5341   0.703535E+00   0.122870E-01   0.487981E-02  -0.155485E-01
  5342   0.702995E+00   0.122736E-01   0.487731E-02  -0.155300E-01
  5343   0.702407E+00   0.122598E-01   0.487523E-02  -0.155116E-01
  5344   0.701869E+00   0.122465E-01   0.487273E-02  -0.154931E-01
  5345   0.701283E+00   0.122327E-01   0.487066E-02  -0.154748E-01
  5346   0.700746E+00   0.122195E-01   0.486816E-02  -0.154565E-01
  5347   0.700161E+00   0.122058E-01   0.486609E-02  -0.154382E-01
  5348   0.699626E+00   0.121925E-01   0.486359E-02  -0.154200E-01
  5349   0.699043E+00   0.121789E-01   0.486152E-02  -0.154018E-01
  5350   0.698510E+00   0.121657E-01   0.485903E-02  -0.153836E-01
  5351   0.697928E+00   0.121521E-01   0.485697E-02  -0.153655E-01
  5352   0.697396E+00   0.121390E-01   0.485447E-02  -0.153475E-01
  5353   0.696816E+00   0.121254E-01   0.485241E-02  -0.153295E-01
  5354   0.696286E+00   0.121123E-01   0.484992E-02  -0.153115E-01
  5355   0.695708E+00   0.120988E-01   0.484787E-02  -0.152936E-01
  5356   0.695179E+00   0.120858E-01   0.484538E-02  -0.152758E-01
  5357   0.694602E+00   0.120724E-01   0.484333E-02  -0.152580E-01
  5358   0.694075E+00   0.120594E-01   0.484084E-02  -0.152402E-01
  5359   0.693500E+00   0.120460E-01   0.483879E-02  -0.152225E-01
  5360   0.692975E+00   0.120330E-01   0.483631E-02  -0.152048E-01
  5361   0.692401E+00   0.120197E-01   0.483426E-02  -0.151871E-01
  5362   0.691878E+00   0.120068E-01   0.483178E-02  -0.151696E-01
  5363   0.691306E+00   0.119935E-01   0.482974E-02  -0.151520E-01
  5364   0.690784E+00   0.119806E-01   0.482726E-02  -0.151345E-01
  5365   0.690213E+00   0.119674E-01   0.482522E-02  -0.151171E-01
  5366   0.689693E+00   0.119546E-01   0.482274E-02  -0.150996E-01
  5367   0.689124E+00   0.119413E-01   0.482070E-02  -0.150823E-01
  5368   0.688605E+00   0.119286E-01   0.481823E-02  -0.150650E-01
  5369   0.688038E+00   0.119154E-01   0.481620E-02  -0.150477E-01
  5370   0.687521E+00   0.119027E-01   0.481373E-02  -0.150305E-01
  5371   0.686955E+00   0.118896E-01   0.481169E-02  -0.150133E-01
  5372   0.686440E+00   0.118769E-01   0.480923E-02  -0.149961E-01
  5373   0.685876E+00   0.118638E-01   0.480720E-02  -0.149791E-01
  5374   0.685362E+00   0.118512E-01   0.480473E-02  -0.149620E-01
  5375   0.684799E+00   0.118382E-01   0.480271E-02  -0.149450E-01
  5376   0.684287E+00   0.118256E-01   0.480024E-02  -0.149280E-01
  5377   0.683726E+00   0.118126E-01   0.479822E-02  -0.149111E-01
  5378   0.683215E+00   0.118001E-01   0.479576E-02  -0.148943E-01
  5379   0.682656E+00   0.117872E-01   0.479374E-02  -0.148774E-01
  5380   0.682147E+00   0.117747E-01   0.479128E-02  -0.148606E-01
  5381   0.681589E+00   0.117618E-01   0.478926E-02  -0.148439E-01
  5382   0.681081E+00   0.117493E-01   0.478681E-02  -0.148272E-01
  5383   0.680525E+00   0.117365E-01   0.478479E-02  -0.148106E-01
  5384   0.680019E+00   0.117241E-01   0.478234E-02  -0.147939E-01
  5385   0.679465E+00   0.117113E-01   0.478033E-02  -0.147774E-01
  5386   0.678961E+00   0.116989E-01   0.477788E-02  -0.147609E-01
  5387   0.678408E+00   0.116862E-01   0.477587E-02  -0.147444E-01
  5388   0.677905E+00   0.116738E-01   0.477343E-02  -0.147279E-01
  5389   0.677354E+00   0.116611E-01   0.477142E-02  -0.147115E-01
  5390   0.676852E+00   0.116489E-01   0.476898E-02  -0.146952E-01
  5391   0.676303E+00   0.116362E-01   0.476697E-02  -0.146789E-01
  5392   0.675803E+00   0.116239E-01   0.476453E-02  -0.146626E-01
  5393   0.675255E+00   0.116113E-01   0.476253E-02  -0.146464E-01
  5394   0.674757E+00   0.115991E-01   0.476009E-02  -0.146302E-01
  5395   0.674210E+00   0.115865E-01   0.475809E-02  -0.146141E-01
  5396   0.673714E+00   0.115744E-01   0.475565E-02  -0.145980E-01
  5397   0.673169E+00   0.115618E-01   0.475366E-02  -0.145819E-01
  5398   0.672674E+00   0.115497E-01   0.475123E-02  -0.145659E-01
  5399   0.672130E+00   0.115372E-01   0.474923E-02  -0.145499E-01
  5400   0.671637E+00   0.115251E-01   0.474680E-02  -0.145340E-01
  5401   0.671095E+00   0.115127E-01   0.474481E-02  -0.145181E-01
  5402   0.670604E+00   0.115006E-01   0.474238E-02  -0.145022E-01
  5403   0.670063E+00   0.114882E-01   0.474040E-02  -0.144864E-01
  5404   0.669573E+00   0.114762E-01   0.473797E-02  -0.144707E-01
  5405   0.669034E+00   0.114638E-01   0.473598E-02  -0.144549E-01
  5406   0.668546E+00   0.114519E-01   0.473356E-02  -0.144392E-01
  5407   0.668009E+00   0.114395E-01   0.473158E-02  -0.144236E-01
  5408   0.667522E+00   0.114276E-01   0.472916E-02  -0.144080E-01
  5409   0.666986E+00   0.114153E-01   0.472718E-02  -0.143924E-01
  5410   0.666501E+00   0.114035E-01   0.472476E-02  -0.143769E-01
  5411   0.665966E+00   0.113912E-01   0.472279E-02  -0.143614E-01
  5412   0.665483E+00   0.113794E-01   0.472037E-02  -0.143459E-01
  5413   0.664950E+00   0.113671E-01   0.471840E-02  -0.143305E-01
  5414   0.664468E+00   0.113553E-01   0.471598E-02  -0.143151E-01
  5415   0.663937E+00   0.113431E-01   0.471401E-02  -0.142998E-01
  5416   0.663456E+00   0.113314E-01   0.471160E-02  -0.142845E-01
  5417   0.662926E+00   0.113192E-01   0.470963E-02  -0.142692E-01
  5418   0.662447E+00   0.113075E-01   0.470723E-02  -0.142540E-01
  5419   0.661919E+00   0.112954E-01   0.470526E-02  -0.142388E-01
  5420   0.661442E+00   0.112837E-01   0.470285E-02  -0.142236E-01
  5421   0.660915E+00   0.112717E-01   0.470089E-02  -0.142085E-01
  5422   0.660439E+00   0.112600E-01   0.469849E-02  -0.141934E-01
  5423   0.659914E+00   0.112480E-01   0.469653E-02  -0.141784E-01
  5424   0.659439E+00   0.112364E-01   0.469413E-02  -0.141634E-01
  5425   0.658916E+00   0.112244E-01   0.469217E-02  -0.141484E-01
  5426   0.658443E+00   0.112128E-01   0.468977E-02  -0.141335E-01
  5427   0.657921E+00   0.112009E-01   0.468782E-02  -0.141186E-01
  5428   0.657449E+00   0.111893E-01   0.468542E-02  -0.141037E-01
  5429   0.656929E+00   0.111774E-01   0.468347E-02  -0.140889E-01
  5430   0.656459E+00   0.111659E-01   0.468108E-02  -0.140741E-01
  5431   0.655940E+00   0.111540E-01   0.467913E-02  -0.140593E-01
  5432   0.655472E+00   0.111426E-01   0.467674E-02  -0.140446E-01
  5433   0.654954E+00   0.111307E-01   0.467479E-02  -0.140299E-01
  5434   0.654487E+00   0.111193E-01   0.467240E-02  -0.140153E-01
  5435   0.653971E+00   0.111075E-01   0.467046E-02  -0.140006E-01
  5436   0.653506E+00   0.110961E-01   0.466808E-02  -0.139860E-01
  5437   0.652991E+00   0.110843E-01   0.466614E-02  -0.139715E-01
  5438   0.652527E+00   0.110730E-01   0.466375E-02  -0.139570E-01
  5439   0.652014E+00   0.110612E-01   0.466181E-02  -0.139425E-01
  5440   0.651552E+00   0.110499E-01   0.465943E-02  -0.139280E-01
  5441   0.651040E+00   0.110382E-01   0.465750E-02  -0.139136E-01
  5442   0.650579E+00   0.110270E-01   0.465512E-02  -0.138992E-01
  5443   0.650069E+00   0.110153E-01   0.465319E-02  -0.138848E-01
  5444   0.649610E+00   0.110041E-01   0.465081E-02  -0.138705E-01
  5445   0.649101E+00   0.109924E-01   0.464888E-02  -0.138562E-01
  5446   0.648643E+00   0.109812E-01   0.464651E-02  -0.138420E-01
  5447   0.648136E+00   0.109696E-01   0.464458E-02  -0.138277E-01
  5448   0.647680E+00   0.109584E-01   0.464221E-02  -0.138135E-01
  5449   0.647174E+00   0.109469E-01   0.464029E-02  -0.137993E-01
  5450   0.646719E+00   0.109357E-01   0.463792E-02  -0.137852E-01
  5451   0.646214E+00   0.109242E-01   0.463600E-02  -0.137711E-01
  5452   0.645761E+00   0.109131E-01   0.463363E-02  -0.137570E-01
  5453   0.645258E+00   0.109016E-01   0.463171E-02  -0.137430E-01
  5454   0.644806E+00   0.108906E-01   0.462935E-02  -0.137289E-01
  5455   0.644304E+00   0.108791E-01   0.462743E-02  -0.137149E-01
  5456   0.643854E+00   0.108681E-01   0.462507E-02  -0.137010E-01
  5457   0.643353E+00   0.108566E-01   0.462315E-02  -0.136871E-01
  5458   0.642905E+00   0.108456E-01   0.462080E-02  -0.136731E-01
  5459   0.642406E+00   0.108342E-01   0.461888E-02  -0.136593E-01
  5460   0.641958E+00   0.108233E-01   0.461653E-02  -0.136454E-01
  5461   0.641461E+00   0.108119E-01   0.461462E-02  -0.136316E-01
  5462   0.641015E+00   0.108010E-01   0.461227E-02  -0.136178E-01
  5463   0.640519E+00   0.107897E-01   0.461036E-02  -0.136041E-01
  5464   0.640074E+00   0.107788E-01   0.460801E-02  -0.135903E-01
  5465   0.639579E+00   0.107675E-01   0.460611E-02  -0.135766E-01
  5466   0.639136E+00   0.107566E-01   0.460376E-02  -0.135629E-01
  5467   0.638643E+00   0.107454E-01   0.460186E-02  -0.135493E-01
  5468   0.638201E+00   0.107345E-01   0.459951E-02  -0.135356E-01
  5469   0.637709E+00   0.107233E-01   0.459761E-02  -0.135220E-01
  5470   0.637269E+00   0.107125E-01   0.459527E-02  -0.135085E-01
  5471   0.636778E+00   0.107013E-01   0.459337E-02  -0.134949E-01
  5472   0.636339E+00   0.106906E-01   0.459103E-02  -0.134814E-01
  5473   0.635850E+00   0.106794E-01   0.458914E-02  -0.134679E-01
  5474   0.635412E+00   0.106687E-01   0.458680E-02  -0.134544E-01
  5475   0.634924E+00   0.106575E-01   0.458491E-02  -0.134410E-01
  5476   0.634488E+00   0.106469E-01   0.458257E-02  -0.134276E-01
  5477   0.634002E+00   0.106358E-01   0.458068E-02  -0.134142E-01
  5478   0.633567E+00   0.106251E-01   0.457835E-02  -0.134008E-01
  5479   0.633082E+00   0.106140E-01   0.457646E-02  -0.133875E-01
  5480   0.632648E+00   0.106034E-01   0.457413E-02  -0.133741E-01
  5481   0.632164E+00   0.105924E-01   0.457225E-02  -0.133608E-01
  5482   0.631732E+00   0.105818E-01   0.456992E-02  -0.133476E-01
  5483   0.631250E+00   0.105708E-01   0.456804E-02  -0.133343E-01
  5484   0.630819E+00   0.105603E-01   0.456571E-02  -0.133211E-01
  5485   0.630338E+00   0.105493E-01   0.456383E-02  -0.133079E-01
  5486   0.629909E+00   0.105388E-01   0.456151E-02  -0.132947E-01
  5487   0.629429E+00   0.105278E-01   0.455963E-02  -0.132815E-01
  5488   0.629001E+00   0.105173E-01   0.455731E-02  -0.132684E-01
  5489   0.628522E+00   0.105064E-01   0.455544E-02  -0.132553E-01
  5490   0.628095E+00   0.104960E-01   0.455312E-02  -0.132422E-01
  5491   0.627618E+00   0.104851E-01   0.455125E-02  -0.132291E-01
  5492   0.627193E+00   0.104747E-01   0.454893E-02  -0.132161E-01
  5493   0.626717E+00   0.104638E-01   0.454707E-02  -0.132031E-01
  5494   0.626293E+00   0.104534E-01   0.454475E-02  -0.131901E-01
  5495   0.625818E+00   0.104426E-01   0.454289E-02  -0.131771E-01
  5496   0.625395E+00   0.104323E-01   0.454057E-02  -0.131642E-01
  5497   0.624922E+00   0.104215E-01   0.453871E-02  -0.131512E-01
  5498   0.624501E+00   0.104112E-01   0.453640E-02  -0.131383E-01
  5499   0.624029E+00   0.104004E-01   0.453454E-02  -0.131254E-01
  5500   0.623608E+00   0.103901E-01   0.453223E-02  -0.131125E-01
  5501   0.623138E+00   0.103794E-01   0.453038E-02  -0.130997E-01
  5502   0.622719E+00   0.103692E-01   0.452807E-02  -0.130869E-01
  5503   0.622249E+00   0.103585E-01   0.452622E-02  -0.130741E-01
  5504   0.621832E+00   0.103482E-01   0.452391E-02  -0.130613E-01
  5505   0.621363E+00   0.103376E-01   0.452206E-02  -0.130485E-01
  5506   0.620947E+00   0.103274E-01   0.451976E-02  -0.130357E-01
  5507   0.620480E+00   0.103168E-01   0.451791E-02  -0.130230E-01
  5508   0.620065E+00   0.103066E-01   0.451561E-02  -0.130103E-01
  5509   0.619599E+00   0.102960E-01   0.451376E-02  -0.129976E-01
  5510   0.619185E+00   0.102859E-01   0.451146E-02  -0.129850E-01
  5511   0.618721E+00   0.102753E-01   0.450962E-02  -0.129723E-01
  5512   0.618308E+00   0.102652E-01   0.450733E-02  -0.129597E-01
  5513   0.617845E+00   0.102547E-01   0.450549E-02  -0.129471E-01
  5514   0.617434E+00   0.102446E-01   0.450319E-02  -0.129345E-01
  5515   0.616971E+00   0.102341E-01   0.450136E-02  -0.129219E-01
  5516   0.616561E+00   0.102241E-01   0.449906E-02  -0.129093E-01
  5517   0.616100E+00   0.102136E-01   0.449723E-02  -0.128968E-01
  5518   0.615692E+00   0.102036E-01   0.449494E-02  -0.128843E-01
  5519   0.615232E+00   0.101932E-01   0.449311E-02  -0.128718E-01
  5520   0.614824E+00   0.101832E-01   0.449082E-02  -0.128593E-01
  5521   0.614366E+00   0.101728E-01   0.448899E-02  -0.128469E-01
  5522   0.613960E+00   0.101629E-01   0.448671E-02  -0.128344E-01
